#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
Even1;k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	0.410689589092	0.0574478925848	0.0693245969362	-0.000217438096947	-0.0351727545196	-0.031271401095	-0.00472972089221	-0.00626359460294	0.000709584037524	0.000605923409271	-0.000256260217947	0.000727525292764	-0.000313541996045	0.000428892050206	3.39874786669e-05	-2.62250867169e-05	1.54633603795e-05	-1.88784071683e-05	-1.28440190434e-05	2.65599481065e-06	-7.25472631167e-06	5.56819719545e-06	1.98834725023e-06	1.07651157494e-06	-1.39649144799e-07	1.81936949956e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	-0.109226774096	0.136840696901	0.0370707818674	0.00226289909368	0.0101943480255	-0.00163207166138	0.00130157963817	0.0011924482579	2.71736633366e-06	0.000887958479909	-0.000332639101156	0.00013036549768	-0.000182495630734	-0.000130778657516	-1.26330661831e-05	-2.57230930054e-06	1.31317441847e-06	-2.89701878728e-06	-4.48143049052e-06	2.23270303217e-06	-2.10478781144e-06	6.10862876809e-07	8.27422940855e-07	6.41024721133e-07	1.72200101493e-07	7.85107168497e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712673e-11
Even3;k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	0.397713612874	0.0530391472301	0.0661239490693	0.000909712112846	-0.0332913188163	-0.0329892048324	-0.00528841702519	-0.00647849692266	0.000631970682475	0.000717192627227	-0.000386583615319	0.00072113547626	-0.000301406022657	0.000452023783852	4.62557961089e-05	-3.45398671754e-05	2.10138003972e-05	-4.8295258993e-06	-1.04393551818e-05	1.02094625585e-05	-5.26746124729e-06	5.44731270077e-06	2.84078087056e-06	2.03930803287e-06	-2.49102463197e-07	8.71894319897e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	-0.105000859482	0.137714971443	0.0328455025521	0.0106855869271	0.0088183429343	-0.000354220428311	0.000811059182875	0.00140904811303	9.55562207124e-05	0.000634993195075	-0.000329532197863	0.000259381779482	-0.0002559915039	-0.000133019972387	-1.58469222498e-05	-2.97881665696e-06	9.20893591902e-07	-3.25015451349e-06	-5.1345728215e-06	3.7259852666e-06	-1.94341244839e-06	2.66594406595e-07	1.57992177422e-06	5.04636373348e-07	-1.11833720141e-07	6.12673543175e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712673e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	-0.0985267894063	-0.277259852889	0.268501708706	0.046865226728	0.014433687823	0.00701084114898	0.0105191071387	0.00656412991075	0.000981331184892	-0.00102558886067	0.00113890633669	0.00133832836428	-0.000808597208377	-0.00050647283979	-3.1530055262e-05	-4.1040697762e-05	5.03294787009e-07	-2.0412709255e-05	3.59779171857e-06	-1.03228556648e-05	9.55229099348e-07	-3.78321755425e-06	-2.25288163815e-06	-1.57984109803e-06	-9.36993340655e-07	-2.81580090647e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	-0.0984598667033	-0.277348631507	0.268563334543	0.0469239720415	0.0144564518747	0.00701415601818	0.0105281104062	0.00657347671908	0.000987206446928	-0.000980454650594	0.00113983488307	0.00132205750622	-0.000812994197524	-0.000502242301796	-3.58100069913e-05	-3.8785855685e-05	-3.617958509e-07	-2.0725770294e-05	6.71910069862e-06	-1.00286457999e-05	9.93205954323e-07	7.92118429127e-07	-1.85515197448e-06	-3.52430941895e-06	-6.81881915492e-07	5.05444466051e-07	5.28075770967e-10	5.72363170157e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	-0.0985325831745	-0.28069465164	0.272647135072	0.0479043767054	0.0150935567567	0.00699713826118	0.0108445328017	0.00674456133799	0.00104161306044	-0.000825398058337	0.00116395678196	0.00129295074505	-0.000853220557105	-0.000514664097528	-3.9380349772e-05	-3.95064319509e-05	-2.1004274721e-06	-2.00597806586e-05	4.04404605179e-06	-9.57082101152e-06	1.19108918785e-07	-2.07255641722e-06	-1.3541418743e-06	-3.09978995551e-06	1.34364051113e-07	5.07874027623e-07	5.28075770967e-10	5.72363170157e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	-0.098217866053	-0.281197407684	0.274004967535	0.0483993193703	0.0154761537574	0.0069679175103	0.0109873788734	0.00687702639727	0.00104996811566	-0.000428037873061	0.00119866502552	0.00117310155824	-0.000913937807763	-0.000519928541477	-5.15883980236e-05	-3.07882063352e-05	-7.53039220892e-06	-3.22070009075e-05	-8.39309106069e-07	-1.12429938658e-05	-2.48023325681e-06	2.21637558176e-06	-6.39226455201e-07	-1.92201633311e-06	-3.36377307173e-07	1.18661888213e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	-0.0979892598664	-0.282386878056	0.274896210847	0.0490489021823	0.0155348428244	0.00703886667828	0.0110348538816	0.00692805012366	0.00105595035493	-0.000398556416257	0.00120738863724	0.00116800023854	-0.000937054461516	-0.000524270372676	-5.62550265752e-05	-3.35556704847e-05	-8.00499235976e-06	-2.56947387991e-05	9.77162783065e-08	-1.09693390582e-05	-2.22136432061e-06	8.64932898997e-07	-1.19826346919e-06	-2.39056086019e-06	-3.24132688857e-07	8.00041032024e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	-0.109201872688	0.13684577175	0.037045842048	0.00231325709302	0.0101858717774	-0.00162413967713	0.00129822599426	0.00119363406494	3.79692536313e-06	0.000887199798888	-0.000332396069836	0.000130371939829	-0.000183272288061	-0.000130647924279	-1.30630231402e-05	-2.73917330026e-06	1.62651027117e-06	-5.02757407657e-06	-6.34914098128e-06	4.57272871236e-06	-2.99058291546e-07	6.69014713029e-07	-6.42956097227e-07	3.40132531201e-07	4.34469683224e-07	5.19088960325e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712674e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	-0.0986266765653	-0.285765712257	0.280195948499	0.0497098958112	0.0164767758583	0.00690377166482	0.0114798226662	0.00710341324661	0.00114914737285	-0.000346249932445	0.00121744955042	0.00117647169543	-0.00095077904017	-0.000536517589425	-5.60821497956e-05	-3.38344917511e-05	-7.68233988132e-06	-2.61314151134e-05	-2.55043484844e-07	-1.05425234283e-05	-2.83018713027e-06	3.92300513393e-07	-1.22922595091e-06	-2.35418563689e-06	-2.19904130231e-07	9.59341081703e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	-0.098702047735	-0.289660520338	0.283571969647	0.0505423128525	0.016804300053	0.00695216275718	0.0116871122242	0.00720767636781	0.00118694423564	-0.00039569152542	0.00122993147848	0.00120777278961	-0.000963051182325	-0.000547787368133	-5.6628036345e-05	-3.47117202122e-05	-4.95023606308e-06	-2.14283086372e-05	2.77799476963e-06	-7.5150749695e-06	-8.24770420547e-07	1.52160881366e-06	-6.67021128274e-07	-1.92291307884e-06	-5.23183042175e-07	1.56623632389e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Anaerococcus	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Anaerococcus	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Anaerococcus	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	-0.0987272292818	-0.29139336634	0.285678382896	0.051055849138	0.0171353382933	0.00694396883366	0.0118506737821	0.00729741098847	0.00121577619522	-0.00030800829264	0.00124255317004	0.00118982579981	-0.000984518776025	-0.000553567186994	-5.96762686164e-05	-3.42513852641e-05	-5.86576795247e-06	-2.14421958939e-05	2.15491285811e-06	-7.3137185524e-06	-1.19438751682e-06	1.47192233228e-06	-5.7239722844e-07	-1.82067953548e-06	-4.68492500928e-07	2.97351817366e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	-0.104229736562	0.137874549008	0.0320744816192	0.0122225061417	0.00856720822442	-0.000121010620463	0.000721476985953	0.0014486451573	0.000112484078952	0.00058872644077	-0.000328959310374	0.000283132810265	-0.000269459639138	-0.000133444876084	-1.66432611855e-05	-3.03941121481e-06	1.32192094342e-06	-2.70266066211e-06	-4.86501604871e-06	3.34522648021e-06	-2.11395751787e-06	4.99310544596e-07	1.21016442869e-06	8.3643510726e-07	1.57752757184e-07	8.43185039435e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712673e-11
Even4;Unclassified;Other;Other;Other;Other;Other	0.466586909286	0.0945790005231	0.050695427953	-0.0444455371914	-0.0365128478244	0.07694857898	0.025919698563	0.0145504676011	0.00066818327024	-0.00418640686569	0.000475236022182	-0.00248796713178	-0.000245062815454	0.00079968518353	2.19313545168e-05	-4.7225652609e-05	1.10036589009e-06	-1.68961784341e-05	-1.02052146438e-05	-2.81187914977e-06	-7.176535712e-06	5.75385328372e-06	1.22504636401e-06	7.76673059332e-07	-8.94676219478e-08	1.68591584395e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;Unclassified;Other;Other;Other;Other;Other	0.467148662326	0.0948449529037	0.0508218297146	-0.0444780986964	-0.0367275752065	0.0770632729879	0.0260777842261	0.014569567602	0.000623083599623	-0.00419583644089	0.000469317089301	-0.00250145649086	-0.000234977173631	0.000804057906356	2.23366546166e-05	-4.75786036555e-05	1.24162303335e-06	-1.70256480253e-05	-1.02322460358e-05	-2.80533090736e-06	-7.21381848832e-06	5.79977219195e-06	1.21295085331e-06	7.77203974998e-07	-8.9939375153e-08	1.6845635886e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;Unclassified;Other;Other;Other;Other;Other	0.467148662326	0.0948449529037	0.0508218297146	-0.0444780986964	-0.0367275752065	0.0770632729879	0.0260777842261	0.014569567602	0.000623083599623	-0.00419583644089	0.000469317089301	-0.00250145649086	-0.000234977173631	0.000804057906356	2.23366546166e-05	-4.75786036555e-05	1.24162303335e-06	-1.70256480253e-05	-1.02322460358e-05	-2.80533090736e-06	-7.21381848832e-06	5.79977219195e-06	1.21295085331e-06	7.77203974998e-07	-8.9939375153e-08	1.6845635886e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	-0.088616724685	0.00108717623699	0.000719311951635	-0.0164214345646	-0.0156759411043	0.00455116340715	-0.00661600200947	-0.00213437907456	-0.00183972102048	0.000279718214526	-9.90408174001e-05	-0.000248350730902	0.000594528698458	0.000545790801769	9.52182488708e-05	4.78708857404e-05	-9.24336249377e-05	-6.515325089e-05	-1.83547729736e-05	-5.87811146288e-05	-1.54146539372e-05	7.11557851768e-06	-1.33592648178e-05	-1.06360497155e-05	2.01776579241e-07	3.32845979695e-07	5.28075770964e-10	5.72363170157e-10	-2.33693375862e-10	-5.30905339198e-10	5.8033971267e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	-0.108927508881	0.136902579689	0.0367715427395	0.00285967737599	0.0100967431041	-0.00154140385011	0.00126663943182	0.00120775249526	9.51977382482e-06	0.000870352374257	-0.000332322258395	0.000139190442437	-0.000187851160383	-0.000130876503001	-1.30492402966e-05	-2.67092197613e-06	1.44820067416e-06	-3.80048343394e-06	-5.30542651682e-06	3.30156864615e-06	-1.3300826905e-06	6.29386536756e-07	2.18263722614e-07	5.23130654421e-07	2.83963192088e-07	6.74254344799e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712674e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	-0.0834745207336	-0.0145922421538	-0.00588354502632	-0.0142999404254	-0.0192698827842	0.00582887264884	-0.00766749403482	-0.00235867816524	-0.0019587408713	0.000272667777792	-8.60763443787e-05	-0.000277460417903	0.000635593770036	0.000635944409557	0.00010703378873	5.12866433255e-05	-0.000102257847672	-4.05542674998e-05	-1.08988827278e-05	-5.12349205404e-05	-7.027018993e-06	6.11521141826e-06	-1.18219170097e-05	-8.81163257178e-06	2.20762496275e-07	2.02212450855e-07	5.28075770965e-10	5.72363170157e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712669e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	-0.103248826138	0.111338529484	0.0267437774688	0.00521925328222	0.0036743700181	0.00063777816707	-0.000776593816638	0.000531525914136	-0.000375733247199	-0.00063521946263	-0.000306650318142	0.000525863205491	-3.6191618237e-05	-0.000113754206752	1.66699909293e-05	-1.10780059693e-05	1.59381069102e-05	-2.50426494664e-05	-4.99902030497e-06	-2.65279942455e-06	-3.40898711354e-06	1.03953139273e-06	-2.39224367977e-07	1.0407237127e-06	-2.54497031602e-07	-5.45363566432e-08	5.28075770964e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712672e-11
Even4;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	-0.104559041253	0.13780637188	0.0324037522248	0.0115661776232	0.00867448712532	-0.000220625058952	0.000759783329213	0.00143168580643	0.000105263868312	0.000608557113103	-0.000329208005066	0.000272848200762	-0.000263669419593	-0.000133252608971	-1.61606191121e-05	-3.02276070837e-06	8.29643589566e-07	-3.35212165331e-06	-5.24418065575e-06	3.95154587952e-06	-1.9052820378e-06	1.99186430162e-07	1.71249555987e-06	4.52462142924e-07	-1.75695058237e-07	5.66798217133e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712673e-11
Even3;Unknown;Other;Other;Other;Other;Other	0.479383301458	0.0730559341816	0.105778078688	0.0151732733274	-0.0544746562013	-0.0755109690325	-0.0147908159151	-0.0150870722524	0.000395816948026	0.00251131553852	-0.000775249307361	0.00180691277791	-8.63004908051e-05	0.000504910711045	-2.87731582132e-05	-3.83684807605e-05	2.45508860136e-05	-2.69382177027e-05	-1.28058613921e-05	5.44022630423e-06	-9.1628009305e-06	5.44302505222e-06	2.93278205892e-06	1.46526293915e-06	-1.50123446961e-07	2.20551534187e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	-0.103826288738	0.113615610835	0.0276407057096	0.0050969857505	0.00417857573582	0.000500510868206	-0.000650983444307	0.000584521989185	-0.000363321894125	-0.000513977770468	-0.000302820420248	0.000496647895081	-4.93515617605e-05	-0.000106134731795	7.70525331089e-06	-1.15943858805e-05	1.62027679369e-05	-1.82854830061e-05	-2.53068899854e-06	-5.50395707534e-06	-2.34957677033e-06	2.39908390517e-06	-1.02118416255e-06	-5.28887612421e-07	6.65919255876e-08	7.96607204558e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712672e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	-0.103435406963	0.112992366898	0.0272836052136	0.0052267466396	0.00410787361721	0.000492142250295	-0.000610353478491	0.000573736763987	-0.00033192765902	-0.00052733302137	-0.000321564252417	0.000487363090318	-6.13238496046e-05	-0.000111350925624	5.37181466289e-06	-1.82033232233e-05	1.39014013824e-05	-5.63335748712e-06	1.77983651133e-06	-5.50805323159e-07	2.24966170378e-07	1.30915849484e-06	-5.58557513409e-07	-1.11793024024e-06	-6.16770980801e-07	-9.15132002937e-08	5.28075770964e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712672e-11
Even1;Unknown;Other;Other;Other;Other;Other	0.479383301458	0.0730559341816	0.105778078688	0.0151732733274	-0.0544746562013	-0.0755109690325	-0.0147908159151	-0.0150870722524	0.000395816948026	0.00251131553852	-0.000775249307361	0.00180691277791	-8.63004908051e-05	0.000504910711045	-2.87731582132e-05	-3.83684807605e-05	2.45508860136e-05	-2.69382177027e-05	-1.28058613921e-05	5.44022630423e-06	-9.1628009305e-06	5.44302505222e-06	2.93278205892e-06	1.46526293915e-06	-1.50123446961e-07	2.20551534187e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	-0.0668442588305	-0.0476267474258	-0.0233742168764	-0.0119629219651	-0.0237130611507	0.00487336204849	-0.00647771896885	-0.00253502626145	-0.00159782137334	-0.00199735594895	-0.000317217889602	1.55399816509e-05	-4.13742414772e-05	-0.000512509791848	0.000144282252894	-8.51141969597e-05	4.60826463195e-05	-8.13516343358e-05	-0.000122166896922	5.67550162815e-06	-9.11189605434e-05	3.01090574175e-05	-8.60603969657e-06	-8.40871719479e-06	-5.77798418722e-07	8.86562818868e-07	5.28075770965e-10	5.7236317016e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712668e-11
Even4;Unknown;Other;Other;Other;Other;Other	0.478333449243	0.0725926768369	0.10529377317	0.0151707964796	-0.0539862344452	-0.075177380634	-0.0147682556154	-0.015065837022	0.000307315525312	0.00250552938288	-0.000848293779592	0.00179575568767	-7.43386954464e-05	0.000500502289392	-2.791491016e-05	-3.87769593167e-05	2.5001610288e-05	-2.69896593145e-05	-1.3202136043e-05	5.50598092514e-06	-9.22506595018e-06	5.51943433824e-06	2.95465003988e-06	1.4868893313e-06	-1.44010203839e-07	2.24202502943e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	-0.0835687477562	-0.0151793247516	-0.00606827752549	-0.0143413729227	-0.0195269629641	0.00591031119612	-0.0077928330671	-0.00242294360745	-0.00211371884005	0.000140645190335	-4.81070919952e-05	-0.000291318871516	0.000512018632124	0.000569823614762	8.84665029879e-05	3.50465074572e-05	-0.000106235238145	-5.39664661003e-05	-1.06984167369e-05	-7.22977239341e-05	5.97795941418e-07	5.6208065252e-06	-1.21216187892e-05	-1.0543913725e-05	-1.98853261598e-08	3.09125547049e-07	5.28075770965e-10	5.72363170157e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712669e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	0.316845602911	0.023333564526	0.0440760260168	0.00166672116523	-0.0121717211989	-0.0356410766802	-0.0161100223716	-0.00592355841077	0.00443749473269	0.00117951142712	0.000715818516092	0.00139786872744	-0.000828815489947	7.2310431426e-05	1.48736039735e-05	1.62373009377e-06	1.82133674365e-05	-1.3838048574e-05	-1.25182357803e-06	1.05431310764e-05	-6.21231249164e-06	4.14608721857e-06	3.39188047521e-06	1.88168245423e-06	-5.75374263658e-07	4.01065878073e-08	5.28075770966e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	0.32336100715	0.0259261212391	0.0454334532967	0.000573349453058	-0.0141840714919	-0.0342691463684	-0.0149469637371	-0.00557943234744	0.00396775497217	0.000990073995362	0.000491108450756	0.00152151138906	-0.00102874160447	3.45075919887e-05	1.13362302473e-05	-7.73280437033e-05	-9.6318091303e-06	-1.47555080259e-05	-5.06699472804e-06	1.84411225639e-05	-1.42073106243e-05	1.48885717889e-05	1.956125652e-06	1.47299506261e-06	-1.50652170678e-06	-1.25594298415e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712665e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	-0.0660277476972	-0.0513002764297	-0.0247431582862	-0.0115756790052	-0.024594095923	0.00523156054248	-0.00675104644126	-0.00265571565371	-0.0015638687802	-0.00203160707306	-0.000335403539448	-1.52994596779e-07	1.87668513234e-05	-0.000466803772848	0.000139131323096	-9.84391867728e-05	2.9847718792e-05	-8.45646547948e-05	-0.000130437168096	-3.15894052562e-06	-8.77383668538e-05	3.22779836974e-05	-7.64044709719e-06	-8.02144548894e-06	-4.09638195179e-07	1.04886088487e-06	5.28075770965e-10	5.7236317016e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712668e-11
