dataset	level	iteration	method	parameters	seq_id               	observed_taxonomy	expected_taxonomy	result	mismatch_level
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY340059	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus_lundellii	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ914798	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae	Root;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Flavocetraria;Flavocetraria_cucullata	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB015696	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita	Root;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_flavipes	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB566325	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora_verrucosa	Root;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_carrionii	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU030345	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis;Pestalotiopsis_photiniae	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ664581	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Armillaria	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Armillaria;Armillaria_ectypa	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB077621	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Golovinomyces	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Golovinomyces;Golovinomyces_magnicellulatus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU295946	Root;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium_globosum	Root;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium_globosum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF405301	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Truncatella;Truncatella_angustata	Root;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Bartalinia;Bartalinia_robillardoides	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AM981252	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes_gibbosa	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AM981250	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes_pubescens	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes_versicolor	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY789408	Root;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Scleromitrula;Scleromitrula_shiraiana	Root;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Scleromitrula;Scleromitrula_shiraiana	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF320634	Root;Glomeromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;Acaulospora_colossica	Root;Glomeromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;Acaulospora_colossica	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU062284	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Annulohypoxylon;Annulohypoxylon_multiforme	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Annulohypoxylon;Annulohypoxylon_multiforme	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HM107422	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Thyrostroma;Thyrostroma_carpophilum	Root;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Thyrostroma;Thyrostroma_carpophilum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF163041	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria_polymorpha	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JN547260	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius_rotula	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JF710504	Root;Ascomycota	Root;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria_brassicae	underclassification	2
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ872370	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Engyodontium;Engyodontium_album	Root;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Engyodontium;Engyodontium_album	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AJ222626	Root;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton	Root;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Trichophyton;Trichophyton_soudanense	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HM856642	Root;Ascomycota;Sordariomycetes;Hypocreales	Root;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps_neovolkiana	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU559018	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Claviceps	Root;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Claviceps;Claviceps_purpurea	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF377075	Root;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae	Root;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Gautieria;Gautieria_monticola	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AJ302468	Root;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypella;Eutypella_cerviculata	Root;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypella;Eutypella_cerviculata	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ384310	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Agrocybe;Agrocybe_salicacicola	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU583422	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;Hyphodontia_niemelaei	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ455097	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber	Root;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_indicum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784302	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe_flavipes	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ534463	Root;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia	Root;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;Cladonia_pyxidata	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU930087	Root;Basidiomycota;Pucciniomycetes;Pucciniales	Root;Basidiomycota;Pucciniomycetes;Pucciniales;Phakopsoraceae;Phakopsora;Phakopsora_pachyrhizi	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	UDB001221	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_fucatum	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_fucatum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784265	Root;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium	Root;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium_erinaceum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ350136	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Neoerysiphe	Root;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Neoerysiphe;Neoerysiphe_galeopsidis	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784269	Root;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Hydnellum;Hydnellum_spongiosipes	Root;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Hydnellum;Hydnellum_spongiosipes	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ631933	Unassigned	Root;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Biscogniauxia;Biscogniauxia_capnodes	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU379209	Root;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Aquamycetaceae;Alphamyces;Alphamyces_chaetifer	Root;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis_rosea	misclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF377203	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_vernaticum	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AM159627	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;Hyphodontia_paradoxa	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF061129	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia_membranifaciens	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia_membranifaciens	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U34582	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_beomiforme	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ328124	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Boletales;Hymenogasteraceae;Hymenogaster;Hymenogaster_arenarius	misclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ627260	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus_laevigatus	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus_laevigatus	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ897807	Unassigned	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Pseudonectria;Pseudonectria_pachysandricola	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GU479307	Root;Basidiomycota;Agaricomycetes;Agaricales	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Protoglossum;Hymenogaster_niveus	underclassification	4
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ297556	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_poae	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ845440	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_brevipes	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB278194	Root;Ascomycota;Sordariomycetes;Sordariales;Cephalothecaceae;Cephalotheca;Cephalotheca_sulfurea	Root;Ascomycota;Sordariomycetes;Sordariales;Cephalothecaceae;Cephalotheca;Cephalotheca_sulfurea	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ845444	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_vaccinum	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_vaccinum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU645679	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;Aspergillus_japonicus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U61390	Root;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia_sclerotiorum	Root;Ascomycota;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella_elata	misclassification	2
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY509793	Root;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Rhizoplaca;Rhizoplaca_chrysoleuca	Root;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Rhizoplaca;Rhizoplaca_chrysoleuca	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU266080	Unassigned	Root;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;Cladonia_furcata	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF516578	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_varius	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_varius	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JN673050	Root;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Lasiosphaeria	Root;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Lasiosphaeria;Lasiosphaeria_ovina	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U56033	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_vibratilis	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ389697	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella	Root;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella_umbrina	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF516573	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Favolus;Favolus_squamosus	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus_squamosus	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ617293	Root;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;Schizophyllum_commune	Root;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;Auricularia_polytricha	misclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF297672	Root;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria_vellea	Root;Ascomycota;Lecanoromycetes;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria_subglabra	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ039601	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_olivaceopictus	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF352321	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Diploicia;Diploicia_canescens	Root;Ascomycota;Lecanoromycetes;Teloschistales;Physciaceae;Diploicia;Diploicia_canescens	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU056975	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_corrosus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ450878	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_culmorum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY916489	Root;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae	Root;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Tubeufia;Tubeufia_cerea	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ604293	Unassigned	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_lilacina	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU669227	Root;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Sarcodon	Root;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Sarcodon;Sarcodon_fuscoindicus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FR750134	Root;Glomeromycota;Glomeromycetes;Diversisporales;Gigasporaceae	Root;Glomeromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Racocetra;Racocetra_weresubiae	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AF357027	Root;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Calocybe	Root;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Calocybe;Calocybe_gambosa	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ903282	Root;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Grosmannia;Grosmannia_olivacea	Root;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Grosmannia;Grosmannia_olivacea	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY833058	Root;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Bisporella;Bisporella_citrina	Root;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Bisporella;Bisporella_citrina	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ988249	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_tomentosus	Root;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus_tomentosus	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U92307	Unassigned	Root;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Tryblidiopsis;Tryblidiopsis_pinastri	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U92306	Root;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Colpoma;Colpoma_quercinum	Root;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Colpoma;Colpoma_quercinum	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	JQ347275	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cylindrocladium;Cylindrocladium_quinqueseptatum	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ517408	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_calochrous	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ608592	Root;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus	Root;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus_cystidiosus	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ067895	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma	Root;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma_fulvocastaneum	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HM240541	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_cascadensis	Root;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_cascadensis	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY999136	Root;Ascomycota;Sordariomycetes	Root;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Cercophora;Cercophora_coprophila	underclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY621777	Root;Basidiomycota;Agaricomycetes;Russulales;Albatrellaceae;Leucophleps;Leucophleps_spinispora	Root;Basidiomycota;Agaricomycetes;Russulales;Albatrellaceae;Leucophleps;Leucophleps_spinispora	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ097874	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_junghuhnii	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU314990	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus	Root;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus;Aspergillus_nomius	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	HQ604209	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe	Root;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Inocybe;Inocybe_subcarpta	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	DQ885898	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeria	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeria;Teratosphaeria_maxii	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	U38556	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	Root;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella;Fusarium_subglutinans	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU784394	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Paurocotylis;Paurocotylis_pila	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Paurocotylis;Paurocotylis_pila	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AB190871	Root;Ascomycota;Sordariomycetes;Diaporthales;Togniniaceae;Phaeoacremonium	Root;Ascomycota;Sordariomycetes;Calosphaeriales;Pleurostomataceae;Pleurostomophora;Pleurostomophora_repens	misclassification	3
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ340441	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea_thermotolerans	underclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ340442	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea_fermentati	Root;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea_fermentati	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ860053	Unassigned	Root;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inonotus;Inonotus_rickii	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU819453	Unassigned	Root;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus_pulverulentus	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	GQ982886	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae	Root;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Pycnoporus;Pycnoporus_sanguineus	underclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AJ537505	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella	Root;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora_palmata	misclassification	5
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FR717868	Root;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus_macerans	Root;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Cryptococcus;Cryptococcus_macerans	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	AY220829	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Scutellinia;Scutellinia_ampullacea	Root;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Scutellinia;Scutellinia_colensoi	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU622846	Unassigned	Root;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Limonomyces;Limonomyces_roseipellis	misclassification	0
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EU105210	Root;Microsporidia;Microsporea;Microsporida;Nosematidae;Nosema;Nosema_antheraeae	Root;Microsporidia;Microsporea;Microsporida;Nosematidae;Nosema;Nosema_bombycis	misclassification	6
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	FJ426395	Root;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;Schizophyllum_commune	Root;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;Schizophyllum_commune	match	7
F1-REF	6	2	sortmerna	1.0:0.9:5:0.8:1.0	EF394843	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeria;Teratosphaeria_mexicana	Root;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Teratosphaeria;Teratosphaeria_mexicana	match	7
