Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
s__Fusarium_oxysporum_f._sp._lycopersici_4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_nanaspora	0	0	0	0	0	0	0.0466035126669	0.0442987366064	0.0412413806079	9.40724922625e-05	0	0	0	0	0	0	0	0.0466035126669	0.0464718111777	0.0451265745383	0.0409215341342	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0.000395104467503	0	0	0	0	0	0	0	0	0	0	0	0	
s__Chloroperla_tripunctata	0	0	0	0	0	0	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Pichia_triangularis	0	0	0	0	0	0	0.000141108738394	0.000141108738394	0	0	0	0	0	0	0	0	0	0.000141108738394	0.000141108738394	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_sp._bcmu_bx01	0	0	0	0	0	0	5.64434953575e-05	5.64434953575e-05	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Spiromastix_sp._jcm_11276	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Hodotermopsis_sjoestedti_parabasalian_symbiont_clone_hss2	0	0	0	0	0	0	7.525799381e-05	0	0	0	0	0	0	0	0	0	0	7.525799381e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_valdiviana	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	
s__Uncultured_fungus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348068221371	0.000188144984525	0	
Other	0	0	0	0	0	0	0	0	1.88144984525e-05	0	6.58507445838e-05	0	0	0	0	0	0	0	8.46652430363e-05	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	
s__Thraustochytrium_sp._atcc_26185	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Mus_musculus_(house_mouse)	0	0	0	0	0	0	0.000536213205896	0	0	0	0	0	0	0	0	0	0	0.000536213205896	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Tremellales_sp._qmw-2009a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	
s__Helicobasidium_corticioides	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Ustilaginoidea_virens	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Phaeosphaeria_nodorum_sn15	0.0458885617257	0.0458885617257	0.0458885617257	0.0458885617257	0.0458885617257	0.042784169481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0472808346112	0.0476947535771	0	
s__Protophysarum_phloiogenum	0	0	0	0	0	0	7.525799381e-05	0	0	0	0	0	0	0	0	0	0	7.525799381e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	6.58507445838e-05	0.00015051598762	5.64434953575e-05	0	0	0	0	0	0	0	0	2.82217476788e-05	1.88144984525e-05	1.88144984525e-05	3.7628996905e-05	0	0	0	0	0	0	0	0	0	
s__Millerozyma_farinosa	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Procyliosoma_leae	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Saccharomycopsis_selenospora	0.000188144984525	0.000188144984525	0.000188144984525	0.000188144984525	0.000188144984525	0	0.000329253722919	0.000263402978335	0	0	0	0	0	0	0	0	0	0.000329253722919	0.000329253722919	0	0	0	0	0	0	0	0	0	0	0	0	
s__Kudoa_thunni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Uncultured_fungal_contaminant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000799616184232	0.00022577398143	0	
s__Fragum_loochooanum	0	0	0	0	0	0	0.00656625995993	0	0	0	0	0	0	0	0	0	0	0.00656625995993	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Rhizopus_oryzae_ra_99-880	0.208050723888	0.208050723888	0.208050723888	0.208050723888	0.208050723888	0.207279329451	7.525799381e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	7.525799381e-05	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	0	0.083333333	
Other	0	0	0	0	0	0	0	0.00221070356817	0.000743172688874	0.000592656701254	0	0	0	0	0	0	0	0	0.00221070356817	0.00176856285454	0.000112886990715	0	0	0	0	0	0	0	0	0	0	
s__Heterogastridium_pycnidioideum	0	0	0	0	0	0	0.000112886990715	0	0	0	0	0	0	0	0	0	0	0.000112886990715	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Glomus_eburneum	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_tanzawaensis	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Cryptococcus_aureus	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Rhodotorula_sp._w500	0	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Operculina_elegans	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Naegleria_clarki	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Uncultured_dikarya	8.46652430363e-05	8.46652430363e-05	8.46652430363e-05	8.46652430363e-05	8.46652430363e-05	3.7628996905e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Ceratobasidium_sp._fo_38200	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0123046819879	0.0146000507991	0.0885316224683	0.279649297749	0.282104589797	0.283779080159	0.294917263243	0.296826934836	0.308952879089	0.425988466712	0	0.0124081617294	0.0144965710577	0.0157383279555	0.272631489826	0.282480879766	0.283722636664	0.285161945795	0.297363148042	0.320495573889	0.42358961816	0	0	0	
Other	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_naeodendra	6.58507445838e-05	6.58507445838e-05	6.58507445838e-05	6.58507445838e-05	6.58507445838e-05	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Hyphodontia_arguta	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Porphyra_sp._p148	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.00119472065173	0.000169330486073	0.000253995729109	0.000395104467503	0.000667914695064	0.00142990188239	0.00325490823228	0.0197740378736	0.0187016114618	0.00292565450936	0	0.000536213205896	0.000159923236846	0.000263402978335	0.000404511716729	0.00118531340251	0.00137345838703	0.00460955212086	0.0195482638922	0.00832541556523	0.112661216734	0	0	0	
s__Schizosaccharomyces_octosporus_yfs286	0	0	0	0	0	0	0.0118813557728	0.0117026180375	0.0111946265792	0.0108841873548	0	0	0	0	0	0	0	0.0118813557728	0.0117308397851	0.01118521933	0.0109030018532	0.000865466928815	0	0	0	0	0	0	0	0	0	
s__Lachancea_waltii_ncyc_2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46652430363e-05	0	0	
s__Walkeria_uva	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_cidri	0	0	0	0	0	0	3.7628996905e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	
s__Hicanonectes_teleskopos	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Epichloe_typhina	0	0	0	0	0	0	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	
s__Euglena_acus_var._gracilis	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Capnodiales_sp._ccfee_5502	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	0	
s__Colpodidiidae_sp._hwb-2007	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
NO_HIT	0.284287071617	0.284287071617	0.284287071617	0.284287071617	0.284531660097	0.310467446214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282772504492	0.282753689994	0	
s__Solanum_tuberosum_(potato)	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	0	
s__Dendryphiopsis_atra	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_sp._bg02-7-14-001k-1-1	0.000620878448933	0.000620878448933	0.000620878448933	0.000620878448933	0.000620878448933	0.000620878448933	0.00238944130347	0.00235181230656	0.00227655431275	0.00198492958674	0.00174974835608	0.00121353515019	0.000799616184232	0.000517398707444	0.000169330486073	2.82217476788e-05	0	0.0014675308793	0.00097835391953	0.00060206395048	0.000583249452028	0.000536213205896	0.000536213205896	0.000413918965955	1.88144984525e-05	0	0	0	0.000620878448933	0.000103479741489	0	
s__Coemansia_sp._id05-f0237	0	0	0	0	0	0	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Bosmaella_japonica	0	0	0	0	0	0	7.525799381e-05	0	0	0	0	0	0	0	0	0	0	7.525799381e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Nolandella_sp._atcc_pra-27	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Telonema_subtile	0	0	0	0	0	0	0.00045154796286	0	0	0	0	0	0	0	0	0	0	0.00045154796286	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Hydroides_ezoensis	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Zygosaccharomyces_bailii	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Echinorhynchida_sp._mgv-2008	0	0	0	0	0	0	6.58507445838e-05	0	0	0	0	0	0	0	0	0	0	6.58507445838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_sp._nrrl_y-27690	5.64434953575e-05	5.64434953575e-05	5.64434953575e-05	5.64434953575e-05	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Saccharomyces_cerevisiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	
s__Candida_melibiosica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	
s__Petractis_nodispora	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	
s__Rhizomucor_endophyticus	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Trichophyton_tonsurans_cbs_112818	0.0165755731367	0.0165755731367	0.0165755731367	0.0165755731367	0.0165755731367	0.016547351389	0.016547351389	0.0164720933952	0.0164720933952	0.0164720933952	0.0163874281521	0.0120412790096	0.0119848355142	0.0119660210158	0.0118437267759	0	0	0.016547351389	0.0164720933952	0.0164720933952	0.0164720933952	0.0164344643983	0.0120412790096	0.0120036500127	0.0119848355142	0.0118155050282	0.0117496542836	0	0.0165003151428	0.0165191296413	0.083333333	
s__Distigma_proteus_var._longicauda	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Porphyra_pseudolinearis	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.264465997498	0.267165878026	0.193779926812	0.00345246046604	0.00134523663935	3.7628996905e-05	2.82217476788e-05	2.82217476788e-05	4.70362461313e-05	0.000131701489168	0	0.242104966087	0.266159302358	0.267024769287	0.010395010395	0.000733765439648	3.7628996905e-05	2.82217476788e-05	2.82217476788e-05	9.40724922625e-05	9.40724922625e-05	0	0	0	
s__Thraustochytriidae_sp._n1-27	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_lignicola	0.000169330486073	0.000169330486073	0.000169330486073	0.000169330486073	0.000169330486073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Metschnikowia_pulcherrima	0	0	0	0	0	0	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	1.88144984525e-05	3.7628996905e-05	3.7628996905e-05	0.000884281427268	0.000884281427268	0.000884281427268	0.000884281427268	0.000846652430363	0	0	0	0	1.88144984525e-05	3.7628996905e-05	0.000884281427268	0.000884281427268	0.000884281427268	0.000884281427268	0.000846652430363	0.000865466928815	1.88144984525e-05	0	
s__Aristeomorpha_foliacea	0	0	0	0	0	0	0.000846652430363	0	0	0	0	0	0	0	0	0	0	0.000846652430363	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Dendronephthya_putteri	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Harpellomyces_sp._pa-3-1d	0	0	0	0	0	0	0.000112886990715	6.58507445838e-05	0	0	0	0	0	0	0	0	0	0.000112886990715	9.40724922625e-05	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	0	
s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	
Other	0	0	0	0	0	0	0	4.70362461313e-05	7.525799381e-05	7.525799381e-05	0.000112886990715	0.00022577398143	0.000282217476788	0.000112886990715	0.000112886990715	0	0	0	2.82217476788e-05	7.525799381e-05	7.525799381e-05	0.000122294239941	0.000197552233751	0.000244588479883	0.000216366732204	0.000112886990715	0	0	0.208427013857	0.208427013857	0	
s__Euglena_sp._crrdv	0	0	0	0	0	0	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	4.70362461313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Phaeosphaeria_rousseliana	0	0	0	0	0	0	0.00127938589477	0	0	0	0	0	0	0	0	0	0	0.00127938589477	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Urinympha_talea	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Equus_caballus_(horse)	0	0	0	0	0	0	0.00218248182049	0.00218248182049	0.00218248182049	0.00176856285454	0.00176856285454	0	0	0	0	0	0	0.00218248182049	0.00218248182049	0.00218248182049	0.00218248182049	0.00178737735299	0	0	0	0	0	0	0	0	0	
s__Botryococcus_sp._tow_9/21_p-16w	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Spirotontonia_turbinata	0	0	0	0	0	0	9.40724922625e-05	0	0	0	0	0	0	0	0	0	0	9.40724922625e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0.000103479741489	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_sp._y15_eg-2010	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	0.00215426007281	0.00215426007281	0.0018626353468	0	0	0	0	0	0	0	0	0.00215426007281	0.00201315133442	0.00183441359912	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Zea_mays	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000846652430363	0.000846652430363	0.000846652430363	0	0	0	0	0	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000865466928815	0.000846652430363	0	0	0	0	0	0	0.000846652430363	0	
s__Phacodinium_metchnikoffi	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Pyrocystis_noctiluca	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Candida_methanosorbosa	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	3.7628996905e-05	1.88144984525e-05	7.525799381e-05	0	0	0	0	0	0	0	1.88144984525e-05	1.88144984525e-05	7.525799381e-05	3.7628996905e-05	1.88144984525e-05	0	0	0	0	0	0	0	
s__Neoplaconema_gloeosporioides	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Acanthocephalus_lucii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233487925796	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Lirceus_fontinalis	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Pan_troglodytes_(chimpanzee)	0	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	0	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	1.88144984525e-05	0	0	0	0	0	0	0	0	0	
s__Sus_scrofa_(pig)	0.00218248182049	0.00218248182049	0.00218248182049	0.00218248182049	0.00218248182049	0.00218248182049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216366732204	0.00216366732204	0	
s__Brettanomyces_naardenensis	0	0	0	0	0	0	6.58507445838e-05	0	0	0	0	0	0	0	0	0	0	6.58507445838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Fungal_endophyte_sp._sx01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.00022577398143	0	0	0	0	0	0	0	0	0	0	0.0226338416384	0	0	0	0	0	0	0	0	0	0	0	0	
s__Clavispora_lusitaniae_atcc_42720	0.0187674622064	0.0187674622064	0.0187674622064	0.0187674622064	0.0187674622064	0.018711018711	0.0187674622064	0.0187674622064	0.0187486477079	0.0187486477079	0.018711018711	0.0186922042126	0.0186639824649	0.0186451679664	0.018334728742	0.0177044430438	0	0.0187674622064	0.0187674622064	0.0187674622064	0.0187486477079	0.018711018711	0.018711018711	0.018711018711	0.018626353468	0.0184570229819	0.002079002079	0	0.0187674622064	0.0187674622064	0.083333333	
s__Dysponetus_sp._nz_hw-2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	
s__Ajellomyces_capsulatus_g186ar	0	0	0	0	0	0	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Acanthocephaloides_propinquus	0	0	0	0	0	0	0.257165972098	0	0	0	0	0	0	0	0	0	0	0.0236780463025	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Trichonympha_sp._hsjtcb	0	0	0	0	0	0	0.0103009379027	0	0	0	0	0	0	0	0	0	0	0.0103009379027	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Otolemur_garnettii_(small-eared_galago)	0	0	0	0	0	0	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	0	0	0	0	0	0	0	0	0	0	0	0	
s__Penicillium_sp._mi_31	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	1.88144984525e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	3.7628996905e-05	0	0	0	0	0	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	3.7628996905e-05	0	0	0	0	0	0	0	1.88144984525e-05	0	
s__Candida_sp._bg01-8-20-001b-c1	0	0	0	0	0	0	5.64434953575e-05	5.64434953575e-05	0	0	0	0	0	0	0	0	0	5.64434953575e-05	5.64434953575e-05	0	0	0	0	0	0	0	0	0	3.7628996905e-05	0	0	
s__Trypanosoma_murmanensis	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	1.88144984525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Euglena_communis	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	5.64434953575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
s__Linderina_macrospora	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	2.82217476788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
