,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
835,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8679245283018868,0.9292929292929293,0.1638817382269349,0.0932243095271545,0.4517877198603043,1.166812229682359e-06,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
971,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.9259962049335864,0.961576354679803,0.048276251244191555,0.2686112420800718,0.324688223206849,2.1046465847172552e-14,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1107,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.86,0.924731182795699,0.1692334830660834,0.09233208094278357,0.3837294557533884,8.113195146795574e-05,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1243,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8823529411764706,0.9375,0.15793589567146488,0.11287930949784847,0.4230136780395959,9.451139405998641e-06,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1379,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8666666666666667,0.9285714285714286,0.17293861833920135,0.0776984737523418,0.5114726614234087,2.4634653118997595e-08,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1515,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.7649325626204239,0.8668122270742358,0.09472108200900144,0.03096322354136326,0.5426153874405367,4.5278858350561676e-41,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1651,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8037383177570093,0.8911917098445596,0.21051483420443007,0.02952108482935931,0.5452793932178286,1.2561236313191703e-09,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1787,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.941747572815534,0.97,0.04495953766913942,0.30852112962358424,0.3063271230273313,1.1917840267980918e-12,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1923,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8207547169811321,0.9015544041450777,0.19744126708234178,0.042489228352740785,0.5189907245811712,1.2010876140298601e-08,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2059,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.7552182163187856,0.8605405405405405,0.09737639158171739,0.025389397482793244,0.6035569824569246,1.308025042054551e-53,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2195,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.75,0.8571428571428571,0.09963167630303872,0.02416413995204078,0.5727494978486203,5.761051606794855e-46,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2331,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8529411764705882,0.9206349206349206,0.19082966756623224,0.05470308593298792,0.5559897114182032,1.3083455997714884e-09,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2467,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.7741312741312741,0.8726877040261153,0.09411939061255747,0.032217461132360896,0.5634987985351527,9.685919097828914e-45,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2603,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:full-ref,1.0,0.8037383177570093,0.8911917098445596,0.20407175187331494,0.03499797542121865,0.48545154637882165,1.1596050225789565e-07,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
20,F1-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9545454545454546,0.8316831683168316,0.888888888888889,0.1883210137566282,0.05437118745709653,0.4554385667053825,1.0520626055900847e-06,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
156,B1-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9936034115138592,0.9083820662768031,0.9490835030549897,0.05537524454255558,0.20918962661906945,0.3858223234677119,9.238034854347729e-20,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
292,B1-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9915611814345991,0.914396887159533,0.951417004048583,0.05524366700635108,0.2093895582720934,0.34935252755165,2.581476409102769e-16,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
428,F2-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,1.0,0.865979381443299,0.9281767955801106,0.17922114400329908,0.07900433956794131,0.544555746619822,8.122434369354195e-09,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
564,B2-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9862385321100917,0.8447937131630648,0.9100529100529101,0.07516301351103062,0.0883836052574072,0.44067570002743717,7.03223090608953e-26,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
700,B1-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9918200408997955,0.9220532319391636,0.9556650246305418,0.048993727851383506,0.2601936739230169,0.3377881241499728,1.3034168294440179e-15,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
836,F1-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9574468085106383,0.8490566037735849,0.9,0.1726918635232374,0.07121608565342073,0.4838843864217144,8.537626622731937e-08,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
972,B1-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9957537154989384,0.889943074003795,0.9398797595190381,0.05957613083131099,0.1712416063021996,0.3814323475850591,9.164307416558555e-20,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1108,F2-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,1.0,0.87,0.9304812834224598,0.16892317739690876,0.09293967376638741,0.49800890413420407,1.3489066828867306e-07,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1244,F2-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9777777777777777,0.8627450980392157,0.9166666666666665,0.17022450407673828,0.08405861570592872,0.47368326651183007,3.8009352750783505e-07,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1380,F2-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.968421052631579,0.8761904761904762,0.92,0.16049703712086835,0.09705513726067048,0.4599116700647874,5.516162981277637e-07,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1516,B2-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9954022988505747,0.8342967244701349,0.9077568134171909,0.07691349616610381,0.07943644141757132,0.4787701163724203,3.308176934854876e-31,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1652,F1-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,1.0,0.8411214953271028,0.9137055837563453,0.1855561688781,0.05568200596094557,0.49215432121884434,7.285389230023422e-08,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1788,B1-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.997920997920998,0.9320388349514563,0.9638554216867471,0.04865533938458895,0.26993601289824765,0.32451312235167284,4.0564294669472004e-14,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1924,F1-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9782608695652174,0.8490566037735849,0.9090909090909092,0.17480948682055994,0.07037426047655902,0.4486644547639813,1.1167572199749597e-06,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2060,B2-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.990990990990991,0.8349146110056926,0.9062821833161688,0.07593902241839395,0.08041253811616952,0.4857138650683657,8.740667168810845e-33,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2196,B2-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9839080459770115,0.8359375,0.9039070749736009,0.07584091125301166,0.08433017014829242,0.45420400221083257,8.821971996394912e-28,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2332,F2-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9767441860465116,0.8235294117647058,0.8936170212765957,0.20583150273274697,0.03606365424649818,0.5383883356302444,3.751989445335936e-09,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2468,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9909502262443439,0.8455598455598455,0.9125,0.07489334343675641,0.08737475867462698,0.4805889230697183,1.6036555169889043e-31,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2604,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:partial-ref,0.9777777777777777,0.822429906542056,0.8934010152284264,0.19371844360926493,0.043557461700490865,0.5174050446738668,8.369792169711634e-09,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
21,F1-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9900990099009901,0.9950248756218906,0.042411751881518696,0.6736696764591044,0.06916796497520318,0.49189321553891463,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
157,B1-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.9980506822612085,0.9980506822612085,0.9980506822612085,0.007858802323174468,0.8589269067842091,0.061250447692521054,0.16557445866548298,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
293,B1-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9980544747081712,0.9990262901655307,0.00818682032186457,0.8531041143989203,0.06045620788452216,0.17113933366125456,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
429,F2-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9896907216494846,0.9948186528497409,0.04412785363901929,0.667789322465183,0.09357377421980345,0.3619530380794882,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
565,B2-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.9960707269155207,0.9960707269155207,0.9960707269155207,0.011413016355573307,0.796892132030681,0.08233926778052637,0.062898886747462,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
701,B1-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,1.0,1.0,,1.0,,,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
837,F1-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9716981132075472,0.985645933014354,0.07397164587898082,0.4510967058053852,0.23854832936005785,0.013795452977052798,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
973,B1-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,1.0,1.0,,1.0,,,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1109,F2-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.97,0.9847715736040609,0.07746447572445642,0.4436419887546065,0.24212903663568547,0.01522089157523615,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1245,F2-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.9900990099009901,0.9803921568627451,0.9852216748768472,0.06184084290389006,0.534895216211645,0.18582333136397683,0.060205209520599705,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1381,F2-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9714285714285714,0.9855072463768115,0.07542143153694422,0.4444630228329426,0.21801528508525075,0.025470084479837455,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1517,B2-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.998062015503876,0.9922928709055877,0.995169082125604,0.015665571232920377,0.7215468848330766,0.11829186511698954,0.006924255582963445,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1653,F1-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9719626168224299,0.985781990521327,0.07370127478300187,0.45058246053436635,0.22204227701453075,0.02152658282319002,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1789,B1-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.9980582524271845,0.9980582524271845,0.9980582524271845,0.00807613788838919,0.8547880845421398,0.059908977950265785,0.17421292203203367,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1925,F1-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9811320754716981,0.9904761904761905,0.060295204507915305,0.5392314443376189,0.18716307781517708,0.054715713546126046,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2061,B2-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.9961977186311787,0.9943074003795066,0.9952516619183286,0.013247042983454431,0.7611472461345292,0.09911234516328711,0.022619118105515763,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2197,B2-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,0.9980353634577603,0.9921875,0.9951028403525956,0.015407008083479898,0.7277421835424978,0.09529489148225202,0.03092549865280964,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2333,F2-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9803921568627451,0.99009900990099,0.06546607031513611,0.5132870441424914,0.1980585245204289,0.04599334985140669,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2469,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,0.9942084942084942,0.9970958373668926,0.01348137121796651,0.7595258717619048,0.08489725083858264,0.0534770995815336,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2605,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:1:0.8:1.0:full-ref,1.0,1.0,1.0,,1.0,,,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
22,F1-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9900990099009901,0.9950248756218906,0.042411751881518696,0.6736696764591044,0.06916796497520318,0.49189321553891463,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
158,B1-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.9980506822612085,0.9980506822612085,0.9980506822612085,0.007858802323174468,0.8589269067842091,0.061250447692521054,0.16557445866548298,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
294,B1-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9980544747081712,0.9990262901655307,0.00818682032186457,0.8531041143989203,0.06045620788452216,0.17113933366125456,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
430,F2-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9896907216494846,0.9948186528497409,0.04412785363901929,0.667789322465183,0.09357377421980345,0.3619530380794882,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
566,B2-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.9960707269155207,0.9960707269155207,0.9960707269155207,0.011413016355573307,0.796892132030681,0.08233926778052637,0.062898886747462,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
702,B1-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,1.0,1.0,,1.0,,,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
838,F1-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9716981132075472,0.985645933014354,0.07397164587898082,0.4510967058053852,0.23854832936005785,0.013795452977052798,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
974,B1-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,1.0,1.0,,1.0,,,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1110,F2-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.97,0.9847715736040609,0.07746447572445642,0.4436419887546065,0.24212903663568547,0.01522089157523615,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1246,F2-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.9900990099009901,0.9803921568627451,0.9852216748768472,0.06184084290389006,0.534895216211645,0.18582333136397683,0.060205209520599705,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1382,F2-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9714285714285714,0.9855072463768115,0.07542143153694422,0.4444630228329426,0.21801528508525075,0.025470084479837455,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1518,B2-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.998062015503876,0.9922928709055877,0.995169082125604,0.015665571232920377,0.7215468848330766,0.11829186511698954,0.006924255582963445,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1654,F1-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9719626168224299,0.985781990521327,0.07370127478300187,0.45058246053436635,0.22204227701453075,0.02152658282319002,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1790,B1-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.9980582524271845,0.9980582524271845,0.9980582524271845,0.00807613788838919,0.8547880845421398,0.059908977950265785,0.17421292203203367,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1926,F1-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9811320754716981,0.9904761904761905,0.060295204507915305,0.5392314443376189,0.18716307781517708,0.054715713546126046,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2062,B2-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.9961977186311787,0.9943074003795066,0.9952516619183286,0.013247042983454431,0.7611472461345292,0.09911234516328711,0.022619118105515763,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2198,B2-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,0.9980353634577603,0.9921875,0.9951028403525956,0.015407008083479898,0.7277421835424978,0.09529489148225202,0.03092549865280964,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2334,F2-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9803921568627451,0.99009900990099,0.06546607031513611,0.5132870441424914,0.1980585245204289,0.04599334985140669,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2470,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,0.9942084942084942,0.9970958373668926,0.01348137121796651,0.7595258717619048,0.08489725083858264,0.0534770995815336,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2606,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:full-ref,1.0,1.0,1.0,,1.0,,,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
23,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.975609756097561,0.7920792079207921,0.8743169398907104,0.21995611983491664,0.0255830539413185,0.5542254092168653,1.2524215031176875e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
159,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.9956803455723542,0.898635477582846,0.9446721311475409,0.05852630270948708,0.18481229483335293,0.40121156548215636,2.4425126489204018e-21,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
295,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.9956709956709957,0.8949416342412452,0.9426229508196722,0.061818339160635026,0.1608619495708305,0.3826316699437738,1.9505540690212932e-19,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
