,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
1791,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.9829205807,0.646992692524,0.780338983051,0.162000859539,4.77415578532e-12,0.491392610278,5.49094903848e-110,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1927,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.504885993485,0.0801447776629,0.138331102187,-0.211354171967,1.70870194815e-22,-0.388838813311,2.94468362611e-76,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2063,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.974463738509,0.53355704698,0.689555475244,0.188474948108,5.85817863359e-16,0.546534333113,1.00182956998e-141,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2199,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.981538461538,0.533742331288,0.691473988439,0.192422909333,1.45215251775e-16,0.564680493161,4.79530656635e-153,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2335,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.498349834983,0.0820652173913,0.140923938404,-0.186538871062,4.69375891506e-17,-0.429367241018,3.64495967161e-90,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2471,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.97461928934,0.529217199559,0.685959271168,0.194604504963,3.75573179413e-17,0.543779600591,5.02806871404e-142,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2607,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:3:0.9:1.0:partial-ref,0.511904761905,0.0903836048345,0.153640017865,-0.20530472999,4.1403371676e-21,-0.418339319341,2.27187166563e-88,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
30,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.551440329218,0.0734649122807,0.129656507015,-0.225617079359,9.88288137521e-24,-0.367892078588,5.17404444709e-63,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
166,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.985563041386,0.574957888827,0.726241134752,0.174956208269,8.20368266022e-14,0.525205754947,6.68340963248e-128,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
302,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.980019029496,0.579628587507,0.728429985856,0.182724305377,5.78880370954e-15,0.515707936184,9.56757480981e-123,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
438,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.488188976378,0.066702528241,0.117368670137,-0.232853007693,6.74881295263e-26,-0.423095033699,3.3138690545e-87,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
574,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.987983978638,0.417136414882,0.586603250099,0.229545309451,9.48879183341e-23,0.566021983667,1.43120507706e-151,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
710,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.983901515152,0.571821684095,0.72328576401,0.173517588717,7.28154500759e-14,0.520359973799,8.60853549368e-128,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
846,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.48828125,0.0642013353878,0.113481615978,-0.314132758278,8.1093855687e-49,-0.445970977277,4.22202794905e-102,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
982,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.984819734345,0.580861779519,0.730728616684,0.174691647953,8.0147181449e-14,0.524527168337,5.23167052472e-128,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1118,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.413669064748,0.0601464435146,0.10502283105,-0.368979736888,6.24690184126e-68,-0.536761769509,3.44534034542e-155,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1254,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.503787878788,0.0712754555198,0.124882629108,-0.16604332943,8.182096128e-14,-0.386006311674,5.86649104706e-72,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1390,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.45390070922,0.0658436213992,0.115004492363,-0.308959979479,1.22331372791e-47,-0.4587810817,1.03593836169e-109,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1526,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.986962190352,0.427925381572,0.597003154574,0.226351482478,4.20059529679e-22,0.558647110394,1.50701856657e-146,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1662,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.547717842324,0.0698412698413,0.123885499765,-0.119780494672,7.81251394027e-08,-0.318086200466,3.09047513801e-48,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1798,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.986754966887,0.586284429455,0.735543018336,0.174864080535,8.866716796e-14,0.49040598562,3.95957024476e-109,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1934,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.528888888889,0.0615305067218,0.110236220472,-0.145629304752,3.87515210758e-11,-0.324719488906,2.64657887491e-51,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2070,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.986772486772,0.417225950783,0.586477987421,0.228375881361,1.05119950402e-22,0.590013577102,4.24961468097e-169,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2206,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.9906291834,0.412716118238,0.582677165354,0.226669768174,2.09429560687e-22,0.579316137065,7.43192672672e-162,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2342,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.457364341085,0.0641304347826,0.112488083889,-0.206589732711,1.58374467568e-20,-0.463016360186,8.91866734791e-106,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2478,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.986486486486,0.402425578831,0.571652310102,0.234461851956,3.36885592513e-24,0.570341369543,6.93622710948e-158,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2614,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.520912547529,0.0719915922228,0.126500461681,-0.182069272289,1.39313845056e-16,-0.396851182119,1.65414040814e-77,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
34,F1-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.32095709571,0.21326754386,0.256258234519,-0.531898341563,2.85715650992e-193,-0.657009690575,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
170,B1-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.849056603774,0.808534531162,0.828300258844,0.0927886978471,2.73684706854e-05,0.250904960473,1.29430088638e-30,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
306,B1-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.853277209862,0.798536859876,0.825,0.0993962688598,7.57923870032e-06,0.248055636467,1.02139117707e-29,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
442,F2-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.283105022831,0.200107584723,0.234478411598,-0.545764647802,3.2496785134e-217,-0.693008216915,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
578,B2-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.834045149481,0.770574971815,0.801054790507,0.102667436707,3.26519603065e-06,0.244153604982,3.76713637616e-29,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
714,B1-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.85360094451,0.795817281233,0.823696952435,0.0943279790225,1.75911613381e-05,0.251284041758,4.18891613535e-31,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
850,F1-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.315789473684,0.206471494607,0.249689440994,-0.572503928224,3.73763164687e-245,-0.666713724027,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
986,B1-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.858083832335,0.801902630106,0.829042522418,0.0941891521386,2.19290842529e-05,0.250475525857,2.50361597254e-30,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1122,F2-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.277242401779,0.195606694561,0.229377491567,-0.58433406917,5.2804629322e-264,-0.703470409361,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1258,F2-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.269746646796,0.193997856377,0.225685785536,-0.522521897936,3.41672938649e-199,-0.685738481104,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1394,F2-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.277536231884,0.197016460905,0.230445246691,-0.562478475191,4.73989650553e-245,-0.688415654003,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1530,B2-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.834665027658,0.767665347654,0.79976442874,0.102835430918,3.28868691949e-06,0.239727869994,4.97857252145e-28,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1666,F1-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.337016574586,0.225925925926,0.270509977827,-0.464399672536,4.12223583045e-146,-0.631018371966,3.73285025017e-303,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1802,B1-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.86938286399,0.815626756605,0.841647331787,0.0969946375121,1.411885878e-05,0.266557656904,7.83955232867e-34,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
1938,F1-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.315267175573,0.21354705274,0.254623921085,-0.519978970746,6.48015947232e-196,-0.659420907389,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2074,B2-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.827710843373,0.768456375839,0.796983758701,0.0992530087456,5.93868268973e-06,0.232971794099,5.81850822796e-27,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2210,B2-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.834461538462,0.756274400446,0.793446459918,0.103344783126,2.56920504128e-06,0.248018702546,2.80730959094e-30,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2346,F2-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.281109445277,0.203804347826,0.23629489603,-0.525024872333,3.93513527527e-198,-0.694760756774,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2482,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.83677184466,0.76019845645,0.796649335644,0.107060901222,9.71147320858e-07,0.259134875061,2.6010145252e-33,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
2618,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.9:1:0.8:1.0:partial-ref,0.318611987382,0.212296374146,0.254809208452,-0.494687553085,9.41643329153e-171,-0.659733839659,0.0,[1.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 9.0]"
35,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.32095709571,0.21326754386,0.256258234519,-0.531898341563,2.85715650992e-193,-0.657009690575,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
171,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.849056603774,0.808534531162,0.828300258844,0.0927886978471,2.73684706854e-05,0.250904960473,1.29430088638e-30,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
307,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.853277209862,0.798536859876,0.825,0.0993962688598,7.57923870032e-06,0.248055636467,1.02139117707e-29,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
443,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.283105022831,0.200107584723,0.234478411598,-0.545764647802,3.2496785134e-217,-0.693008216915,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
579,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.834045149481,0.770574971815,0.801054790507,0.102667436707,3.26519603065e-06,0.244153604982,3.76713637616e-29,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
715,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.85360094451,0.795817281233,0.823696952435,0.0943279790225,1.75911613381e-05,0.251284041758,4.18891613535e-31,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
851,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.315789473684,0.206471494607,0.249689440994,-0.572503928224,3.73763164687e-245,-0.666713724027,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
987,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.858083832335,0.801902630106,0.829042522418,0.0941891521386,2.19290842529e-05,0.250475525857,2.50361597254e-30,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1123,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.277242401779,0.195606694561,0.229377491567,-0.58433406917,5.2804629322e-264,-0.703470409361,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1259,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.269746646796,0.193997856377,0.225685785536,-0.522521897936,3.41672938649e-199,-0.685738481104,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1395,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.277536231884,0.197016460905,0.230445246691,-0.562478475191,4.73989650553e-245,-0.688415654003,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1531,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.835380835381,0.768795929904,0.80070650574,0.102563863473,3.51076189817e-06,0.239200719341,6.75076627746e-28,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1667,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.337016574586,0.225925925926,0.270509977827,-0.464399672536,4.12223583045e-146,-0.631018371966,3.73285025017e-303,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1803,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.86938286399,0.815626756605,0.841647331787,0.0969946375121,1.411885878e-05,0.266557656904,7.83955232867e-34,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1939,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.315267175573,0.21354705274,0.254623921085,-0.519978970746,6.48015947232e-196,-0.659420907389,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2075,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.827710843373,0.768456375839,0.796983758701,0.0992530087456,5.93868268973e-06,0.232971794099,5.81850822796e-27,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2211,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.834461538462,0.756274400446,0.793446459918,0.103344783126,2.56920504128e-06,0.248018702546,2.80730959094e-30,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2347,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.281109445277,0.203804347826,0.23629489603,-0.525024872333,3.93513527527e-198,-0.694760756774,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2483,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.83677184466,0.76019845645,0.796649335644,0.107060901222,9.71147320858e-07,0.259134875061,2.6010145252e-33,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2619,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.9:1:0.9:1.0:partial-ref,0.318611987382,0.212296374146,0.254809208452,-0.494687553085,9.41643329153e-171,-0.659733839659,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
36,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.485772357724,0.131030701754,0.206390328152,-0.335015934891,1.18994275436e-55,-0.48812201486,8.45016074833e-125,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
172,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.972198820556,0.647950589556,0.777628032345,0.153449294246,5.03111006345e-11,0.485975873619,3.79422188256e-108,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
308,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.973063973064,0.650534608891,0.77976391231,0.164241968264,2.08695386033e-12,0.505212330801,8.6349383001e-118,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
444,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.47619047619,0.102205486821,0.168290522586,-0.299811785857,3.24177843257e-44,-0.480824315572,4.08800652932e-120,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
580,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.967774420947,0.541713641488,0.694615106614,0.185831676445,1.70278239717e-15,0.502991008741,2.02628603433e-116,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
716,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.974123539232,0.642267473858,0.774129353234,0.153507941505,3.26827706563e-11,0.48901100063,1.06495435621e-111,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
852,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.493617021277,0.11915767848,0.191973520894,-0.376452806819,1.63424293976e-74,-0.489785145886,3.30133717227e-132,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
988,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.974166666667,0.654168998321,0.782725142283,0.152758028933,5.85948255436e-11,0.488816095022,8.13146598019e-110,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1124,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.425531914894,0.0941422594142,0.154175588865,-0.372445641825,7.05134819192e-72,-0.537718923239,8.88788659306e-162,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1260,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.452606635071,0.102357984995,0.166958041958,-0.273179905307,3.30415955911e-37,-0.478399042343,2.1357038709e-120,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1396,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.428235294118,0.093621399177,0.153651329675,-0.362826614341,5.00017793184e-69,-0.51789722307,2.26316071443e-150,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
1532,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.9:3:0.8:1.0:partial-ref,0.9682224429,0.551158846806,0.702449567723,0.18662240634,1.40905776074e-15,0.523904923672,1.62389111167e-127,[3.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
