	Dataset	Level	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Pearson r	Pearson p	Spearman r	Spearman p	best N alignments	confidence	coverage	e value	e-value	max accepts	min consensus fraction	similarity
11651	wine	3	bits.2.372	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.9913439436732793	1.3327145702254662e-05	0.642857142857143	0.11939237342741094		[0.0, '.', 7.0]						
11652	wine	3	bits.2.374	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.9829088167891895	0.00043566657500064603	0.3714285714285715	0.46847813411078715		[0.0, '.', 7.0]						
11653	wine	3	bits.2.375	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.9907569175843298	1.56979170646562e-05	0.4642857142857144	0.2939341076002517		[0.0, '.', 7.0]						
11654	wine	3	bits.2.376	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.9947471428933897	4.131629192340196e-05	0.6571428571428573	0.15617492711370237		[0.0, '.', 7.0]						
11655	wine	3	bits.2.584	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.9904480578628927	1.7039509317936913e-05	0.5357142857142858	0.21521745567801273		[0.0, '.', 7.0]						
11656	wine	3	bits.2.585	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.9937632042205201	5.8803755572135995e-06	0.6071428571428572	0.1482311614811614		[0.0, '.', 7.0]						
11657	wine	3	bits.2.586	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.5888587978480194	0.16421246469282172	0.8928571428571429	0.006807187408935392		[0.0, '.', 7.0]						
11658	wine	3	bits.2.587	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.8891234502277092	0.007400426243392943	0.8928571428571429	0.006807187408935392		[0.0, '.', 7.0]						
11659	wine	3	bits.2.588	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.3161787032750987	0.48966086193037217	0.3214285714285715	0.4820720382996776		[0.0, '.', 7.0]						
11660	wine	3	bits.2.589	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	-0.3118800916369077	0.4959059986836425	0.21428571428571433	0.6445115810207203		[0.0, '.', 7.0]						
11661	wine	3	bits.2.695	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.27174463419860145	0.6024165598249657	0.14285714285714288	0.7871720116618075		[0.0, '.', 7.0]						
11662	wine	3	bits.2.696	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.8587320513455381	0.013331485274105211	0.9285714285714288	0.0025194724037946874		[0.0, '.', 7.0]						
11663	wine	3	bits.2.698	unite_20.11.2016	rdp	0.7	1.0	1.0	1.0	0.9969086823423685	0.0030913176576314876	1.0	0.0		[0.0, '.', 7.0]						
11664	wine	4	bits.2.351	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.989668698011986	2.0722090995754208e-05	0.6071428571428572	0.1482311614811614		[0.0, '.', 7.0]						
11665	wine	4	bits.2.357	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.9332316211027426	0.0021338660737644853	0.42857142857142866	0.337368311085824		[0.0, '.', 7.0]						
11666	wine	4	bits.2.366	unite_20.11.2016	rdp	0.7	0.8	1.0	0.888888888888889	0.9888089783013894	0.0014187572388894758	0.7	0.1881204043741873		[0.0, '.', 7.0]						
11667	wine	4	bits.2.370	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.8885254102670231	0.0074981231353249715	0.642857142857143	0.11939237342741094		[0.0, '.', 7.0]						
11668	wine	4	bits.2.372	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.9913561543708758	1.3280282577810524e-05	0.642857142857143	0.11939237342741094		[0.0, '.', 7.0]						
11669	wine	4	bits.2.374	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.9829088167891895	0.00043566657500064603	0.3714285714285715	0.46847813411078715		[0.0, '.', 7.0]						
11670	wine	4	bits.2.375	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	0.9909816564873364	1.8212863068373005e-06	0.4761904761904762	0.23293553465009798		[0.0, '.', 7.0]						
11671	wine	4	bits.2.376	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.9947471428933896	4.1316291923403706e-05	0.6571428571428573	0.15617492711370237		[0.0, '.', 7.0]						
11672	wine	4	bits.2.584	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	0.9908159808544817	1.9232781866129708e-06	0.5714285714285715	0.1389599571607067		[0.0, '.', 7.0]						
11673	wine	4	bits.2.585	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	0.9941707529991016	4.930338481148904e-07	0.6190476190476191	0.1017330374542646		[0.0, '.', 7.0]						
11674	wine	4	bits.2.586	unite_20.11.2016	rdp	0.7	0.8571428571428571	1.0	0.923076923076923	0.5874794926364877	0.16545106907268187	0.9285714285714288	0.0025194724037946874		[0.0, '.', 7.0]						
11675	wine	4	bits.2.587	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	0.8927138959106167	0.0028441570662061794	0.8333333333333335	0.01017554012345675		[0.0, '.', 7.0]						
11676	wine	4	bits.2.588	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	0.3597604067551776	0.3813929263217692	0.4047619047619048	0.3198886412288162		[0.0, '.', 7.0]						
11677	wine	4	bits.2.589	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	-0.22758007096655125	0.5877921668074836	0.3571428571428572	0.38512064355625636		[0.0, '.', 7.0]						
11678	wine	4	bits.2.695	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.29208614318562964	0.5743303498409879	0.14285714285714288	0.7871720116618075		[0.0, '.', 7.0]						
11679	wine	4	bits.2.696	unite_20.11.2016	rdp	0.7	0.875	1.0	0.9333333333333333	0.9271334284927889	0.0009151312878946294	0.880952380952381	0.0038503204637324014		[0.0, '.', 7.0]						
11680	wine	4	bits.2.698	unite_20.11.2016	rdp	0.7	1.0	1.0	1.0	0.9987841488771184	0.0012158511228815838	1.0	0.0		[0.0, '.', 7.0]						
11681	wine	5	bits.2.351	unite_20.11.2016	rdp	0.7	0.75	1.0	0.8571428571428571	0.9897226386746194	2.6929686652585645e-06	0.6467181814331598	0.08308772479827897		[0.0, '.', 7.0]						
11682	wine	5	bits.2.357	unite_20.11.2016	rdp	0.7	0.75	1.0	0.8571428571428571	0.9352528106585608	0.0006460571516296603	0.467074242146171	0.24326991663399547		[0.0, '.', 7.0]						
11683	wine	5	bits.2.366	unite_20.11.2016	rdp	0.7	0.8	1.0	0.888888888888889	0.9888089783013895	0.0014187572388894547	0.7	0.1881204043741873		[0.0, '.', 7.0]						
11684	wine	5	bits.2.370	unite_20.11.2016	rdp	0.7	0.75	1.0	0.8571428571428571	0.8956959326649223	0.002619602655063864	0.670670706671425	0.06869274160505996		[0.0, '.', 7.0]						
11685	wine	5	bits.2.372	unite_20.11.2016	rdp	0.7	0.75	1.0	0.8571428571428571	0.9913859957829368	1.5876152084484503e-06	0.670670706671425	0.06869274160505996		[0.0, '.', 7.0]						
11686	wine	5	bits.2.374	unite_20.11.2016	rdp	0.7	0.7142857142857143	1.0	0.8333333333333333	0.9830282975475375	7.141793478816889e-05	0.3783937343321348	0.402602201921755		[0.0, '.', 7.0]						
11687	wine	5	bits.2.375	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	0.9910787012992144	2.1890840907605217e-07	0.4518868007280905	0.22203877371139524		[0.0, '.', 7.0]						
11688	wine	5	bits.2.376	unite_20.11.2016	rdp	0.7	0.7142857142857143	1.0	0.8333333333333333	0.9945461111220509	4.206776903095268e-06	0.7207499701564473	0.06763499473028148		[0.0, '.', 7.0]						
11689	wine	5	bits.2.584	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	0.9909473800373055	2.303660873275525e-07	0.728039845617479	0.026153620753162264		[0.0, '.', 7.0]						
11690	wine	5	bits.2.585	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	0.99415513559193	4.99777980082356e-08	0.5606743638663344	0.11632679499319289		[0.0, '.', 7.0]						
11691	wine	5	bits.2.586	unite_20.11.2016	rdp	0.7	0.75	1.0	0.8571428571428571	0.5729903265161328	0.13763531865890066	0.7664808076244857	0.026520014304076595		[0.0, '.', 7.0]						
11692	wine	5	bits.2.587	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	0.8954360793950487	0.001097429945175034	0.8451956828432803	0.004116597419302819		[0.0, '.', 7.0]						
11693	wine	5	bits.2.588	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	0.38494339226965396	0.30629473683824215	0.46025507481564765	0.21252229468836073		[0.0, '.', 7.0]						
11694	wine	5	bits.2.589	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	-0.2008666631629296	0.6043077370227621	0.25104822262671694	0.5146735855804967		[0.0, '.', 7.0]						
11695	wine	5	bits.2.695	unite_20.11.2016	rdp	0.7	0.8333333333333334	1.0	0.9090909090909091	0.2920861431856297	0.5743303498409879	0.14285714285714288	0.7871720116618075		[0.0, '.', 7.0]						
11696	wine	5	bits.2.696	unite_20.11.2016	rdp	0.7	0.7777777777777778	1.0	0.8750000000000001	0.9305456619194559	0.0002715116152829991	0.8954053273686237	0.0010985258735882657		[0.0, '.', 7.0]						
11697	wine	5	bits.2.698	unite_20.11.2016	rdp	0.7	1.0	1.0	1.0	0.9987841488771184	0.0012158511228815838	1.0	0.0		[0.0, '.', 7.0]						
11698	wine	6	bits.2.351	unite_20.11.2016	rdp	0.7	0.125	0.3333333333333333	0.18181818181818182	-0.153913871734087	0.5170617526598272	-0.6531999156997266	0.0017913438978104858		[0.0, '.', 7.0]						
11699	wine	6	bits.2.357	unite_20.11.2016	rdp	0.7	0.125	0.3333333333333333	0.18181818181818182	-0.15948250874458092	0.5018242008923692	-0.5843440841302399	0.006817469743028324		[0.0, '.', 7.0]						
11700	wine	6	bits.2.366	unite_20.11.2016	rdp	0.7	0.1	0.25	0.14285714285714288	-0.18247665581765027	0.5507203359162598	-0.4521251176832281	0.12086945284840594		[0.0, '.', 7.0]						
11701	wine	6	bits.2.370	unite_20.11.2016	rdp	0.7	0.125	0.3333333333333333	0.18181818181818182	-0.1798852872517931	0.4479153546722613	-0.5945794104446229	0.00569343730948863		[0.0, '.', 7.0]						
11702	wine	6	bits.2.372	unite_20.11.2016	rdp	0.7	0.125	0.3333333333333333	0.18181818181818182	-0.12058108591127199	0.6125850285667218	-0.5126967999295575	0.02080449865775049		[0.0, '.', 7.0]						
11703	wine	6	bits.2.374	unite_20.11.2016	rdp	0.7	0.06666666666666667	0.2	0.1	-0.09035999372298816	0.7129592571833977	-0.5353482651529384	0.018171905565402952		[0.0, '.', 7.0]						
11704	wine	6	bits.2.375	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	-0.09059308222255996	0.6598470670489229	-0.5695709064014909	0.002388008748036603		[0.0, '.', 7.0]						
11705	wine	6	bits.2.376	unite_20.11.2016	rdp	0.7	0.06666666666666667	0.2	0.1	-0.1302342024524141	0.5951340174753748	-0.5614905371243134	0.01236399283291715		[0.0, '.', 7.0]						
11706	wine	6	bits.2.584	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	0.9135967654611143	7.309192568444907e-11	-0.448366920151058	0.02160247118178343		[0.0, '.', 7.0]						
11707	wine	6	bits.2.585	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	0.5068855363750808	0.008224087185342373	-0.4387057328412408	0.024961732246603238		[0.0, '.', 7.0]						
11708	wine	6	bits.2.586	unite_20.11.2016	rdp	0.7	0.125	0.3333333333333333	0.18181818181818182	0.09604859094662947	0.6870821951358754	-0.4605896841472431	0.040982550914097096		[0.0, '.', 7.0]						
11709	wine	6	bits.2.587	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	0.5273180643219876	0.005636794684852564	-0.46768929477069215	0.01598471864685174		[0.0, '.', 7.0]						
11710	wine	6	bits.2.588	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	-0.05684174035178755	0.7826974650859648	-0.4949162771892676	0.010155836785725618		[0.0, '.', 7.0]						
11711	wine	6	bits.2.589	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	-0.15022851224560646	0.4638528872155021	-0.7285413521357542	2.4417533062786664e-05		[0.0, '.', 7.0]						
11712	wine	6	bits.2.695	unite_20.11.2016	rdp	0.7	0.18181818181818182	0.4	0.25000000000000006	-0.30884297258702653	0.28264740052404164	-0.5068221089274098	0.06437145058217884		[0.0, '.', 7.0]						
11713	wine	6	bits.2.696	unite_20.11.2016	rdp	0.7	0.09523809523809523	0.2857142857142857	0.14285714285714285	0.3292845034023817	0.1004591540053561	-0.3473635982756972	0.08208507832300481		[0.0, '.', 7.0]						
11714	wine	6	bits.2.698	unite_20.11.2016	rdp	0.7	0.25	0.5	0.3333333333333333	0.9904753796165807	3.5595597308563155e-08	0.15067079529672328	0.6777885728276403		[0.0, '.', 7.0]						
1860	sake	2	Koji.10	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1861	sake	2	Koji.8	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1862	sake	2	Koji.9	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1863	sake	2	Moromi.A	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1864	sake	2	Moromi.B	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1865	sake	2	Moromi.C	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1866	sake	2	Moromi.D	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1867	sake	2	Moromi.E	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1868	sake	2	Moromi.F	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1869	sake	2	Moromi.G	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1870	sake	2	Moromi.H	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1871	sake	2	Moromi.I	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1872	sake	2	Moromi.J	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1873	sake	2	Moromi.K	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9999999999999999		0.9999999999999999			[0.0, '.', 8.0]						
1874	sake	2	Moromi.L	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1875	sake	2	Moromi.M	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1876	sake	2	Moromi.N	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1877	sake	2	Moromi.O	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1878	sake	2	Moromi.P	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1879	sake	2	Moromi.Q	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1880	sake	2	Moromi.R	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9999999999999999		0.9999999999999999			[0.0, '.', 8.0]						
1881	sake	2	Moromi.S	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1882	sake	2	Moromi.T	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1883	sake	2	Moto.B	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1884	sake	2	Moto.C	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9999999999999998		0.9999999999999999			[0.0, '.', 8.0]						
1885	sake	2	Moto.D	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1886	sake	2	Moto.F	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1887	sake	2	Moto.I	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1888	sake	2	Moto.J	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1889	sake	2	Moto.M	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1890	sake	2	Moto.N	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	1.0	0.0	0.9999999999999999			[0.0, '.', 8.0]						
1891	sake	3	Koji.10	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9999955027349914	4.497265008618356e-06	1.0	0.0		[0.0, '.', 8.0]						
1892	sake	3	Koji.8	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9999972233612999	2.7766387000749412e-06	1.0	0.0		[0.0, '.', 8.0]						
1893	sake	3	Koji.9	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9999857481576745	1.4251842325507809e-05	1.0	0.0		[0.0, '.', 8.0]						
1894	sake	3	Moromi.A	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9892906470219792	0.010709352978020783	1.0	0.0		[0.0, '.', 8.0]						
1895	sake	3	Moromi.B	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9994433583813002	0.0005566416186998381	1.0	0.0		[0.0, '.', 8.0]						
1896	sake	3	Moromi.C	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9510334686919365	0.04896653130806352	0.7999999999999999	0.20000000000000007		[0.0, '.', 8.0]						
1897	sake	3	Moromi.D	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9865470332120486	0.013452966787951383	1.0	0.0		[0.0, '.', 8.0]						
1898	sake	3	Moromi.E	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9769706301348318	0.023029369865168244	0.7999999999999999	0.20000000000000007		[0.0, '.', 8.0]						
1899	sake	3	Moromi.F	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9220181835787519	0.07798181642124814	1.0	0.0		[0.0, '.', 8.0]						
1900	sake	3	Moromi.G	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9431965690231229	0.056803430976877116	0.7999999999999999	0.20000000000000007		[0.0, '.', 8.0]						
1901	sake	3	Moromi.H	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9742262855546797	0.02577371444532029	1.0	0.0		[0.0, '.', 8.0]						
1902	sake	3	Moromi.I	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9541784262724101	0.04582157372758989	1.0	0.0		[0.0, '.', 8.0]						
1903	sake	3	Moromi.J	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9790057654475509	0.020994234552449094	0.7999999999999999	0.20000000000000007		[0.0, '.', 8.0]						
1904	sake	3	Moromi.K	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9990510130072259	0.000948986992774126	1.0	0.0		[0.0, '.', 8.0]						
1905	sake	3	Moromi.L	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9930896276668577	0.006910372333142291	1.0	0.0		[0.0, '.', 8.0]						
1906	sake	3	Moromi.M	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9987074072617574	0.00129259273824256	1.0	0.0		[0.0, '.', 8.0]						
1907	sake	3	Moromi.N	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.997508688307314	0.0024913116926860166	1.0	0.0		[0.0, '.', 8.0]						
1908	sake	3	Moromi.O	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9996594646648651	0.0003405353351348951	1.0	0.0		[0.0, '.', 8.0]						
1909	sake	3	Moromi.P	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9989614180149875	0.001038581985012499	1.0	0.0		[0.0, '.', 8.0]						
1910	sake	3	Moromi.Q	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9998860832243021	0.00011391677569794203	1.0	0.0		[0.0, '.', 8.0]						
1911	sake	3	Moromi.R	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.998884703934368	0.0011152960656319881	1.0	0.0		[0.0, '.', 8.0]						
1912	sake	3	Moromi.S	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9959435774963644	0.0040564225036355825	1.0	0.0		[0.0, '.', 8.0]						
1913	sake	3	Moromi.T	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9998401556872731	0.00015984431272686456	1.0	0.0		[0.0, '.', 8.0]						
1914	sake	3	Moto.B	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.994727540705331	0.005272459294669019	0.7999999999999999	0.20000000000000007		[0.0, '.', 8.0]						
1915	sake	3	Moto.C	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9973039956539282	0.0026960043460717564	1.0	0.0		[0.0, '.', 8.0]						
1916	sake	3	Moto.D	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9573153403990585	0.042684659600941484	1.0	0.0		[0.0, '.', 8.0]						
1917	sake	3	Moto.F	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9858066206624204	0.014193379337579585	1.0	0.0		[0.0, '.', 8.0]						
1918	sake	3	Moto.I	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9861532023347422	0.013846797665257763	1.0	0.0		[0.0, '.', 8.0]						
1919	sake	3	Moto.J	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.998748530717344	0.0012514692826559595	1.0	0.0		[0.0, '.', 8.0]						
1920	sake	3	Moto.M	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.9771402051538235	0.022859794846176517	1.0	0.0		[0.0, '.', 8.0]						
1921	sake	3	Moto.N	gg_13_8_otus	rdp	0.8	1.0	1.0	1.0	0.999358344782282	0.0006416552177179737	1.0	0.0		[0.0, '.', 8.0]						
1922	sake	4	Koji.10	gg_13_8_otus	rdp	0.8	0.875	1.0	0.9333333333333333	0.8673447455912577	0.0052707496221428615	0.5000000000000001	0.20703124999999997		[0.0, '.', 8.0]						
1923	sake	4	Koji.8	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.995139698759539	2.6230359559944417e-08	0.65	0.05807305801714863		[0.0, '.', 8.0]						
1924	sake	4	Koji.9	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9923940482919146	1.2541765191671972e-07	0.6443571047419068	0.06103295769909979		[0.0, '.', 8.0]						
1925	sake	4	Moromi.A	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9896340155379173	3.696485384806193e-07	0.9	0.0009430623223403293		[0.0, '.', 8.0]						
1926	sake	4	Moromi.B	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9970035872483555	4.8347822218677065e-09	0.9500000000000001	8.762523965086177e-05		[0.0, '.', 8.0]						
1927	sake	4	Moromi.C	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9878754655274252	6.386079069555145e-07	0.9333333333333332	0.00023589981215941676		[0.0, '.', 8.0]						
1928	sake	4	Moromi.D	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9848360819631523	1.3930185786836912e-06	0.9	0.0009430623223403293		[0.0, '.', 8.0]						
1929	sake	4	Moromi.E	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9961070541111577	1.20744250893535e-08	0.9	0.0009430623223403293		[0.0, '.', 8.0]						
1930	sake	4	Moromi.F	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9506226766460697	8.391667760023802e-05	0.8499999999999999	0.0037047773275858133		[0.0, '.', 8.0]						
1931	sake	4	Moromi.G	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9661595259894583	2.2708516476923204e-05	0.8666666666666667	0.0024953982859902053		[0.0, '.', 8.0]						
1932	sake	4	Moromi.H	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9975534164977913	2.3793795245893048e-09	0.9333333333333332	0.00023589981215941676		[0.0, '.', 8.0]						
1933	sake	4	Moromi.I	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9935782928271468	6.943832254743412e-08	0.9	0.0009430623223403293		[0.0, '.', 8.0]						
1934	sake	4	Moromi.J	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9938376222219454	6.012448061972227e-08	0.7	0.03576957497026169		[0.0, '.', 8.0]						
1935	sake	4	Moromi.K	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9995282556807584	7.504317858831957e-12	0.8333333333333333	0.005265691029161748		[0.0, '.', 8.0]						
1936	sake	4	Moromi.L	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9991248653359194	6.522732711869903e-11	0.7333333333333334	0.02455415007146968		[0.0, '.', 8.0]						
1937	sake	4	Moromi.M	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9994499538187687	1.28440449078445e-11	0.8666666666666667	0.0024953982859902053		[0.0, '.', 8.0]						
1938	sake	4	Moromi.N	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9984476261912711	4.845833383594657e-10	0.7999999999999999	0.00962792472537983		[0.0, '.', 8.0]						
1939	sake	4	Moromi.O	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9998037865711469	3.4834111770310297e-13	0.7333333333333334	0.02455415007146968		[0.0, '.', 8.0]						
1940	sake	4	Moromi.P	gg_13_8_otus	rdp	0.8	0.8888888888888888	1.0	0.9411764705882353	0.9994351735922741	1.4092920815511182e-11	0.6	0.0876228290414024		[0.0, '.', 8.0]						
