,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list,Precision,Recall,F-measure
238,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.3",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028571428571428571, 0.012987012987012988, 0.002631578947368421]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028534370946822308, 0.012970168612191958, 0.0026109660574412533]"
239,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.4",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028645833333333332, 0.013020833333333334, 0.0026525198938992041]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028571428571428571, 0.012987012987012986, 0.0026212319790301442]"
240,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.5",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028645833333333332, 0.013192612137203167, 0.0027472527472527475]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028571428571428571, 0.013071895424836602, 0.0026666666666666666]"
241,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.6",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090909090909090912, 0.052083333333333336, 0.028720626631853787, 0.013698630136986301, 0.0029411764705882353]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090791180285343706, 0.051948051948051945, 0.028608582574772431, 0.013315579227696406, 0.0027548209366391181]"
242,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.7",0.0025906735751295338,0.0,0.0025906735751295338,0.9948186528497409,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090909090909090912, 0.052083333333333336, 0.028871391076115485, 0.014084507042253521, 0.0031645569620253164]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090791180285343706, 0.051948051948051945, 0.028683181225554105, 0.013495276653171391, 0.0028490028490028491]"
243,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.8",0.0025906735751295338,0.0,0.007772020725388601,0.9896373056994818,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22077922077922077, 0.090909090909090912, 0.052219321148825062, 0.029255319148936171, 0.01488095238095238, 0.0035087719298245615]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22049286640726329, 0.090791180285343706, 0.052015604681404412, 0.028871391076115485, 0.013850415512465372, 0.002980625931445604]"
244,B1-REF,6,1,naive-bayes,"0.01:[8,8]:0.9",0.0025906735751295338,0.0,0.012953367875647668,0.9844559585492227,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22077922077922077, 0.090909090909090912, 0.052770448548812667, 0.029810298102981029, 0.015822784810126583, 0.003952569169960474]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22049286640726329, 0.090791180285343706, 0.052287581699346407, 0.029139072847682117, 0.014245014245014247, 0.0031298904538341154]"
245,B1-REF,6,1,naive-bayes,"0.01:[8,8]:1.0",0.0,0.0,0.9248704663212435,0.07512953367875648,"[329, 42, 12, 0, 3, 0, 0, 0]","[0, 0.375, 0.13636363636363635, 0.20000000000000001, 0.0, 0.0, 0.0]","[0, 0.038860103626943004, 0.0077720207253886009, 0.0077720207253886009, 0.0, 0.0, 0.0]","[0, 0.070422535211267595, 0.014705882352941175, 0.014962593516209478, 0.0, 0.0, 0.0]"
246,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.0",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]"
247,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.1",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028571428571428571, 0.012987012987012988, 0.0025974025974025974]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028534370946822308, 0.012970168612191958, 0.002594033722438392]"
248,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.2",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028571428571428571, 0.012987012987012988, 0.0025974025974025974]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028534370946822308, 0.012970168612191958, 0.002594033722438392]"
249,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.3",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028571428571428571, 0.012987012987012988, 0.0025974025974025974]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028534370946822308, 0.012970168612191958, 0.002594033722438392]"
250,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.4",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028571428571428571, 0.013020833333333334, 0.0026666666666666666]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028534370946822308, 0.012987012987012986, 0.0026281208935611039]"
251,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.5",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090673575129533682, 0.051948051948051951, 0.028645833333333332, 0.013227513227513227, 0.0027397260273972603]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090673575129533682, 0.05188067444876783, 0.028571428571428571, 0.013089005235602094, 0.0026631158455392811]"
252,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.6",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090909090909090912, 0.051948051948051951, 0.028645833333333332, 0.013440860215053764, 0.002881844380403458]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090791180285343706, 0.05188067444876783, 0.028571428571428571, 0.013192612137203167, 0.0027285129604365621]"
253,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.7",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090909090909090912, 0.051948051948051951, 0.028795811518324606, 0.013812154696132596, 0.0030769230769230769]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090791180285343706, 0.05188067444876783, 0.028645833333333336, 0.013368983957219253, 0.0028129395218002813]"
254,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.8",0.0025906735751295338,0.0,0.0,0.9974093264248705,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22020725388601037, 0.090909090909090912, 0.052083333333333336, 0.029023746701846966, 0.014409221902017291, 0.0033557046979865771]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22020725388601037, 0.090791180285343706, 0.051948051948051945, 0.028758169934640521, 0.013642564802182809, 0.0029239766081871348]"
255,B1-REF,6,1,naive-bayes,"0.01:[9,9]:0.9",0.0025906735751295338,0.0,0.012953367875647668,0.9844559585492227,"[22, 279, 50, 15, 9, 6, 4, 1]","[0, 0.22077922077922077, 0.090909090909090912, 0.052356020942408377, 0.029490616621983913, 0.015384615384615385, 0.0037735849056603774]","[0, 0.22020725388601037, 0.090673575129533682, 0.05181347150259067, 0.028497409326424871, 0.012953367875647668, 0.0025906735751295338]","[0, 0.22049286640726329, 0.090791180285343706, 0.052083333333333336, 0.028985507246376815, 0.014064697609001408, 0.0030721966205837178]"
256,B1-REF,6,1,naive-bayes,"0.01:[9,9]:1.0",0.0,0.0,0.9041450777202072,0.09585492227979274,"[315, 51, 15, 1, 4, 0, 0, 0]","[0, 0.40000000000000002, 0.1388888888888889, 0.18181818181818182, 0.0, 0.0, 0.0]","[0, 0.05181347150259067, 0.012953367875647668, 0.010362694300518135, 0.0, 0.0, 0.0]","[0, 0.091743119266055037, 0.023696682464454978, 0.019607843137254902, 0.0, 0.0, 0.0]"
257,B1-REF,6,1,rdp,0.0,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
258,B1-REF,6,1,rdp,0.1,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
259,B1-REF,6,1,rdp,0.2,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
260,B1-REF,6,1,rdp,0.3,0.0,0.0,0.0051813471502590676,0.9948186528497409,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.007832898172323759, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0078023407022106634, 0.0]"
261,B1-REF,6,1,rdp,0.4,0.0,0.0,0.0051813471502590676,0.9948186528497409,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062337662337662338, 0.012987012987012988, 0.0079365079365079361, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062256809338521402, 0.012970168612191958, 0.0078534031413612562, 0.0]"
262,B1-REF,6,1,rdp,0.5,0.0,0.0,0.010362694300518135,0.9896373056994818,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11168831168831168, 0.062337662337662338, 0.012987012987012988, 0.0080862533692722376, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11154345006485084, 0.062256809338521402, 0.012970168612191958, 0.0079260237780713338, 0.0]"
263,B1-REF,6,1,rdp,0.6,0.0,0.0,0.010362694300518135,0.9896373056994818,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11168831168831168, 0.062337662337662338, 0.013020833333333334, 0.0083333333333333332, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11154345006485084, 0.062256809338521402, 0.012987012987012986, 0.0080428954423592495, 0.0]"
264,B1-REF,6,1,rdp,0.7,0.0,0.0,0.010362694300518135,0.9896373056994818,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11168831168831168, 0.062337662337662338, 0.013123359580052493, 0.0087209302325581394, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11154345006485084, 0.062256809338521402, 0.01303780964797914, 0.00821917808219178, 0.0]"
265,B1-REF,6,1,rdp,0.8,0.0,0.0,0.010362694300518135,0.9896373056994818,"[24, 263, 56, 19, 19, 3, 2, 0]","[0, 0.25647668393782386, 0.11168831168831168, 0.0625, 0.013262599469496022, 0.006024096385542169, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0051813471502590676, 0.0]","[0, 0.25647668393782386, 0.11154345006485084, 0.062337662337662338, 0.01310615989515072, 0.0055710306406685246, 0.0]"
266,B1-REF,6,1,rdp,0.9,0.0,0.0,0.012953367875647668,0.9870466321243523,"[24, 264, 55, 19, 19, 3, 2, 0]","[0, 0.25454545454545452, 0.11197916666666667, 0.062663185378590072, 0.013297872340425532, 0.0064724919093851136, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0051813471502590676, 0.0]","[0, 0.25421530479896243, 0.1116883116883117, 0.062418725617685307, 0.013123359580052493, 0.0057553956834532375, 0.0]"
267,B1-REF,6,1,rdp,1.0,0.0,0.0,0.02849740932642487,0.9715025906735751,"[25, 264, 55, 19, 20, 3, 0, 0]","[0, 0.25392670157068065, 0.11140583554376658, 0.063186813186813184, 0.0090909090909090905, 0.0, 0.0]","[0, 0.25129533678756477, 0.10880829015544041, 0.059585492227979271, 0.0077720207253886009, 0.0, 0.0]","[0, 0.25260416666666669, 0.11009174311926605, 0.061333333333333337, 0.0083798882681564244, 0.0, 0.0]"
268,B1-REF,6,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
269,B1-REF,6,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
270,B1-REF,6,1,sortmerna,0.51:0.8:3:0.8:1.0,0.0,0.0,0.0051813471502590676,0.9948186528497409,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.0625, 0.013054830287206266, 0.0085470085470085479, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062337662337662338, 0.013003901170351103, 0.0081411126187245584, 0.0]"
271,B1-REF,6,1,sortmerna,0.51:0.8:3:0.9:1.0,0.0,0.0,0.0051813471502590676,0.9948186528497409,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.0625, 0.013054830287206266, 0.0085470085470085479, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062337662337662338, 0.013003901170351103, 0.0081411126187245584, 0.0]"
272,B1-REF,6,1,sortmerna,0.51:0.8:5:0.8:1.0,0.0,0.0,0.0051813471502590676,0.9948186528497409,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11168831168831168, 0.0625, 0.013089005235602094, 0.0087976539589442824, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11154345006485084, 0.062337662337662338, 0.013020833333333334, 0.0082530949105914728, 0.0]"
273,B1-REF,6,1,sortmerna,0.51:0.8:5:0.9:1.0,0.0,0.0,0.0051813471502590676,0.9948186528497409,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11168831168831168, 0.0625, 0.013089005235602094, 0.0087976539589442824, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11154345006485084, 0.062337662337662338, 0.013020833333333334, 0.0082530949105914728, 0.0]"
274,B1-REF,6,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.0,0.0025906735751295338,0.9974093264248705,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.062337662337662338, 0.012987012987012988, 0.0077922077922077922, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062256809338521402, 0.012970168612191958, 0.0077821011673151752, 0.0]"
275,B1-REF,6,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.0,0.0025906735751295338,0.9974093264248705,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.062337662337662338, 0.012987012987012988, 0.0077922077922077922, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062256809338521402, 0.012970168612191958, 0.0077821011673151752, 0.0]"
276,B1-REF,6,1,sortmerna,0.51:0.9:3:0.8:1.0,0.0,0.0,0.007772020725388601,0.9922279792746114,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.0625, 0.013054830287206266, 0.0084507042253521118, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062337662337662338, 0.013003901170351103, 0.0080971659919028341, 0.0]"
277,B1-REF,6,1,sortmerna,0.51:0.9:3:0.9:1.0,0.0,0.0,0.007772020725388601,0.9922279792746114,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.0625, 0.013054830287206266, 0.0084507042253521118, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062337662337662338, 0.013003901170351103, 0.0080971659919028341, 0.0]"
278,B1-REF,6,1,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.0,0.007772020725388601,0.9922279792746114,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.0625, 0.013089005235602094, 0.008670520231213872, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062337662337662338, 0.013020833333333334, 0.0081967213114754085, 0.0]"
279,B1-REF,6,1,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.0,0.007772020725388601,0.9922279792746114,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.0625, 0.013089005235602094, 0.008670520231213872, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062337662337662338, 0.013020833333333334, 0.0081967213114754085, 0.0]"
280,B1-REF,6,1,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
281,B1-REF,6,1,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.0,0.0,1.0,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]"
282,B1-REF,6,1,sortmerna,0.76:0.8:3:0.8:1.0,0.0,0.0,0.012953367875647668,0.9870466321243523,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25714285714285712, 0.11197916666666667, 0.063157894736842107, 0.013404825737265416, 0.010344827586206896, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25680933852140075, 0.1116883116883117, 0.062663185378590072, 0.013175230566534914, 0.0088757396449704144, 0.0]"
283,B1-REF,6,1,sortmerna,0.76:0.8:3:0.9:1.0,0.0,0.0,0.012953367875647668,0.9870466321243523,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25714285714285712, 0.11197916666666667, 0.063157894736842107, 0.013404825737265416, 0.010344827586206896, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25680933852140075, 0.1116883116883117, 0.062663185378590072, 0.013175230566534914, 0.0088757396449704144, 0.0]"
284,B1-REF,6,1,sortmerna,0.76:0.8:5:0.8:1.0,0.0,0.0,0.010362694300518135,0.9896373056994818,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25714285714285712, 0.11197916666666667, 0.063324538258575203, 0.013333333333333334, 0.0099009900990099011, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25680933852140075, 0.1116883116883117, 0.062745098039215685, 0.013140604467805518, 0.0087082728592162532, 0.0]"
285,B1-REF,6,1,sortmerna,0.76:0.8:5:0.9:1.0,0.0,0.0,0.010362694300518135,0.9896373056994818,"[24, 263, 56, 19, 19, 2, 3, 0]","[0, 0.25714285714285712, 0.11197916666666667, 0.063324538258575203, 0.013333333333333334, 0.0099009900990099011, 0.0]","[0, 0.25647668393782386, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25680933852140075, 0.1116883116883117, 0.062745098039215685, 0.013140604467805518, 0.0087082728592162532, 0.0]"
286,B1-REF,6,1,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.0,0.0025906735751295338,0.9974093264248705,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.062337662337662338, 0.012987012987012988, 0.0077922077922077922, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062256809338521402, 0.012970168612191958, 0.0077821011673151752, 0.0]"
287,B1-REF,6,1,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.0,0.0025906735751295338,0.9974093264248705,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.062337662337662338, 0.012987012987012988, 0.0077922077922077922, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062256809338521402, 0.012970168612191958, 0.0077821011673151752, 0.0]"
288,B1-REF,6,1,sortmerna,0.76:0.9:3:0.8:1.0,0.0,0.0,0.012953367875647668,0.9870466321243523,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.062827225130890049, 0.013297872340425532, 0.010067114093959731, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062499999999999986, 0.013123359580052493, 0.008771929824561403, 0.0]"
289,B1-REF,6,1,sortmerna,0.76:0.9:3:0.9:1.0,0.0,0.0,0.012953367875647668,0.9870466321243523,"[25, 263, 55, 19, 19, 2, 3, 0]","[0, 0.25454545454545452, 0.11168831168831168, 0.062827225130890049, 0.013297872340425532, 0.010067114093959731, 0.0]","[0, 0.25388601036269431, 0.11139896373056994, 0.062176165803108807, 0.012953367875647668, 0.0077720207253886009, 0.0]","[0, 0.25421530479896243, 0.11154345006485084, 0.062499999999999986, 0.013123359580052493, 0.008771929824561403, 0.0]"
