	Dataset	Level	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Taxon Accuracy Rate	Taxon Detection Rate
1265	mock-26-ITS9	3	Mock.32	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.2222222222222222
1266	mock-26-ITS9	3	Mock.33	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.3333333333333333
1267	mock-26-ITS9	3	Mock.34	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.2222222222222222
1268	mock-26-ITS9	3	Mock.35	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.4444444444444444
1269	mock-26-ITS9	3	Mock.36	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.1111111111111111
1270	mock-26-ITS9	3	Mock.37	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.3333333333333333
1271	mock-26-ITS9	3	Mock.38	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6666666666666666	0.4444444444444444
1272	mock-26-ITS9	3	Mock.39	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5714285714285714	0.4444444444444444
1273	mock-26-ITS9	3	Mock.4	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.7777777777777778	0.7777777777777778
1274	mock-26-ITS9	3	Mock.40	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5714285714285714	0.4444444444444444
1275	mock-26-ITS9	3	Mock.5	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.75	0.6666666666666666
1276	mock-26-ITS9	3	Mock.6	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.8571428571428571	0.6666666666666666
1277	mock-26-ITS9	3	Mock.7	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6363636363636364	0.7777777777777778
1278	mock-26-ITS9	3	Mock.8	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.75	0.6666666666666666
1279	mock-26-ITS9	3	Mock.9	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6666666666666666	0.6666666666666666
1280	mock-26-ITS9	4	Mock.1	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.5454545454545454
1281	mock-26-ITS9	4	Mock.10	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6666666666666666	0.5454545454545454
1282	mock-26-ITS9	4	Mock.11	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.5454545454545454
1283	mock-26-ITS9	4	Mock.12	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5714285714285714	0.3636363636363637
1284	mock-26-ITS9	4	Mock.13	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1285	mock-26-ITS9	4	Mock.14	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1286	mock-26-ITS9	4	Mock.15	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.7142857142857143	0.4545454545454545
1287	mock-26-ITS9	4	Mock.16	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1288	mock-26-ITS9	4	Mock.17	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1289	mock-26-ITS9	4	Mock.18	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.4545454545454545
1290	mock-26-ITS9	4	Mock.19	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5454545454545454	0.5454545454545454
1291	mock-26-ITS9	4	Mock.2	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.5454545454545454
1292	mock-26-ITS9	4	Mock.20	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1293	mock-26-ITS9	4	Mock.21	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4444444444444444	0.3636363636363637
1294	mock-26-ITS9	4	Mock.22	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4	0.18181818181818185
1295	mock-26-ITS9	4	Mock.23	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.3636363636363637
1296	mock-26-ITS9	4	Mock.24	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1297	mock-26-ITS9	4	Mock.25	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4	0.18181818181818185
1298	mock-26-ITS9	4	Mock.26	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1299	mock-26-ITS9	4	Mock.27	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.18181818181818185
1300	mock-26-ITS9	4	Mock.28	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1301	mock-26-ITS9	4	Mock.29	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1302	mock-26-ITS9	4	Mock.3	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1303	mock-26-ITS9	4	Mock.30	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.18181818181818185
1304	mock-26-ITS9	4	Mock.31	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.2727272727272727
1305	mock-26-ITS9	4	Mock.32	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.18181818181818185
1306	mock-26-ITS9	4	Mock.33	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2857142857142857	0.18181818181818185
1307	mock-26-ITS9	4	Mock.34	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.09090909090909093
1308	mock-26-ITS9	4	Mock.35	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1309	mock-26-ITS9	4	Mock.36	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.09090909090909093
1310	mock-26-ITS9	4	Mock.37	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.2727272727272727
1311	mock-26-ITS9	4	Mock.38	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.2727272727272727
1312	mock-26-ITS9	4	Mock.39	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1313	mock-26-ITS9	4	Mock.4	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.7	0.6363636363636364
1314	mock-26-ITS9	4	Mock.40	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1315	mock-26-ITS9	4	Mock.5	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6666666666666666	0.5454545454545454
1316	mock-26-ITS9	4	Mock.6	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.75	0.5454545454545454
1317	mock-26-ITS9	4	Mock.7	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5833333333333334	0.6363636363636364
1318	mock-26-ITS9	4	Mock.8	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1319	mock-26-ITS9	4	Mock.9	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5555555555555556	0.4545454545454545
1320	mock-26-ITS9	5	Mock.1	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.5454545454545454
1321	mock-26-ITS9	5	Mock.10	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6666666666666666	0.5454545454545454
1322	mock-26-ITS9	5	Mock.11	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.5454545454545454
1323	mock-26-ITS9	5	Mock.12	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5714285714285714	0.3636363636363637
1324	mock-26-ITS9	5	Mock.13	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1325	mock-26-ITS9	5	Mock.14	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1326	mock-26-ITS9	5	Mock.15	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.7142857142857143	0.4545454545454545
1327	mock-26-ITS9	5	Mock.16	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1328	mock-26-ITS9	5	Mock.17	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1329	mock-26-ITS9	5	Mock.18	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.4545454545454545
1330	mock-26-ITS9	5	Mock.19	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5454545454545454	0.5454545454545454
1331	mock-26-ITS9	5	Mock.2	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.5454545454545454
1332	mock-26-ITS9	5	Mock.20	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1333	mock-26-ITS9	5	Mock.21	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4444444444444444	0.3636363636363637
1334	mock-26-ITS9	5	Mock.22	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4	0.18181818181818185
1335	mock-26-ITS9	5	Mock.23	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.3636363636363637
1336	mock-26-ITS9	5	Mock.24	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1337	mock-26-ITS9	5	Mock.25	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4	0.18181818181818185
1338	mock-26-ITS9	5	Mock.26	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1339	mock-26-ITS9	5	Mock.27	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.18181818181818185
1340	mock-26-ITS9	5	Mock.28	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1341	mock-26-ITS9	5	Mock.29	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1342	mock-26-ITS9	5	Mock.3	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1343	mock-26-ITS9	5	Mock.30	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.18181818181818185
1344	mock-26-ITS9	5	Mock.31	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.2727272727272727
1345	mock-26-ITS9	5	Mock.32	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.18181818181818185
1346	mock-26-ITS9	5	Mock.33	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2857142857142857	0.18181818181818185
1347	mock-26-ITS9	5	Mock.34	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.09090909090909093
1348	mock-26-ITS9	5	Mock.35	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1349	mock-26-ITS9	5	Mock.36	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.09090909090909093
1350	mock-26-ITS9	5	Mock.37	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6	0.2727272727272727
1351	mock-26-ITS9	5	Mock.38	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5	0.2727272727272727
1352	mock-26-ITS9	5	Mock.39	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1353	mock-26-ITS9	5	Mock.4	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.7	0.6363636363636364
1354	mock-26-ITS9	5	Mock.40	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.42857142857142855	0.2727272727272727
1355	mock-26-ITS9	5	Mock.5	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.6666666666666666	0.5454545454545454
1356	mock-26-ITS9	5	Mock.6	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.75	0.5454545454545454
1357	mock-26-ITS9	5	Mock.7	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5833333333333334	0.6363636363636364
1358	mock-26-ITS9	5	Mock.8	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.625	0.4545454545454545
1359	mock-26-ITS9	5	Mock.9	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.5555555555555556	0.4545454545454545
1360	mock-26-ITS9	6	Mock.1	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2727272727272727	0.2727272727272727
1361	mock-26-ITS9	6	Mock.10	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3	0.2727272727272727
1362	mock-26-ITS9	6	Mock.11	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2727272727272727	0.2727272727272727
1363	mock-26-ITS9	6	Mock.12	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1364	mock-26-ITS9	6	Mock.13	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1365	mock-26-ITS9	6	Mock.14	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1366	mock-26-ITS9	6	Mock.15	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.375	0.2727272727272727
1367	mock-26-ITS9	6	Mock.16	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1368	mock-26-ITS9	6	Mock.17	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1369	mock-26-ITS9	6	Mock.18	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2727272727272727	0.2727272727272727
1370	mock-26-ITS9	6	Mock.19	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.2727272727272727
1371	mock-26-ITS9	6	Mock.2	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2727272727272727	0.2727272727272727
1372	mock-26-ITS9	6	Mock.20	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1373	mock-26-ITS9	6	Mock.21	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.1111111111111111	0.09090909090909093
1374	mock-26-ITS9	6	Mock.22	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2	0.09090909090909093
1375	mock-26-ITS9	6	Mock.23	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.18181818181818185
1376	mock-26-ITS9	6	Mock.24	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.18181818181818185
1377	mock-26-ITS9	6	Mock.25	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.4	0.18181818181818185
1378	mock-26-ITS9	6	Mock.26	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2222222222222222	0.18181818181818185
1379	mock-26-ITS9	6	Mock.27	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.125	0.09090909090909093
1380	mock-26-ITS9	6	Mock.28	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2857142857142857	0.18181818181818185
1381	mock-26-ITS9	6	Mock.29	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2222222222222222	0.18181818181818185
1382	mock-26-ITS9	6	Mock.3	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1383	mock-26-ITS9	6	Mock.30	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.09090909090909093
1384	mock-26-ITS9	6	Mock.31	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.16666666666666666	0.09090909090909093
1385	mock-26-ITS9	6	Mock.32	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.09090909090909093
1386	mock-26-ITS9	6	Mock.33	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.14285714285714285	0.09090909090909093
1387	mock-26-ITS9	6	Mock.34	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.09090909090909093
1388	mock-26-ITS9	6	Mock.35	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2222222222222222	0.18181818181818185
1389	mock-26-ITS9	6	Mock.36	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.09090909090909093
1390	mock-26-ITS9	6	Mock.37	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.18181818181818185
1391	mock-26-ITS9	6	Mock.38	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2857142857142857	0.18181818181818185
1392	mock-26-ITS9	6	Mock.39	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.14285714285714285	0.09090909090909093
1393	mock-26-ITS9	6	Mock.4	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2727272727272727	0.2727272727272727
1394	mock-26-ITS9	6	Mock.40	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.25	0.18181818181818185
1395	mock-26-ITS9	6	Mock.5	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3	0.2727272727272727
1396	mock-26-ITS9	6	Mock.6	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1397	mock-26-ITS9	6	Mock.7	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.2307692307692308	0.2727272727272727
1398	mock-26-ITS9	6	Mock.8	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3333333333333333	0.2727272727272727
1399	mock-26-ITS9	6	Mock.9	unite_20.11.2016_clean_read	naive-bayes	False:0.2	-1.0	-1.0	-1.0	0.3	0.2727272727272727
1400	mock-26-ITS9	2	Mock.1	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1401	mock-26-ITS9	2	Mock.10	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.8571428571428571	0.75
1402	mock-26-ITS9	2	Mock.11	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.8888888888888888	1.0
1403	mock-26-ITS9	2	Mock.12	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.8571428571428571	0.75
1404	mock-26-ITS9	2	Mock.13	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1405	mock-26-ITS9	2	Mock.14	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1406	mock-26-ITS9	2	Mock.15	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	1.0	0.75
1407	mock-26-ITS9	2	Mock.16	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1408	mock-26-ITS9	2	Mock.17	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1409	mock-26-ITS9	2	Mock.18	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7777777777777778	0.875
1410	mock-26-ITS9	2	Mock.19	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1411	mock-26-ITS9	2	Mock.2	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1412	mock-26-ITS9	2	Mock.20	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1413	mock-26-ITS9	2	Mock.21	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.75	0.75
1414	mock-26-ITS9	2	Mock.22	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6	0.375
1415	mock-26-ITS9	2	Mock.23	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.75	0.75
1416	mock-26-ITS9	2	Mock.24	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6666666666666666	0.5
1417	mock-26-ITS9	2	Mock.25	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6	0.375
1418	mock-26-ITS9	2	Mock.26	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7142857142857143	0.625
1419	mock-26-ITS9	2	Mock.27	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6666666666666666	0.5
1420	mock-26-ITS9	2	Mock.28	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7142857142857143	0.625
1421	mock-26-ITS9	2	Mock.29	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7142857142857143	0.625
1422	mock-26-ITS9	2	Mock.3	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1423	mock-26-ITS9	2	Mock.30	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.75	0.375
1424	mock-26-ITS9	2	Mock.31	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.8333333333333334	0.625
1425	mock-26-ITS9	2	Mock.32	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.75	0.375
1426	mock-26-ITS9	2	Mock.33	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6666666666666666	0.5
1427	mock-26-ITS9	2	Mock.34	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6666666666666666	0.25
1428	mock-26-ITS9	2	Mock.35	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7142857142857143	0.625
1429	mock-26-ITS9	2	Mock.36	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6666666666666666	0.25
1430	mock-26-ITS9	2	Mock.37	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.8	0.5
1431	mock-26-ITS9	2	Mock.38	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.8333333333333334	0.625
1432	mock-26-ITS9	2	Mock.39	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7142857142857143	0.625
1433	mock-26-ITS9	2	Mock.4	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1434	mock-26-ITS9	2	Mock.40	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7142857142857143	0.625
1435	mock-26-ITS9	2	Mock.5	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1436	mock-26-ITS9	2	Mock.6	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	1.0	0.875
1437	mock-26-ITS9	2	Mock.7	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7777777777777778	0.875
1438	mock-26-ITS9	2	Mock.8	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1439	mock-26-ITS9	2	Mock.9	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.875	0.875
1440	mock-26-ITS9	3	Mock.1	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.6666666666666666	0.6666666666666666
1441	mock-26-ITS9	3	Mock.10	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.75	0.6666666666666666
1442	mock-26-ITS9	3	Mock.11	unite_20.11.2016_clean_read	naive-bayes	False:0.3	-1.0	-1.0	-1.0	0.7	0.7777777777777778
