	Dataset	Level	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Pearson r	Pearson p	Spearman r	Spearman p	best N alignments	confidence	coverage	e value	max accepts	min consensus fraction	similarity
11581	mock-9	2	Mock.2	unite_20.11.2016_fullITS	rdp	0.6	0.6	1.0	0.7499999999999999	0.6632169500662087	0.2223826314817223	0.5797509043642028	0.3055749188472382		[0.0, '.', 6.0]					
11582	mock-9	2	Mock.3	unite_20.11.2016_fullITS	rdp	0.6	0.6	1.0	0.7499999999999999	0.5669049283534303	0.3189756142948497	0.5797509043642028	0.3055749188472382		[0.0, '.', 6.0]					
11583	mock-9	3	Mock.1	unite_20.11.2016_fullITS	rdp	0.6	0.6666666666666666	1.0	0.8	0.41522534027201913	0.41295692254966826	0.49377071987869414	0.31953692222431385		[0.0, '.', 6.0]					
11584	mock-9	3	Mock.2	unite_20.11.2016_fullITS	rdp	0.6	0.6666666666666666	1.0	0.8	0.42465855758117166	0.40130254087460276	0.49377071987869414	0.31953692222431385		[0.0, '.', 6.0]					
11585	mock-9	3	Mock.3	unite_20.11.2016_fullITS	rdp	0.6	0.6666666666666666	1.0	0.8	0.34075138710144637	0.5086554980204447	0.49377071987869414	0.31953692222431385		[0.0, '.', 6.0]					
11586	mock-9	4	Mock.1	unite_20.11.2016_fullITS	rdp	0.6	0.7777777777777778	1.0	0.8750000000000001	0.14894442309766737	0.7021265287558245	0.504608392349582	0.16593245454722735		[0.0, '.', 6.0]					
11587	mock-9	4	Mock.2	unite_20.11.2016_fullITS	rdp	0.6	0.7777777777777778	1.0	0.8750000000000001	0.20071173803868636	0.6045924926040529	0.504608392349582	0.16593245454722735		[0.0, '.', 6.0]					
11588	mock-9	4	Mock.3	unite_20.11.2016_fullITS	rdp	0.6	0.7777777777777778	1.0	0.8750000000000001	0.09420827694433023	0.8094942478813445	0.4403855060505443	0.23549129017159348		[0.0, '.', 6.0]					
11589	mock-9	5	Mock.1	unite_20.11.2016_fullITS	rdp	0.6	0.46153846153846156	0.6666666666666666	0.5454545454545455	0.06086289798339464	0.8228274380151104	0.06132479156783496	0.8215029343949544		[0.0, '.', 6.0]					
11590	mock-9	5	Mock.2	unite_20.11.2016_fullITS	rdp	0.6	0.46153846153846156	0.6666666666666666	0.5454545454545455	0.11252587955505923	0.6782046992265842	0.08391813582966891	0.7573300562718104		[0.0, '.', 6.0]					
11591	mock-9	5	Mock.3	unite_20.11.2016_fullITS	rdp	0.6	0.46153846153846156	0.6666666666666666	0.5454545454545455	0.00289637479882589	0.991506183993127	0.05164192974133471	0.8493585454250546		[0.0, '.', 6.0]					
11592	mock-9	6	Mock.1	unite_20.11.2016_fullITS	rdp	0.6	0.25	0.3333333333333333	0.28571428571428575	-0.05026669751782098	0.8155621683258587	-0.4102856270161205	0.04644269356894227		[0.0, '.', 6.0]					
11593	mock-9	6	Mock.2	unite_20.11.2016_fullITS	rdp	0.6	0.25	0.3333333333333333	0.28571428571428575	-0.027813558176574507	0.897350819298776	-0.3821263485815402	0.06536707829271657		[0.0, '.', 6.0]					
11594	mock-9	6	Mock.3	unite_20.11.2016_fullITS	rdp	0.6	0.25	0.3333333333333333	0.28571428571428575	-0.06889483613588919	0.7490616326861692	-0.421154120447011	0.040409957039870256		[0.0, '.', 6.0]					
11745	mock-9	2	Mock.1	unite_20.11.2016_trim100	rdp	0.6	0.6	1.0	0.7499999999999999	0.7816813784140527	0.11836141417522272	0.7378647873726218	0.15461852312844906		[0.0, '.', 6.0]					
11746	mock-9	2	Mock.2	unite_20.11.2016_trim100	rdp	0.6	0.6	1.0	0.7499999999999999	0.7642770326559837	0.1324192549045963	0.7378647873726218	0.15461852312844906		[0.0, '.', 6.0]					
11747	mock-9	2	Mock.3	unite_20.11.2016_trim100	rdp	0.6	0.6	1.0	0.7499999999999999	0.7194396269957173	0.17068462172278592	0.5797509043642028	0.3055749188472382		[0.0, '.', 6.0]					
11748	mock-9	3	Mock.1	unite_20.11.2016_trim100	rdp	0.6	0.5	0.75	0.6	0.4981691900136856	0.2551924449436085	0.3857583749052298	0.39273490937224353		[0.0, '.', 6.0]					
11749	mock-9	3	Mock.2	unite_20.11.2016_trim100	rdp	0.6	0.5	0.75	0.6	0.5149929793609658	0.23688736624593884	0.3857583749052298	0.39273490937224353		[0.0, '.', 6.0]					
11750	mock-9	3	Mock.3	unite_20.11.2016_trim100	rdp	0.6	0.5	0.75	0.6	0.45420988763886044	0.30592400418391813	0.3857583749052298	0.39273490937224353		[0.0, '.', 6.0]					
11751	mock-9	4	Mock.1	unite_20.11.2016_trim100	rdp	0.6	0.625	0.7142857142857143	0.6666666666666666	-0.1154899449409572	0.7507084821929987	0.11179372855547351	0.7584846994539067		[0.0, '.', 6.0]					
11752	mock-9	4	Mock.2	unite_20.11.2016_trim100	rdp	0.6	0.625	0.7142857142857143	0.6666666666666666	-0.12182473682565328	0.7374283667006778	0.11179372855547351	0.7584846994539067		[0.0, '.', 6.0]					
11753	mock-9	4	Mock.3	unite_20.11.2016_trim100	rdp	0.6	0.625	0.7142857142857143	0.6666666666666666	-0.08270895184103615	0.8203067682771112	0.11179372855547351	0.7584846994539067		[0.0, '.', 6.0]					
11754	mock-9	5	Mock.1	unite_20.11.2016_trim100	rdp	0.6	0.4	0.4444444444444444	0.4210526315789474	-0.21464632762709357	0.4423554518667481	-0.25235994244573007	0.36419253329834766		[0.0, '.', 6.0]					
11755	mock-9	5	Mock.2	unite_20.11.2016_trim100	rdp	0.6	0.4	0.4444444444444444	0.4210526315789474	-0.18835853445810052	0.50140598957873	-0.22652782235286006	0.4168711186321399		[0.0, '.', 6.0]					
11756	mock-9	5	Mock.3	unite_20.11.2016_trim100	rdp	0.6	0.4	0.4444444444444444	0.4210526315789474	-0.22612315561808374	0.4177263189040812	-0.23646325315781008	0.3961611033086839		[0.0, '.', 6.0]					
11757	mock-9	6	Mock.1	unite_20.11.2016_trim100	rdp	0.6	0.09090909090909091	0.08333333333333333	0.08695652173913043	-0.3211506217199726	0.14502419559384291	-0.7571963948446516	4.50652047811369e-05		[0.0, '.', 6.0]					
11758	mock-9	6	Mock.2	unite_20.11.2016_trim100	rdp	0.6	0.09090909090909091	0.08333333333333333	0.08695652173913043	-0.31411814535189697	0.15454030998089294	-0.7571963948446516	4.50652047811369e-05		[0.0, '.', 6.0]					
11759	mock-9	6	Mock.3	unite_20.11.2016_trim100	rdp	0.6	0.09090909090909091	0.08333333333333333	0.08695652173913043	-0.2909825060607716	0.1889114554729627	-0.7571963948446516	4.50652047811369e-05		[0.0, '.', 6.0]					
11910	mock-9	2	Mock.1	unite_20.11.2016_trim150	rdp	0.6	0.6	1.0	0.7499999999999999	0.8328919621695521	0.0799158089553208	0.7905694150420948	0.11136715471408384		[0.0, '.', 6.0]					
11911	mock-9	2	Mock.2	unite_20.11.2016_trim150	rdp	0.6	0.6	1.0	0.7499999999999999	0.855607658848332	0.06441882944856361	0.9486832980505138	0.013846832988859059		[0.0, '.', 6.0]					
11912	mock-9	2	Mock.3	unite_20.11.2016_trim150	rdp	0.6	0.6	1.0	0.7499999999999999	0.7438030542695361	0.1495400349441933	0.7905694150420948	0.11136715471408384		[0.0, '.', 6.0]					
11913	mock-9	3	Mock.1	unite_20.11.2016_trim150	rdp	0.6	0.6666666666666666	1.0	0.8	0.5384513506598342	0.27037953556675665	0.802377419802878	0.05472298257508565		[0.0, '.', 6.0]					
11914	mock-9	3	Mock.2	unite_20.11.2016_trim150	rdp	0.6	0.6666666666666666	1.0	0.8	0.5674731385207418	0.24016077740966865	0.6480740698407861	0.16398444990538583		[0.0, '.', 6.0]					
11915	mock-9	3	Mock.3	unite_20.11.2016_trim150	rdp	0.6	0.6666666666666666	1.0	0.8	0.44363248572680747	0.3782068778987786	0.802377419802878	0.05472298257508565		[0.0, '.', 6.0]					
11916	mock-9	4	Mock.1	unite_20.11.2016_trim150	rdp	0.6	0.6666666666666666	0.8571428571428571	0.75	0.03953390420038687	0.9136546206583505	0.2425773211083368	0.4994998543140159		[0.0, '.', 6.0]					
11917	mock-9	4	Mock.2	unite_20.11.2016_trim150	rdp	0.6	0.6	0.8571428571428571	0.7058823529411764	0.1867005569505553	0.5825424908036114	0.36194583115294376	0.27403932747845083		[0.0, '.', 6.0]					
11918	mock-9	4	Mock.3	unite_20.11.2016_trim150	rdp	0.6	0.6666666666666666	0.8571428571428571	0.75	-0.039128125785506354	0.9145381479249648	0.2425773211083368	0.4994998543140159		[0.0, '.', 6.0]					
11919	mock-9	5	Mock.1	unite_20.11.2016_trim150	rdp	0.6	0.4166666666666667	0.5555555555555556	0.4761904761904762	0.05099419628891633	0.8512282808683458	-0.05511468731309604	0.8393472050125711		[0.0, '.', 6.0]					
11920	mock-9	5	Mock.2	unite_20.11.2016_trim150	rdp	0.6	0.38461538461538464	0.5555555555555556	0.4545454545454546	0.11402052692582947	0.6630284989358641	0.03251399786198524	0.9014108789533631		[0.0, '.', 6.0]					
11921	mock-9	5	Mock.3	unite_20.11.2016_trim150	rdp	0.6	0.4166666666666667	0.5555555555555556	0.4761904761904762	0.022025700412729807	0.9354696789619804	-0.06159876817346027	0.8207175056600033		[0.0, '.', 6.0]					
11922	mock-9	6	Mock.1	unite_20.11.2016_trim150	rdp	0.6	0.15384615384615385	0.16666666666666666	0.16	-0.18975088756470182	0.3858419373699564	-0.6321835134914414	0.0012106103220381763		[0.0, '.', 6.0]					
11923	mock-9	6	Mock.2	unite_20.11.2016_trim150	rdp	0.6	0.14285714285714285	0.16666666666666666	0.15384615384615383	-0.15766438046547654	0.46186318373891366	-0.6072393839296973	0.0016507691579187064		[0.0, '.', 6.0]					
11924	mock-9	6	Mock.3	unite_20.11.2016_trim150	rdp	0.6	0.15384615384615385	0.16666666666666666	0.16	-0.16777942022385603	0.44414140104015376	-0.6127052720245552	0.0018827132141878236		[0.0, '.', 6.0]					
35	mock-1	2	MockHiSeq.even	gg_13_8_otus	rdp	0.7	0.6666666666666666	1.0	0.8	0.6907012373015587	0.012886160650296144	0.6357781588836615	0.026277977796064667		[0.0, '.', 7.0]					
36	mock-1	3	MockHiSeq.even	gg_13_8_otus	rdp	0.7	0.5333333333333333	1.0	0.6956521739130436	0.7097917131932511	0.0030337604562846007	0.7289614345931241	0.0020481261728295093		[0.0, '.', 7.0]					
37	mock-1	4	MockHiSeq.even	gg_13_8_otus	rdp	0.7	0.5217391304347826	0.9230769230769231	0.6666666666666667	0.5043418303826414	0.011966533674890784	0.676291038271362	0.00028559849060274975		[0.0, '.', 7.0]					
38	mock-1	5	MockHiSeq.even	gg_13_8_otus	rdp	0.7	0.5454545454545454	0.72	0.6206896551724138	0.29961088153704196	0.06035077278370595	0.2783839014694717	0.08196563736629366		[0.0, '.', 7.0]					
39	mock-1	6	MockHiSeq.even	gg_13_8_otus	rdp	0.7	0.3488372093023256	0.42857142857142855	0.38461538461538464	-0.06730716080777481	0.6001874267232166	-0.339674871049429	0.006457681694393726		[0.0, '.', 7.0]					
430	mock-10	2	Mock.1	unite_20.11.2016	rdp	0.7	0.6	1.0	0.7499999999999999	-0.17710674109973187	0.7756851684657459	-0.21081851067789192	0.7335793204938506		[0.0, '.', 7.0]					
431	mock-10	2	Mock.2	unite_20.11.2016	rdp	0.7	0.6	1.0	0.7499999999999999	0.47434176188291755	0.41953100167849205	0.5270462766947299	0.3614548502018728		[0.0, '.', 7.0]					
432	mock-10	2	Mock.3	unite_20.11.2016	rdp	0.7	0.6	1.0	0.7499999999999999	0.5253030616544755	0.36334228620725867	0.5270462766947299	0.3614548502018728		[0.0, '.', 7.0]					
433	mock-10	3	Mock.1	unite_20.11.2016	rdp	0.7	0.6666666666666666	1.0	0.8	-0.05792558028316915	0.9132088105349796	-0.09258200997725516	0.8615237650768769		[0.0, '.', 7.0]					
434	mock-10	3	Mock.2	unite_20.11.2016	rdp	0.7	0.6666666666666666	1.0	0.8	0.26860146493386816	0.606787163561652	0.18516401995451032	0.7254282104103118		[0.0, '.', 7.0]					
435	mock-10	3	Mock.3	unite_20.11.2016	rdp	0.7	0.6666666666666666	1.0	0.8	0.2875250158964974	0.5805974139429277	0.18516401995451032	0.7254282104103118		[0.0, '.', 7.0]					
436	mock-10	4	Mock.1	unite_20.11.2016	rdp	0.7	0.6	0.8571428571428571	0.7058823529411764	-0.07034248235230525	0.8371698790823137	-0.0978231976089037	0.7747716156591725		[0.0, '.', 7.0]					
437	mock-10	4	Mock.2	unite_20.11.2016	rdp	0.7	0.6	0.8571428571428571	0.7058823529411764	0.15420403965292773	0.6507645007219522	0.22988451438092372	0.49649613398199954		[0.0, '.', 7.0]					
438	mock-10	4	Mock.3	unite_20.11.2016	rdp	0.7	0.6	0.8571428571428571	0.7058823529411764	0.10936850130910616	0.7488888918238666	0.1956463952178074	0.5642597643540179		[0.0, '.', 7.0]					
439	mock-10	5	Mock.1	unite_20.11.2016	rdp	0.7	0.38461538461538464	0.5555555555555556	0.4545454545454546	-0.08325122741438258	0.7507429426598	-0.22217898539023245	0.3914017341341386		[0.0, '.', 7.0]					
440	mock-10	5	Mock.2	unite_20.11.2016	rdp	0.7	0.38461538461538464	0.5555555555555556	0.4545454545454546	0.028522448885833752	0.9134684589665868	-0.04877099679297786	0.8525383018688566		[0.0, '.', 7.0]					
441	mock-10	5	Mock.3	unite_20.11.2016	rdp	0.7	0.38461538461538464	0.5555555555555556	0.4545454545454546	-0.017555624220804134	0.9466813551786042	-0.07993024474404704	0.7604070527381648		[0.0, '.', 7.0]					
442	mock-10	6	Mock.1	unite_20.11.2016	rdp	0.7	0.14285714285714285	0.16666666666666666	0.15384615384615383	-0.26650018354247695	0.20810343425429081	-0.6600865744084528	0.0004483522738649636		[0.0, '.', 7.0]					
443	mock-10	6	Mock.2	unite_20.11.2016	rdp	0.7	0.14285714285714285	0.16666666666666666	0.15384615384615383	-0.18428806782903456	0.3886623974690002	-0.6072393839296973	0.0016507691579187064		[0.0, '.', 7.0]					
444	mock-10	6	Mock.3	unite_20.11.2016	rdp	0.7	0.14285714285714285	0.16666666666666666	0.15384615384615383	-0.2123810530313247	0.31908790218306576	-0.6072393839296973	0.0016507691579187064		[0.0, '.', 7.0]					
1335	mock-12	2	Extreme.1	gg_13_8_otus	rdp	0.7	0.25	1.0	0.4	0.7020176278539387	0.010925120566189595	0.7618527288259722	0.003979733967020674		[0.0, '.', 7.0]					
1336	mock-12	3	Extreme.1	gg_13_8_otus	rdp	0.7	0.23076923076923078	1.0	0.375	0.7046563700732884	0.007156847736109263	0.7393938711561631	0.003872186952042605		[0.0, '.', 7.0]					
1337	mock-12	4	Extreme.1	gg_13_8_otus	rdp	0.7	0.36363636363636365	0.8888888888888888	0.5161290322580644	0.4465927603213014	0.03265758617721636	0.31374262591505336	0.1448807002522331		[0.0, '.', 7.0]					
1338	mock-12	5	Extreme.1	gg_13_8_otus	rdp	0.7	0.3333333333333333	0.7142857142857143	0.4545454545454545	0.4090644316049729	0.016297625351116	0.08448474644659644	0.634750609134554		[0.0, '.', 7.0]					
1339	mock-12	6	Extreme.1	gg_13_8_otus	rdp	0.7	0.2894736842105263	0.5238095238095238	0.3728813559322034	0.09601252085753957	0.5162335057027796	-0.28083327281005555	0.05317577639568524		[0.0, '.', 7.0]					
1660	mock-13	2	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.47368421052631576	0.9	0.6206896551724138	0.6496873742760951	0.0019327020776567102	0.7082759736433606	0.00047454783513399437		[0.0, '.', 7.0]					
1661	mock-13	3	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.4074074074074074	0.9166666666666666	0.5641025641025641	0.7150347661403095	1.9054155972421218e-05	0.7185304511953086	1.6593507333411503e-05		[0.0, '.', 7.0]					
1662	mock-13	4	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.38636363636363635	0.9444444444444444	0.5483870967741935	0.7044965239367759	6.635866743642988e-08	0.7242262272847757	1.875456662516531e-08		[0.0, '.', 7.0]					
1663	mock-13	5	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.32075471698113206	0.9444444444444444	0.4788732394366197	0.7280879947246761	4.4121373079966635e-10	0.705197260979005	2.628489302108391e-09		[0.0, '.', 7.0]					
1664	mock-13	6	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.13846153846153847	0.45	0.21176470588235297	-0.05599035002694332	0.6309429324641445	-0.20114840554538557	0.08144452269075728		[0.0, '.', 7.0]					
1985	mock-14	2	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.4090909090909091	0.9	0.5625000000000001	0.663522414341691	0.0005573277968082923	0.7047938058019102	0.00017336674700757512		[0.0, '.', 7.0]					
1986	mock-14	3	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.3333333333333333	0.9166666666666666	0.4888888888888888	0.6987652625670866	4.302514182866323e-06	0.6967426832853895	4.710522684483234e-06		[0.0, '.', 7.0]					
1987	mock-14	4	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.30357142857142855	0.9444444444444444	0.45945945945945943	0.7205011953949808	2.6382099674809285e-10	0.703957215856081	1.0049685360393498e-09		[0.0, '.', 7.0]					
1988	mock-14	5	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.2537313432835821	0.9444444444444444	0.39999999999999997	0.7322005627567181	1.2941540420939788e-12	0.6641264175360932	6.659877375666935e-10		[0.0, '.', 7.0]					
1989	mock-14	6	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.10227272727272728	0.45	0.16666666666666669	0.0087307044646732	0.9316510240991388	-0.15992112308202297	0.11383662447829673		[0.0, '.', 7.0]					
2310	mock-15	2	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.42857142857142855	0.9	0.5806451612903225	0.5854774134564154	0.004200661296274905	0.7029825676770246	0.0002633673937392803		[0.0, '.', 7.0]					
2311	mock-15	3	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.34375	0.9166666666666666	0.5	0.6629448718449075	2.6228302020544045e-05	0.6946377698194507	7.297185274640027e-06		[0.0, '.', 7.0]					
2312	mock-15	4	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.2982456140350877	0.9444444444444444	0.45333333333333325	0.7206415491416923	1.7921213000901135e-10	0.7043786796964313	6.842978516375442e-10		[0.0, '.', 7.0]					
2313	mock-15	5	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.25	0.9444444444444444	0.3953488372093023	0.7338123505012927	7.359031532382612e-13	0.6706104321361551	2.9041186953294207e-10		[0.0, '.', 7.0]					
2314	mock-15	6	mock.1	gg_13_8_otus_full16S	rdp	0.7	0.09523809523809523	0.4	0.15384615384615385	-0.0300817384427355	0.7710937342182331	-0.2567874733023968	0.011552201229721226		[0.0, '.', 7.0]					
2635	mock-16	2	mock.1	gg_13_8_otus	rdp	0.7	0.8571428571428571	0.9230769230769231	0.888888888888889	0.2912979394017824	0.11833538959364069	0.35891364563742256	0.051442125143956505		[0.0, '.', 7.0]					
2636	mock-16	3	mock.1	gg_13_8_otus	rdp	0.7	0.7317073170731707	0.8571428571428571	0.7894736842105263	0.4245684601937636	0.0032732346957098325	0.37357016189876924	0.010549619563747075		[0.0, '.', 7.0]					
2637	mock-16	4	mock.1	gg_13_8_otus	rdp	0.7	0.6226415094339622	0.8048780487804879	0.7021276595744681	0.4112636970450163	0.0009925727388724746	0.30382067704164595	0.01729421012896408		[0.0, '.', 7.0]					
2638	mock-16	5	mock.1	gg_13_8_otus	rdp	0.7	0.4406779661016949	0.5652173913043478	0.4952380952380952	0.2807578751182648	0.012200717760290823	-0.02351168657996921	0.8370456273371292		[0.0, '.', 7.0]					
2639	mock-16	6	mock.1	gg_13_8_otus	rdp	0.7	0.19696969696969696	0.26	0.22413793103448273	-0.25590890311178904	0.00907824353039344	-0.5989325757895299	2.344150825762542e-11		[0.0, '.', 7.0]					
2960	mock-2	2	MockMiSeq.even	gg_13_8_otus	rdp	0.7	0.6363636363636364	0.875	0.7368421052631579	0.6437839280780212	0.023879349522644467	0.5541325293666536	0.061550295398452796		[0.0, '.', 7.0]					
2961	mock-2	3	MockMiSeq.even	gg_13_8_otus	rdp	0.7	0.5	0.875	0.6363636363636364	0.6675719313272926	0.006541269153358742	0.6380779310594359	0.010479288682555717		[0.0, '.', 7.0]					
2962	mock-2	4	MockMiSeq.even	gg_13_8_otus	rdp	0.7	0.5789473684210527	0.8461538461538461	0.6875	0.39189775318340775	0.07891788350087894	0.6170996272945077	0.0028820598385295424		[0.0, '.', 7.0]					
2963	mock-2	5	MockMiSeq.even	gg_13_8_otus	rdp	0.7	0.6428571428571429	0.72	0.6792452830188679	0.20642669810781444	0.23414415345907047	0.23755664964937445	0.16940211514888076		[0.0, '.', 7.0]					
2964	mock-2	6	MockMiSeq.even	gg_13_8_otus	rdp	0.7	0.38461538461538464	0.42857142857142855	0.4054054054054054	-0.13521622134309894	0.3072108644589851	-0.35659977005814264	0.0055667442867833655		[0.0, '.', 7.0]					
3390	mock-3	2	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.7	1.0	1.0	1.0	0.545083293422429	0.10321407112129506	0.4061811972299616	0.2441286818964912		[0.0, '.', 7.0]					
3391	mock-3	2	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.7	1.0	1.0	1.0	0.7543190536671701	0.01170413676044929	0.5222329678670935	0.12150291881711318		[0.0, '.', 7.0]					
3392	mock-3	2	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.7	1.0	0.7	0.8235294117647058	0.15241109331326064	0.6742379691132411	0.8210032962032697	0.003596582016915102		[0.0, '.', 7.0]					
3393	mock-3	2	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.7	1.0	0.6	0.7499999999999999	0.10271474653476537	0.7776670591768633	0.7675385182541397	0.009545537686588843		[0.0, '.', 7.0]					
3394	mock-3	3	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.7	0.9230769230769231	1.0	0.9600000000000001	0.027586929772115753	0.9287167899088209	0.16348407201442805	0.593569824483534		[0.0, '.', 7.0]					
3395	mock-3	3	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.7	0.9230769230769231	1.0	0.9600000000000001	0.08073360790012837	0.7931782557602785	0.293528220207723	0.3303722835477758		[0.0, '.', 7.0]					
3396	mock-3	3	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.7	0.9	0.75	0.8181818181818182	0.09715897432846944	0.752183361332071	0.46879379348110184	0.1061109425620381		[0.0, '.', 7.0]					
3397	mock-3	3	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.7	0.8888888888888888	0.6666666666666666	0.761904761904762	0.09123685541415294	0.7669008142750215	0.4559659082252401	0.11735378677064667		[0.0, '.', 7.0]					
3398	mock-3	4	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.7	0.9444444444444444	0.9444444444444444	0.9444444444444444	0.02202658788012254	0.9286815091637984	0.2430419977330873	0.3160478313921249		[0.0, '.', 7.0]					
3399	mock-3	4	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.7	0.9	1.0	0.9473684210526316	0.08617147295667295	0.7179276731569955	0.459599667836269	0.041475474841924376		[0.0, '.', 7.0]					
3400	mock-3	4	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.7	0.9230769230769231	0.6666666666666666	0.7741935483870968	0.2869893278644209	0.23353747044901194	0.5621333678555399	0.012242780035199026		[0.0, '.', 7.0]					
3401	mock-3	4	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.7	0.9285714285714286	0.7222222222222222	0.8125000000000001	0.28400597133453287	0.2386489800791113	0.5583563931615945	0.012968854270872346		[0.0, '.', 7.0]					
3402	mock-3	5	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.7	0.9444444444444444	0.9444444444444444	0.9444444444444444	0.022026587880122548	0.9286815091637984	0.2430419977330873	0.3160478313921249		[0.0, '.', 7.0]					
3403	mock-3	5	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.7	0.9	1.0	0.9473684210526316	0.08617147295667295	0.7179276731569955	0.459599667836269	0.041475474841924376		[0.0, '.', 7.0]					
3404	mock-3	5	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.7	0.9230769230769231	0.6666666666666666	0.7741935483870968	0.28698932786442083	0.23353747044901194	0.5621333678555399	0.012242780035199026		[0.0, '.', 7.0]					
3405	mock-3	5	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.7	0.9285714285714286	0.7222222222222222	0.8125000000000001	0.2840059713345329	0.2386489800791113	0.5583563931615945	0.012968854270872346		[0.0, '.', 7.0]					
3406	mock-3	6	HMPMockV1.1.Even1	gg_13_8_otus	rdp	0.7	0.2631578947368421	0.25	0.25641025641025644	-0.31261471914571665	0.07184821133247282	-0.717193433118246	1.8193483336421634e-06		[0.0, '.', 7.0]					
3407	mock-3	6	HMPMockV1.1.Even2	gg_13_8_otus	rdp	0.7	0.2857142857142857	0.3	0.2926829268292683	-0.27478627147476137	0.11014466943909594	-0.664663110833476	1.3322636555469831e-05		[0.0, '.', 7.0]					
3408	mock-3	6	HMPMockV1.2.Staggered1	gg_13_8_otus	rdp	0.7	0.38461538461538464	0.25	0.30303030303030304	-0.0746713001975616	0.7057004384117045	-0.33609477280309885	0.08035340855074251		[0.0, '.', 7.0]					
3409	mock-3	6	HMPMockV1.2.Staggered2	gg_13_8_otus	rdp	0.7	0.2857142857142857	0.2	0.23529411764705882	-0.068457951876296	0.7192590991163073	-0.35789025947646647	0.05215904489447626		[0.0, '.', 7.0]					
4690	mock-3	2	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.7	0.9	0.9	0.9	-0.5899040375121966	0.056097670431902384	-0.06741998624632421	0.8438617228056743		[0.0, '.', 7.0]					
4691	mock-3	2	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.7	0.9	0.9	0.9	-0.3060022238050278	0.36010725187375286	0.06741998624632421	0.8438617228056743		[0.0, '.', 7.0]					
4692	mock-3	2	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.7	1.0	0.7	0.8235294117647058	0.15241109331326064	0.6742379691132411	0.8210032962032697	0.003596582016915102		[0.0, '.', 7.0]					
4693	mock-3	2	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.7	1.0	0.6	0.7499999999999999	0.10271474653476537	0.7776670591768633	0.7675385182541397	0.009545537686588843		[0.0, '.', 7.0]					
4694	mock-3	3	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.7	0.8461538461538461	0.9166666666666666	0.8799999999999999	-0.2740714818134385	0.3430263484686555	-0.049638412687605396	0.8661774546883433		[0.0, '.', 7.0]					
4695	mock-3	3	HMPMockV1.1.Even2	gg_13_8_otus_full16S	rdp	0.7	0.8461538461538461	0.9166666666666666	0.8799999999999999	-0.08323788688090228	0.7772528994348797	0.052396102281361254	0.8588089713138608		[0.0, '.', 7.0]					
4696	mock-3	3	HMPMockV1.2.Staggered1	gg_13_8_otus_full16S	rdp	0.7	0.9	0.75	0.8181818181818182	0.09715897432846944	0.752183361332071	0.46879379348110184	0.1061109425620381		[0.0, '.', 7.0]					
4697	mock-3	3	HMPMockV1.2.Staggered2	gg_13_8_otus_full16S	rdp	0.7	0.8888888888888888	0.6666666666666666	0.761904761904762	0.09123685541415294	0.7669008142750215	0.4559659082252401	0.11735378677064667		[0.0, '.', 7.0]					
4698	mock-3	4	HMPMockV1.1.Even1	gg_13_8_otus_full16S	rdp	0.7	0.8888888888888888	0.8888888888888888	0.8888888888888888	-0.03884983382217084	0.8708213423969002	0.03230252087780333	0.8924584037755536		[0.0, '.', 7.0]					
