	Dataset	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Pearson r	Pearson p	Spearman r	Spearman p	best N alignments	confidence	coverage	e value	max accepts	min consensus fraction	similarity
957	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.23076923076923078	0.3	0.2608695652173913	-0.44299107951975314	0.0020486284994137758	-0.8777509314252798	1.1777201867255268e-15	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
958	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.25	0.3	0.2727272727272727	-0.46783126722030904	0.0013637791446958183	-0.8849338013692725	1.5821475112924994e-15	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
959	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.20689655172413793	0.3	0.24489795918367346	-0.11048992155357928	0.44978012175496773	-0.8448131424206295	2.335093471247442e-14	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
960	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.2222222222222222	0.3	0.25531914893617025	-0.11741673604367735	0.43185738359429793	-0.8497299012264535	4.263045986190307e-14	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1200	mock-6	Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.0625	0.08	0.07017543859649122	-0.1590633236280467	0.09095241601353643	-0.8610625845939065	1.1078960195918116e-34	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1201	mock-6	Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.07547169811320754	0.08	0.07766990291262135	-0.17760315340248103	0.07268964055069621	-0.8700573721808472	8.529925764345577e-33	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1202	mock-6	Even3	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.058823529411764705	0.06	0.0594059405940594	-0.18109657631581627	0.0699304848072525	-0.8710669881688156	2.472087944393841e-32	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1395	mock-7	Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.48936170212765956	0.46	0.4742268041237113	-0.3481225442621586	0.00047561527290541325	-0.872274806669727	2.8548187662518944e-31	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1396	mock-7	Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.4791666666666667	0.46	0.46938775510204084	-0.3586856443927815	0.00028705715427907683	-0.8720837831598877	1.4851601545840354e-31	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1397	mock-7	Even3	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.48936170212765956	0.46	0.4742268041237113	-0.3677443400595533	0.00021085600081084685	-0.8722781291087666	2.8515232925450224e-31	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1590	mock-8	Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.4791666666666667	0.46	0.46938775510204084	-0.381795202105147	0.0001048416613966038	-0.8720837831598877	1.4851601545840354e-31	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1591	mock-8	Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.46938775510204084	0.46	0.46464646464646464	-0.36860350509186524	0.0001739893038046821	-0.8718177745206078	7.944501484463547e-32	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1592	mock-8	Even3	gg_13_8_otus	sortmerna	0.51:0.9:1:0.8:1.0	0.45098039215686275	0.46	0.45544554455445546	-0.38227636471572923	7.982172801158363e-05	-0.8710612147147979	2.4772109975517875e-32	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1785	mock-9	Mock.1	unite_20.11.2016	sortmerna	0.51:0.9:1:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.21432167864396937	0.3508667686536069	-0.6329786205566933	0.002071571346337561	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1786	mock-9	Mock.2	unite_20.11.2016	sortmerna	0.51:0.9:1:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.18120263446947305	0.43182720202396296	-0.618514887795927	0.0028004527213116737	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1787	mock-9	Mock.3	unite_20.11.2016	sortmerna	0.51:0.9:1:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.23016448727285244	0.3155133153642397	-0.6329786205566933	0.002071571346337561	[1.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
18	mock-1	MockHiSeq.even	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.23404255319148937	0.3333333333333333	0.275	-0.2095246804656458	0.062137493962939105	-0.8509370687283268	1.6302317936274404e-23	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
119	mock-10	Mock.1	unite_20.11.2016	sortmerna	0.51:0.9:1:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	0.0017688769335697703	0.9939284600219013	-0.5500024694554552	0.009790805115233597	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
120	mock-10	Mock.2	unite_20.11.2016	sortmerna	0.51:0.9:1:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.11711238361658426	0.6131659043733779	-0.5743624404209562	0.006467472842194015	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
121	mock-10	Mock.3	unite_20.11.2016	sortmerna	0.51:0.9:1:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.14369829171464274	0.5343204127520734	-0.5743624404209562	0.006467472842194015	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
278	mock-2	MockMiSeq.even	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.2926829268292683	0.36363636363636365	0.32432432432432434	-0.25593652258131777	0.02773847132216946	-0.8602427443850033	9.399172610090987e-23	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
397	mock-3	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.21052631578947367	0.2	0.20512820512820512	-0.3831839226223869	0.01604751249398535	-0.9003063693837767	6.187739483608166e-15	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
398	mock-3	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.25	0.25	0.25	-0.3444052512919001	0.02954005057593398	-0.8976516808193759	4.277104049538777e-15	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
399	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.3076923076923077	0.2	0.24242424242424246	-0.14857490341940188	0.4092677791329379	-0.8426660435819805	7.709866309738252e-10	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
400	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.21428571428571427	0.15	0.1764705882352941	-0.13953859717412867	0.43124020438331734	-0.8481980731426231	2.404551103792653e-10	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
701	mock-4	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.2916666666666667	0.35	0.31818181818181823	-0.4202542117135267	0.004508268469994771	-0.8849682098223978	1.572786917074448e-15	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
702	mock-4	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.28	0.35	0.3111111111111111	-0.4126562173739053	0.0048471270792719645	-0.8813909506411328	1.3477642014035386e-15	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
703	mock-4	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.2413793103448276	0.35	0.2857142857142857	-0.10325832424096291	0.4801635696117714	-0.8448131424206295	2.335093471247442e-14	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
704	mock-4	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.2692307692307692	0.35	0.3043478260869565	-0.11335755571037177	0.4531989970986704	-0.8519795471025503	6.010254247598744e-14	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
961	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.23076923076923078	0.3	0.2608695652173913	-0.44299107951975314	0.0020486284994137758	-0.8777509314252798	1.1777201867255268e-15	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
962	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.25	0.3	0.2727272727272727	-0.46783126722030904	0.0013637791446958183	-0.8849338013692725	1.5821475112924994e-15	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
963	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.20689655172413793	0.3	0.24489795918367346	-0.11048992155357928	0.44978012175496773	-0.8448131424206295	2.335093471247442e-14	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
964	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.2222222222222222	0.3	0.25531914893617025	-0.11741673604367735	0.43185738359429793	-0.8497299012264535	4.263045986190307e-14	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1203	mock-6	Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.0625	0.08	0.07017543859649122	-0.1590633236280467	0.09095241601353643	-0.8610625845939065	1.1078960195918116e-34	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1204	mock-6	Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.07547169811320754	0.08	0.07766990291262135	-0.17760315340248103	0.07268964055069621	-0.8700573721808472	8.529925764345577e-33	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1205	mock-6	Even3	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.058823529411764705	0.06	0.0594059405940594	-0.18109657631581627	0.0699304848072525	-0.8710669881688156	2.472087944393841e-32	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1398	mock-7	Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.48936170212765956	0.46	0.4742268041237113	-0.3481225442621586	0.00047561527290541325	-0.872274806669727	2.8548187662518944e-31	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1399	mock-7	Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.4791666666666667	0.46	0.46938775510204084	-0.3586856443927815	0.00028705715427907683	-0.8720837831598877	1.4851601545840354e-31	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1400	mock-7	Even3	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.48936170212765956	0.46	0.4742268041237113	-0.3677443400595533	0.00021085600081084685	-0.8722781291087666	2.8515232925450224e-31	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1593	mock-8	Even1	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.4791666666666667	0.46	0.46938775510204084	-0.381795202105147	0.0001048416613966038	-0.8720837831598877	1.4851601545840354e-31	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1594	mock-8	Even2	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.46938775510204084	0.46	0.46464646464646464	-0.36860350509186524	0.0001739893038046821	-0.8718177745206078	7.944501484463547e-32	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1595	mock-8	Even3	gg_13_8_otus	sortmerna	0.51:0.9:1:0.9:1.0	0.45098039215686275	0.46	0.45544554455445546	-0.38227636471572923	7.982172801158363e-05	-0.8710612147147979	2.4772109975517875e-32	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1788	mock-9	Mock.1	unite_20.11.2016	sortmerna	0.51:0.9:1:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.21432167864396937	0.3508667686536069	-0.6329786205566933	0.002071571346337561	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1789	mock-9	Mock.2	unite_20.11.2016	sortmerna	0.51:0.9:1:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.18120263446947305	0.43182720202396296	-0.618514887795927	0.0028004527213116737	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1790	mock-9	Mock.3	unite_20.11.2016	sortmerna	0.51:0.9:1:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.23016448727285244	0.3155133153642397	-0.6329786205566933	0.002071571346337561	[1.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
19	mock-1	MockHiSeq.even	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.20454545454545456	0.2727272727272727	0.23376623376623376	-0.2079232455007994	0.06959105177413603	-0.8558918363462613	3.548571926748617e-23	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
122	mock-10	Mock.1	unite_20.11.2016	sortmerna	0.51:0.9:3:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.09604003348654226	0.6787855488775315	-0.5598987076601899	0.008303557648387208	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
123	mock-10	Mock.2	unite_20.11.2016	sortmerna	0.51:0.9:3:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.12390272068594024	0.5925840792688903	-0.5842586786256911	0.005415459778656862	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
124	mock-10	Mock.3	unite_20.11.2016	sortmerna	0.51:0.9:3:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.1283330552868265	0.5793147498035951	-0.5743624404209562	0.006467472842194015	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
279	mock-2	MockMiSeq.even	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.25	0.30303030303030304	0.27397260273972607	-0.2583623995739917	0.027316433876362126	-0.8615621379794819	1.3572312579797436e-22	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
401	mock-3	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.21052631578947367	0.2	0.20512820512820512	-0.38394946340010694	0.015819695749585007	-0.9003063693837767	6.187739483608166e-15	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
402	mock-3	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.25	0.25	0.25	-0.34518244578871915	0.02915090459609816	-0.8976516808193759	4.277104049538777e-15	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
403	mock-3	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.2857142857142857	0.2	0.23529411764705882	-0.14682192107664255	0.4073344290596772	-0.8481980731426231	2.404551103792653e-10	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
404	mock-3	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.21428571428571427	0.15	0.1764705882352941	-0.1428041821034757	0.4204273141078826	-0.8481980731426231	2.404551103792653e-10	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
705	mock-4	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.28	0.35	0.3111111111111111	-0.4074128739800547	0.005473858460464716	-0.8814227715321894	1.3404531601539834e-15	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
706	mock-4	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.2692307692307692	0.35	0.3043478260869565	-0.40055402077312136	0.005807374215633287	-0.8777509314252798	1.1777201867255268e-15	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
707	mock-4	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.23333333333333334	0.35	0.28	-0.10435442858312753	0.4707825556593118	-0.8420935419194112	1.8166839405683955e-14	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
708	mock-4	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.25	0.35	0.2916666666666667	-0.11177589032742959	0.4494286785433744	-0.8473020677497014	3.1275861042202986e-14	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
965	mock-5	HMPMockV1.1.Even1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.23076923076923078	0.3	0.2608695652173913	-0.4352732848250309	0.002500856297254565	-0.8777509314252798	1.1777201867255268e-15	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
966	mock-5	HMPMockV1.1.Even2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.25	0.3	0.2727272727272727	-0.4595988264244312	0.0016980813199529723	-0.8849338013692725	1.5821475112924994e-15	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
967	mock-5	HMPMockV1.2.Staggered1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.2	0.3	0.24	-0.10638395322237783	0.46214940733177334	-0.8420935419194112	1.8166839405683955e-14	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
968	mock-5	HMPMockV1.2.Staggered2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.2222222222222222	0.3	0.25531914893617025	-0.11554782391315391	0.4392732872176205	-0.8497299012264535	4.263045986190307e-14	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1206	mock-6	Even1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.07575757575757576	0.1	0.08620689655172413	-0.16297189580003296	0.08047127486840581	-0.8589648983448995	6.27116740869713e-35	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1207	mock-6	Even2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.09090909090909091	0.1	0.09523809523809525	-0.1820250120686752	0.06310772855245231	-0.8688143802655008	3.24343743595722e-33	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1208	mock-6	Even3	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.07142857142857142	0.08	0.07547169811320756	-0.17812714507450575	0.06772603395782595	-0.8681196553025752	2.064800580254341e-33	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1401	mock-7	Even1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.4090909090909091	0.36	0.3829787234042554	-0.34846375261176593	0.0005778151707898113	-0.8723256638443067	2.4381339385884905e-30	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1402	mock-7	Even2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.4	0.36	0.3789473684210526	-0.35878420665941907	0.00035650919533365916	-0.8724015187520585	1.155473094104011e-30	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1403	mock-7	Even3	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.4090909090909091	0.36	0.3829787234042554	-0.36692748945987846	0.0002751501409992983	-0.8723330823049883	2.4320488959769304e-30	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1596	mock-8	Even1	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.4090909090909091	0.36	0.3829787234042554	-0.388862731688747	0.00010736163833437782	-0.8723256638443067	2.4381339385884905e-30	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1597	mock-8	Even2	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.4	0.36	0.3789473684210526	-0.37524113275753757	0.0001790577286264993	-0.8724015187520585	1.155473094104011e-30	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1598	mock-8	Even3	gg_13_8_otus	sortmerna	0.51:0.9:3:0.8:1.0	0.391304347826087	0.36	0.37499999999999994	-0.3977692186942398	5.990583230065228e-05	-0.8723825726012574	5.6548355558680055e-31	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1791	mock-9	Mock.1	unite_20.11.2016	sortmerna	0.51:0.9:3:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.197022729468256	0.3919854281310323	-0.594154916830426	0.004509251116022894	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1792	mock-9	Mock.2	unite_20.11.2016	sortmerna	0.51:0.9:3:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.1687851912161983	0.46454620574461203	-0.594154916830426	0.004509251116022894	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
1793	mock-9	Mock.3	unite_20.11.2016	sortmerna	0.51:0.9:3:0.8:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.22284785819700792	0.33156382662304673	-0.594154916830426	0.004509251116022894	[3.0]		[0.0, '.', 8.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
20	mock-1	MockHiSeq.even	gg_13_8_otus	sortmerna	0.51:0.9:3:0.9:1.0	0.20454545454545456	0.2727272727272727	0.23376623376623376	-0.2079232455007994	0.06959105177413603	-0.8558918363462613	3.548571926748617e-23	[3.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
125	mock-10	Mock.1	unite_20.11.2016	sortmerna	0.51:0.9:3:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.09604003348654226	0.6787855488775315	-0.5598987076601899	0.008303557648387208	[3.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
126	mock-10	Mock.2	unite_20.11.2016	sortmerna	0.51:0.9:3:0.9:1.0	0.18181818181818182	0.16666666666666666	0.17391304347826086	-0.12390272068594024	0.5925840792688903	-0.5842586786256911	0.005415459778656862	[3.0]		[0.0, '.', 9.0]	[1.0, '.', 0.0]		[0.0, '.', 5.0, 1.0]	[0.0, '.', 9.0]
