Taxon	blast_100.0	blast_0.0001	blast_1e-06	blast_1.0	blast_1e-10	blast_1e-30	mothur_0.0	mothur_0.1	mothur_0.2	mothur_0.3	mothur_0.4	mothur_0.5	mothur_0.6	mothur_0.7	mothur_0.8	mothur_0.9	mothur_1.0	rdp_0.0	rdp_0.1	rdp_0.2	rdp_0.3	rdp_0.4	rdp_0.5	rdp_0.6	rdp_0.7	rdp_0.8	rdp_0.9	rdp_1.0	rtax_single	rtax_paired	Expected
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Conchiformibius	0.0	0.0	0.0	0.0	0.0	0.0	8.29658636954e-06	8.29658636954e-06	8.29658636954e-06	0	0	0	0	0	0	0	0	8.29658636954e-06	8.29658636954e-06	8.29658636954e-06	8.29658636954e-06	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.76552878985e-06	3.73346386629e-05	6.49899265614e-05	0.000287614994144	0.000241983769112	0.000257194177456	0.000235069947137	0.000300059873698	0.000430039726821	0.00950235692191	0	8.29658636954e-06	4.14829318477e-05	8.57313924852e-05	0.000113386680384	0.000279318407774	0.000204649130449	0.00026687352822	0.000254428648666	0.000424508669241	0.00947470163401	6.22243977715e-05	1.7975937134e-05	0	
Other	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	2.76552878985e-06	2.76552878985e-06	0	0	1.38276439492e-06	0	0	0	0	0	0	0	2.76552878985e-06	2.76552878985e-06	0	0	0	
g__Xanthobacter	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	9.67935076446e-06	2.35069947137e-05	8.02003349055e-05	0.000255811413061	0.000311121988858	0.00018252490013	0.000164548962996	0.000338777276756	0.000235069947137	4.01001674528e-05	0	2.76552878985e-06	4.97795182172e-05	6.08416333766e-05	0.000258576941851	0.000306973695673	0.000154869612231	0.000295911580514	0.000230921653952	0.000114769444779	0.000217094010003	1.10621151594e-05	1.38276439492e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.00105643199772	0	0	0	
g__Thermoactinomyces	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	
g__Nautilia	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	1.24448795543e-05	1.24448795543e-05	1.24448795543e-05	1.24448795543e-05	1.24448795543e-05	1.24448795543e-05	0.000110621151594	0.000107855622804	9.40279788548e-05	8.84969212751e-05	4.14829318477e-06	2.76552878985e-06	0	0	0	0	0	0.000110621151594	0.000110621151594	9.67935076446e-05	8.57313924852e-05	7.74348061157e-05	0	0	0	0	0	0	9.67935076446e-06	9.67935076446e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	4.14829318477e-06	0	0	0	0	0	0	0	0	0	0.0	1.38276439492e-06	0	0.0	0	
g__Sinorhizobium	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0	
g__	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Alkanindiges	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	6.91382197462e-06	1.65931727391e-05	1.65931727391e-05	1.38276439492e-05	1.38276439492e-05	1.10621151594e-05	2.76552878985e-06	0.0	0.0	0.0	0	0	1.65931727391e-05	1.65931727391e-05	1.52104083442e-05	1.38276439492e-05	8.29658636954e-06	6.91382197462e-06	1.38276439492e-06	0.0	0.0	0	0	1.52104083442e-05	1.10621151594e-05	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	
g__Methanothermobacter	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76552878985e-06	0.0	0	
g__	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	4.14829318477e-06	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	4.14829318477e-06	0.0	0	0	
Other	0	0	0	0	0	0	0	2.76552878985e-06	2.48897591086e-05	4.28656962426e-05	4.97795182172e-05	7.32865129309e-05	9.54107432497e-05	0.000160400669811	0.000199118072869	0.00027793564338	0.00770338044412	0	1.38276439492e-06	1.93587015289e-05	4.28656962426e-05	5.11622826122e-05	7.1903748536e-05	0.000112003915989	0.000152104083442	0.00018252490013	0.00027793564338	0.00241430663354	0.0	9.67935076446e-06	0	
Other	0	0	0	0	0	0	0	0	0	2.76552878985e-06	1.38276439492e-06	6.91382197462e-06	2.90380522934e-05	2.35069947137e-05	3.5951874268e-05	2.90380522934e-05	8.29658636954e-06	0	0	0	1.38276439492e-06	5.53105757969e-06	1.24448795543e-05	2.07414659238e-05	1.93587015289e-05	2.35069947137e-05	3.04208166883e-05	2.07414659238e-05	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__Luteimonas	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	1.38276439492e-06	1.38276439492e-06	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	2.76552878985e-06	1.38276439492e-06	5.53105757969e-06	1.10621151594e-05	1.24448795543e-05	1.7975937134e-05	2.90380522934e-05	3.73346386629e-05	4.01001674528e-05	0.0	0	1.38276439492e-06	2.76552878985e-06	5.53105757969e-06	8.29658636954e-06	1.52104083442e-05	2.76552878985e-05	2.07414659238e-05	2.76552878985e-05	3.04208166883e-05	4.14829318477e-06	0.0	2.76552878985e-06	0	
g__Granulicatella	3.87644625649e-05	3.87644625649e-05	3.87644625649e-05	3.87644625649e-05	3.87644625649e-05	3.87644625649e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98091876337e-06	1.14013125191e-05	0	
g__	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0.0	5.70065625955e-06	9.12105001528e-06	1.02611812672e-05	4.78855125802e-05	3.42039375573e-05	1.59618375267e-05	1.71019687786e-05	1.48217062748e-05	0	0	0	2.28026250382e-06	6.84078751146e-06	2.5082887542e-05	2.62230187939e-05	3.07835438016e-05	1.48217062748e-05	7.98091876337e-06	2.62230187939e-05	0	0	0	
g__	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	4.56052500764e-06	0.0	0	0	0	0	0	0	0	0	4.56052500764e-06	3.42039375573e-06	3.42039375573e-06	0.0	0	0	0	0	0	0	0	0	0	
g__Hydrogenophaga	0	0	0	0	0	0	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Piscirickettsia	0	0	0	0	0	0	3.42039375573e-06	3.42039375573e-06	0.0	0	0	0	0	0	0	0	0	3.42039375573e-06	1.14013125191e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Burkholderia	0	0	0	0	0	0	1.14013125191e-06	0.0	0.0	0.0	0	0	0	0	0	0	0	1.14013125191e-06	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Maricaulis	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84078751146e-06	5.70065625955e-06	0	
g__	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	
g__	0	0	0	0	0	0	3.42039375573e-06	2.28026250382e-06	1.14013125191e-06	0.0	0	0	0	0	0	0	0	3.42039375573e-06	1.14013125191e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Paenibacillus	0.0	0.0	0.0	0.0	0.0	0.0	1.82421000306e-05	1.48217062748e-05	1.02611812672e-05	0.0	0	0	0	0	0	0	0	1.82421000306e-05	1.59618375267e-05	3.42039375573e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	2.28026250382e-06	0	
g__Truepera	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28026250382e-06	0	
Other	0	0	0	0	0	0	0	2.73631500458e-05	0.000735384657482	0.0093433756094	0.00837198378277	0.00836742325777	8.09493188856e-05	6.49874813589e-05	2.28026250382e-05	0	0	0	3.53440688092e-05	0.00076388793878	0.00939582164699	0.00831839761393	0.00836742325777	0.000144796668993	3.07835438016e-05	2.28026250382e-05	0	0	0	1.14013125191e-06	0	
g__Schlegelella	0	0	0	0	0	0	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Methanobrevibacter	0.0444012714744	0.0444012714744	0.0444012714744	0.0444012714744	0.0444012714744	0.0444012714744	0.0443818892431	0.0443818892431	0.0443818892431	0.0443807491118	0.0443100609742	0.0442952392679	0.0442758570367	0.0442370925741	0.0442177103428	0.0425234753025	2.85032812977e-05	0.0443818892431	0.0443818892431	0.0443818892431	0.0443807491118	0.0443773287181	0.0443009399242	0.0442804175617	0.0442393728366	0.0426922147278	0.042534876615	0.000156197981512	0.0444024116056	0.044331723468	0.047593664	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14013125191e-06	0	
g__Stenotrophomonas	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	4.78855125802e-05	0	0	4.78855125802e-05	0	
Other	0	0	0	0	0	0	0	0.0	1.14013125191e-06	0.0	1.14013125191e-06	1.14013125191e-06	0.0	1.14013125191e-06	1.14013125191e-06	3.42039375573e-06	0.0	0	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	2.28026250382e-06	3.42039375573e-06	0.0	0	0	0	
g__Virgibacillus	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Smithella	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Deinococcus	0.000693199801161	0.000693199801161	0.000693199801161	0.000693199801161	0.000693199801161	0.000690919538657	0.000688639276153	0.000688639276153	0.000688639276153	0.000687499144902	0.00068635901365	0.000684078751146	0.000676097832382	0.000681798488642	0.000669257044871	0.000664696519863	0.0006567156011	0.000688639276153	0.000688639276153	0.000688639276153	0.000688639276153	0.00068635901365	0.000685218882398	0.000682938619894	0.000676097832382	0.000670397176123	0.00066241625736	0.0006567156011	0.000689779407405	0.000682938619894	0	
Other	0	0	0	0	0	0	0	6.04269563512e-05	0.000207503887848	0.000513059063359	0.00196102575328	0.00228254276632	0.0109988461872	0.011500503938	0.0117216894009	0.0199146725771	0.0205143816156	0	6.04269563512e-05	0.000191542050321	0.000451491975756	0.0019131402407	0.00233840919767	0.0110353303872	0.0113340447752	0.0118995498762	0.0196444614704	0.582449731613	0.00206591782846	0.0019108599782	0	
g__Campylobacter	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__Halochromatium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__02d06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	
g__Methanobacterium	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0.0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	
g__Acinetobacter	0.00798661941963	0.00798661941963	0.00798661941963	0.00798661941963	0.00798661941963	0.00798661941963	0.00798547928838	0.00798547928838	0.00798547928838	0.00798547928838	0.00798547928838	0.00798433915712	0.00798205889462	0.00797635823836	0.00797521810711	0.00796951745085	0.00787944708195	0.00798547928838	0.00798547928838	0.00798547928838	0.00798547928838	0.00798547928838	0.00798547928838	0.00798205889462	0.00797863850086	0.00797521810711	0.00796951745085	0.00792505233202	0.00793531351329	2.62230187939e-05	0.047593664	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	5.70065625955e-06	0.00171589753412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	3.42039375573e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	0	3.42039375573e-06	3.42039375573e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Shewanella	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	
g__Kurthia	0	0	0	0	0	0	9.12105001528e-06	5.70065625955e-06	4.56052500764e-06	2.28026250382e-06	0	0	0	0	0	0	0	9.12105001528e-06	5.70065625955e-06	3.42039375573e-06	2.28026250382e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	
g__	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	3.42039375573e-06	0	
g__Rhodovulum	0	0	0	0	0	0	9.12105001528e-06	9.12105001528e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	9.12105001528e-06	6.84078751146e-06	2.28026250382e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	
g__	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	
g__Brenneria	0	0	0	0	0	0	4.44651188245e-05	1.14013125191e-06	0.0	0	0	0	0	0	0	0	0	4.44651188245e-05	2.28026250382e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Syntrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14013125191e-06	0	
g__Aquimonas	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Desulfonatronovibrio	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	0	
g__Oleispira	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.14013125191e-06	3.42039375573e-06	4.56052500764e-06	1.14013125191e-06	1.14013125191e-06	0	0.0	0.0	0.0	0.0	0.0	1.14013125191e-06	1.14013125191e-06	5.70065625955e-06	2.28026250382e-06	1.14013125191e-06	0	0	0	
g__Crenothrix	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Trabulsiella	0	0	0	0	0	0	3.42039375573e-06	3.42039375573e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	3.42039375573e-06	1.14013125191e-06	5.70065625955e-06	5.70065625955e-06	1.59618375267e-05	2.16624937863e-05	3.19236750535e-05	0	0	1.14013125191e-06	1.14013125191e-06	0.0	1.14013125191e-06	5.70065625955e-06	9.12105001528e-06	1.48217062748e-05	2.28026250382e-05	1.82421000306e-05	0	0.0	0	
g__Oscillospira	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__Oleibacter	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	
g__Pontibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	
g__	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	1.14013125191e-05	5.70065625955e-06	5.70065625955e-06	5.70065625955e-06	2.28026250382e-06	1.14013125191e-06	0	0	0	0	0	0	5.70065625955e-06	5.70065625955e-06	5.70065625955e-06	1.14013125191e-06	1.14013125191e-06	0.0	0	0	0	0	0	1.14013125191e-05	3.42039375573e-06	0	
g__Desulfosporosinus	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	0	
g__R18-435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Helicobacter	0.00164634952776	0.00164634952776	0.00164634952776	0.00164634952776	0.00164634952776	0.00164634952776	0.00164520939651	0.00164520939651	0.00164520939651	0.00164520939651	0.00164178900275	0.001642929134	0.00163722847774	0.00163266795273	0.00162012650896	0.00160530480269	0.00150725351502	0.00164406926525	0.00164406926525	0.00164406926525	0.00164406926525	0.00164406926525	0.001642929134	0.00163722847774	0.00162924755898	0.00161898637771	0.00160188440893	0.00153461666507	0.00164634952776	0.00163836860899	0.047593664	
g__Natronobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42039375573e-06	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Comamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1.14013125191e-06	0	0	0	0	0	0	0	0.0	0.0	0.0	1.14013125191e-06	0	0	0	
g__Staphylococcus	0.67072211353	0.67072211353	0.67072211353	0.67072211353	0.67072211353	0.670674228017	0.671753932313	0.671744811263	0.671655881025	0.671451797531	0.670925056893	0.670427959667	0.669751861834	0.668769068695	0.66720708888	0.657047379294	0.628351415815	0.671750511919	0.671744811263	0.671618256694	0.671406192281	0.670925056893	0.670424539273	0.669718798028	0.668797571977	0.66728917833	0.657631126495	0.0184895085122	0.66835406092	0.668786170664	0.095187328	
g__	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Marinomonas	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__Thermosinus	0	0	0	0	0	0	1.93822312825e-05	3.42039375573e-06	0	0	0	0	0	0	0	0	0	1.93822312825e-05	2.28026250382e-06	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.71019687786e-05	5.24460375878e-05	6.2707218855e-05	6.61276126108e-05	9.00703689009e-05	0.000152777587756	0.000188121656565	0.00025082887542	0.000243988087909	0.000165319031527	0	2.62230187939e-05	4.44651188245e-05	5.47263000917e-05	7.29684001222e-05	0.00010147168142	0.000132255225222	0.000177860475298	0.000259949925435	0.000326077538046	2.05223625344e-05	5.70065625955e-06	1.82421000306e-05	0	
g__Caldanaerobacter	0	0	0	0	0	0	2.28026250382e-06	0.0	0	0	0	0	0	0	0	0	0	2.28026250382e-06	2.28026250382e-06	0.0	0	0	0	0	0	0	0	0	0	0	0	
g__Tolumonas	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	1.14013125191e-06	0	0	0	0	0	0	0	0	0	
g__Flexispira	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.14013125191e-06	0	
Other	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.14013125191e-06	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	1.14013125191e-06	0.0	0.0	0.0	0.0	0.0	0	0	0	
Other	0	0	0	0	0	0	0	0	9.12105001528e-06	9.12105001528e-06	1.14013125191e-06	0	0	0	0	0	0	0	1.14013125191e-06	2.28026250382e-06	0	2.28026250382e-06	0	0	0	0	0	0	0	0	0	
g__Marinilactibacillus	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	3.42039375573e-06	6.84078751146e-06	6.84078751146e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	6.84078751146e-06	6.84078751146e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	
g__Caloramator	1.2541443771e-05	1.2541443771e-05	1.2541443771e-05	1.2541443771e-05	1.2541443771e-05	1.2541443771e-05	1.14013125191e-05	1.14013125191e-05	1.02611812672e-05	4.56052500764e-06	2.28026250382e-06	0	0	0	0	0	0	1.14013125191e-05	1.14013125191e-05	1.02611812672e-05	1.02611812672e-05	0.0	0	0	0	0	0	0	1.36815750229e-05	7.98091876337e-06	0	
Other	0	0	0	0	0	0	0	0	1.14013125191e-06	0	0	0	0	0	0	0	0	0	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	
g__	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
g__	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14013125191e-06	0	
g__	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Other	0	0	0	0	0	0	0	1.14013125191e-06	0	0	0	0	0	0	0	0	0	0	1.14013125191e-06	0.0	0	0	0	0	0	0	0	0	1.14013125191e-06	0.0	0	
Other	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	1.14013125191e-06	0.0	2.28026250382e-06	5.70065625955e-06	0	0.0	0.0	0.0	0.0	0.0	0.0	3.42039375573e-06	0.0	4.56052500764e-06	6.84078751146e-06	0	0	0	
g__Oceanimonas	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	
