#NodeID	NodeType	Abundance	Color	Size	Shape
blast_1.0	sample	4.0	blast	4.0	blast_1.0
930	otu	0.000108713980174	p__Proteobacteria	0.000108713980174	f__Hyphomicrobiaceae_g__Devosia
937	otu	0.0	p__Firmicutes	0.0	f__Veillonellaceae_Other
452	otu	0.0185012593639	p__Proteobacteria	0.0185012593639	f__Moraxellaceae_Other
409	otu	6.50834043827e-07	p__Firmicutes	6.50834043827e-07	f__Enterococcaceae_g__Vagococcus
408	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	Other_Other
453	otu	2.60333617531e-06	p__Proteobacteria	2.60333617531e-06	f__Hyphomicrobiaceae_g__Rhodobium
414	otu	2.27791915339e-05	p__Proteobacteria	2.27791915339e-05	f___g__
183	otu	0.00018385893642	p__Proteobacteria	0.00018385893642	f__Hyphomicrobiaceae_g__Devosia
415	otu	0.000123658468327	p__Firmicutes	0.000123658468327	f__Planococcaceae_g__Viridibacillus
379	otu	0.00147283744118	p__Firmicutes	0.00147283744118	f__Clostridiaceae_Other
378	otu	0.0	p__Actinobacteria	0.0	f__Microbacteriaceae_g__Salinibacterium
228	otu	1.92614123868e-05	p__Proteobacteria	1.92614123868e-05	f__Neisseriaceae_g__Conchiformibius
829	otu	0.271540765404	p__Firmicutes	0.271540765404	f__Enterococcaceae_g__Enterococcus
828	otu	0.000107974429289	p__Firmicutes	0.000107974429289	f__Planococcaceae_g__Ureibacillus
371	otu	1.30166808765e-06	p__Proteobacteria	1.30166808765e-06	f__Hyphomicrobiaceae_Other
370	otu	1.17150127889e-05	p__Proteobacteria	1.17150127889e-05	Other_Other
373	otu	4.62092171117e-05	p__Proteobacteria	4.62092171117e-05	f___g__
372	otu	0.153805101237	p__Firmicutes	0.153805101237	f__Planococcaceae_g__
375	otu	0.0114657433501	Other	0.0114657433501	Other_Other
374	otu	0.0	p__Firmicutes	0.0	f__Planococcaceae_g__Lysinibacillus
377	otu	0.000177026859921	p__Actinobacteria	0.000177026859921	f__Coriobacteriaceae_g__Coriobacterium
376	otu	1.95250213148e-06	p__Proteobacteria	1.95250213148e-06	f__Enterobacteriaceae_g__Providencia
708	otu	0.0	p__Proteobacteria	0.0	f__Methylobacteriaceae_g__Methylobacterium
709	otu	0.0	p__Proteobacteria	0.0	f__Syntrophobacteraceae_g__
704	otu	1.530117689e-06	p__Proteobacteria	1.530117689e-06	f__Thiotrichaceae_g__
705	otu	3.90180010695e-05	p__Firmicutes	3.90180010695e-05	f__Planococcaceae_g__Planococcus
706	otu	9.180706134e-06	p__Proteobacteria	9.180706134e-06	f__Rhodobacteraceae_g__Thalassobius
707	otu	0.000242523653707	p__Firmicutes	0.000242523653707	f__Staphylococcaceae_g__Salinicoccus
700	otu	0.0	p__Firmicutes	0.0	f__Carnobacteriaceae_g__Desemzia
144	otu	1.75103748971e-06	p__Proteobacteria	1.75103748971e-06	f__Geobacteraceae_g__
702	otu	0.0	p__Proteobacteria	0.0	f__Hyphomicrobiaceae_g__Rhodobium
703	otu	0.0770835038777	p__Firmicutes	0.0770835038777	f__Bacillaceae_g__
393	otu	3.25417021914e-06	p__Proteobacteria	3.25417021914e-06	f__Geobacteraceae_g__
392	otu	6.50834043827e-07	p__Firmicutes	6.50834043827e-07	f__Planococcaceae_g__Solibacillus
88	otu	1.92614123868e-05	p__Bacteroidetes	1.92614123868e-05	Other_Other
89	otu	0.0	p__Proteobacteria	0.0	f__Nitrospinaceae_g__
397	otu	9.76251065741e-06	p__Proteobacteria	9.76251065741e-06	f__Enterobacteriaceae_g__Salmonella
396	otu	0.000582496469225	p__Proteobacteria	0.000582496469225	f__Enterobacteriaceae_g__Erwinia
395	otu	1.30166808765e-06	p__Crenarchaeota	1.30166808765e-06	f__Korarchaeotaceae_g__Candidatus Korarchaeum
394	otu	0.0	p__Proteobacteria	0.0	f__Bradyrhizobiaceae_g__Bradyrhizobium
82	otu	0.216056827688	p__Firmicutes	0.216056827688	f__Enterococcaceae_g__Enterococcus
83	otu	1.75103748971e-05	p__Firmicutes	1.75103748971e-05	f__Peptococcaceae_g__Desulfosporosinus
80	otu	0.0139583953492	p__Firmicutes	0.0139583953492	f___g__
81	otu	8.93029119753e-05	p__Firmicutes	8.93029119753e-05	f__Planococcaceae_g__Ureibacillus
86	otu	0.0318292936139	p__Firmicutes	0.0318292936139	f__Bacillaceae_g__Bacillus
87	otu	0.720459015142	p__Proteobacteria	0.720459015142	f__Helicobacteraceae_g__Helicobacter
84	otu	0.000193489642613	p__Proteobacteria	0.000193489642613	f__Enterobacteriaceae_g__Serratia
85	otu	8.75518744857e-06	p__OctSpA1-106	8.75518744857e-06	f___g__
797	otu	0.000158263889505	Other	0.000158263889505	Other_Other
796	otu	3.97221641909	p__Proteobacteria	3.97221641909	f__Moraxellaceae_g__Acinetobacter
795	otu	0.0994052531778	p__Firmicutes	0.0994052531778	Other_Other
794	otu	3.69775442769e-06	p__Firmicutes	3.69775442769e-06	f__Aerococcaceae_Other
793	otu	0.0	p__Proteobacteria	0.0	f__Phyllobacteriaceae_g__Aminobacter
792	otu	1.77492212529e-05	p__[Thermi]	1.77492212529e-05	Other_Other
791	otu	4.06752987046e-05	p__Firmicutes	4.06752987046e-05	f__Clostridiaceae_g__02d06
790	otu	0.11808926675	p__Firmicutes	0.11808926675	Other_Other
749	otu	0.0108462532873	p__Firmicutes	0.0108462532873	f__Carnobacteriaceae_g__Granulicatella
799	otu	0.0	p__Proteobacteria	0.0	f__[Chromatiaceae]_g__
798	otu	0.047593664	p__Thermi	0.047593664	f__Deinococcaceae_g__Deinococcus
7	otu	3.50207497942e-06	p__Firmicutes	3.50207497942e-06	f__Christensenellaceae_g__
170	otu	0.0	p__Firmicutes	0.0	f__Clostridiaceae_g__Oxobacter
586	otu	7.65058844501e-07	p__Bacteroidetes	7.65058844501e-07	Other_Other
587	otu	0.0	p__Proteobacteria	0.0	f__Nitrospinaceae_g__
584	otu	0.0538916284079	p__Firmicutes	0.0538916284079	f__Bacillaceae_g__Bacillus
585	otu	0.0897116835075	p__Proteobacteria	0.0897116835075	f__Helicobacteraceae_g__Helicobacter
582	otu	0.00106037155848	p__Proteobacteria	0.00106037155848	f__Enterobacteriaceae_g__Serratia
583	otu	0.0	p__OctSpA1-106	0.0	f___g__
580	otu	0.0498100394725	p__Firmicutes	0.0498100394725	f__Enterococcaceae_g__Enterococcus
581	otu	6.42649429381e-05	p__Firmicutes	6.42649429381e-05	f__Peptococcaceae_g__Desulfosporosinus
588	otu	3.060235378e-06	p__Proteobacteria	3.060235378e-06	f__Alteromonadaceae_Other
589	otu	4.59035306701e-06	p__Proteobacteria	4.59035306701e-06	f__Piscirickettsiaceae_g__
245	otu	9.71825806791e-05	p__Firmicutes	9.71825806791e-05	f__Clostridiaceae_g__Sarcina
244	otu	0.0	p__	0.0	f___g__
247	otu	0.000414995885062	p__Proteobacteria	0.000414995885062	Other_Other
246	otu	8.75518744857e-06	p__Firmicutes	8.75518744857e-06	f__Aerococcaceae_g__Facklamia
241	otu	0.00205659353167	p__Proteobacteria	0.00205659353167	Other_Other
614	otu	3.060235378e-05	p__Proteobacteria	3.060235378e-05	Other_Other
243	otu	0.0	p__Proteobacteria	0.0	f__Oxalobacteraceae_Other
242	otu	0.0	p__Proteobacteria	0.0	f___g__
615	otu	7.65058844501e-07	p__Firmicutes	7.65058844501e-07	f__Carnobacteriaceae_g__Trichococcus
249	otu	0.000164597524033	p__Firmicutes	0.000164597524033	Other_Other
248	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Photorhabdus
418	otu	0.0	p__Proteobacteria	0.0	f__Neisseriaceae_g__Eikenella
224	otu	5.25311246914e-06	p__Firmicutes	5.25311246914e-06	f__Peptococcaceae_g__Desulfotomaculum
419	otu	1.4969183008e-05	p__Firmicutes	1.4969183008e-05	f__Clostridiaceae_g__Oxobacter
519	otu	1.75963534235e-05	p__Proteobacteria	1.75963534235e-05	f___g__
518	otu	0.0	p__Proteobacteria	0.0	f__Acidithiobacillaceae_g__
511	otu	4.590353067e-06	p__Firmicutes	4.590353067e-06	f__Veillonellaceae_g__Propionispora
510	otu	0.0	p__Firmicutes	0.0	f__Bacillaceae_g__Thalassobacillus
513	otu	0.000448324482878	p__Euryarchaeota	0.000448324482878	f__Methanobacteriaceae_Other
512	otu	0.0	p__Proteobacteria	0.0	Other_Other
515	otu	9.25721201845e-05	p__Proteobacteria	9.25721201845e-05	f___g__
514	otu	0.0587924770234	p__Proteobacteria	0.0587924770234	f__Moraxellaceae_g__
517	otu	0.0	p__Actinobacteria	0.0	Other_Other
516	otu	9.18070613401e-06	p__Firmicutes	9.18070613401e-06	f__Carnobacteriaceae_g__Carnobacterium
623	otu	3.82529422251e-06	p__Firmicutes	3.82529422251e-06	f__Planococcaceae_g__Lysinibacillus
622	otu	8.18612963615e-05	p__Proteobacteria	8.18612963615e-05	f___g__
621	otu	0.165602342304	p__Firmicutes	0.165602342304	f__Planococcaceae_g__
620	otu	0.0	p__Proteobacteria	0.0	f__Hyphomicrobiaceae_Other
627	otu	0.0	p__Actinobacteria	0.0	f__Microbacteriaceae_g__Salinibacterium
626	otu	0.0	p__Actinobacteria	0.0	f__Coriobacteriaceae_g__Coriobacterium
625	otu	5.3554119115e-06	p__Proteobacteria	5.3554119115e-06	f__Enterobacteriaceae_g__Providencia
624	otu	0.0141268115637	Other	0.0141268115637	Other_Other
450	otu	0.000101530110837	p__Proteobacteria	0.000101530110837	f__Pasteurellaceae_g__Haemophilus
451	otu	0.0	p__Firmicutes	0.0	f__Carnobacteriaceae_g__Desemzia
629	otu	0.000171373181168	p__Proteobacteria	0.000171373181168	f__Enterobacteriaceae_g__Enterobacter
628	otu	0.00197691205419	p__Firmicutes	0.00197691205419	f__Clostridiaceae_Other
454	otu	0.0720948395369	p__Firmicutes	0.0720948395369	f__Bacillaceae_g__
455	otu	5.20667235062e-06	p__Proteobacteria	5.20667235062e-06	f__Thiotrichaceae_g__
456	otu	4.68600511556e-05	p__Firmicutes	4.68600511556e-05	f__Planococcaceae_g__Planococcus
457	otu	2.08266894025e-05	p__Proteobacteria	2.08266894025e-05	f__Rhodobacteraceae_g__Thalassobius
179	otu	1.05062249383e-05	p__Proteobacteria	1.05062249383e-05	f__Rhodobacteraceae_g__Loktanella
178	otu	0.169639636485	p__Proteobacteria	0.169639636485	f__Enterobacteriaceae_g__
177	otu	2.36390061111e-05	p__Firmicutes	2.36390061111e-05	Other_Other
199	otu	1.75103748971e-06	p__Proteobacteria	1.75103748971e-06	f__OM60_g__
175	otu	0.0	p__Proteobacteria	0.0	f__Chromatiaceae_g__
174	otu	0.0	p__Proteobacteria	0.0	f__Thiotrichaceae_g__Thiothrix
173	otu	0.0	p__AD3	0.0	f___g__
172	otu	1.75103748971e-06	p__Proteobacteria	1.75103748971e-06	f__Chromatiaceae_Other
171	otu	0.0	p__Crenarchaeota	0.0	f__Thermoproteaceae_g__Vulcanisaeta
198	otu	0.214316331	p__Proteobacteria	0.214316331	f__Enterobacteriaceae_g__Escherichia
977	otu	0.0259708084475	p__Firmicutes	0.0259708084475	f__Staphylococcaceae_Other
182	otu	0.0	p__Proteobacteria	0.0	f__Pseudomonadaceae_g__Azomonas
975	otu	4.28939513612e-05	p__Proteobacteria	4.28939513612e-05	f__Neisseriaceae_g__Conchiformibius
974	otu	0.0	p__Proteobacteria	0.0	f__Desulfuromonadaceae_g__
973	otu	2.21865265661e-06	p__Firmicutes	2.21865265661e-06	f__Paenibacillaceae_Other
972	otu	0.00433450774014	p__Proteobacteria	0.00433450774014	f__Pseudomonadaceae_g__
971	otu	4.43730531323e-06	p__Firmicutes	4.43730531323e-06	f__Peptococcaceae_g__Desulfotomaculum
970	otu	0.0446511242653	p__Proteobacteria	0.0446511242653	f__Enterobacteriaceae_Other
180	otu	2.53900436008e-05	p__Firmicutes	2.53900436008e-05	f___g__
979	otu	0.000150128829764	Other	0.000150128829764	Other_Other
978	otu	0.0	p__Proteobacteria	0.0	f___g__
656	otu	0.0	p__Proteobacteria	0.0	f__Thiotrichaceae_g__B46
599	otu	1.14758826675e-05	p__Proteobacteria	1.14758826675e-05	f___g__
654	otu	3.8252942225e-06	p__Actinobacteria	3.8252942225e-06	f__Actinomycetaceae_Other
181	otu	0.0	p__Proteobacteria	0.0	f__Pelobacteraceae_g__Pelobacter
186	otu	2.18879686214e-05	p__Proteobacteria	2.18879686214e-05	f__Rhodobacteraceae_g__
187	otu	0.00524249935679	p__Actinobacteria	0.00524249935679	f__Propionibacteriaceae_g__Propionibacterium
184	otu	1.75103748971e-06	p__Firmicutes	1.75103748971e-06	f__Peptococcaceae_Other
185	otu	0.0	p__Actinobacteria	0.0	f__Nocardioidaceae_g__Aeromicrobium
652	otu	0.0	p__Bacteroidetes	0.0	f__Chitinophagaceae_Other
188	otu	8.75518744856e-07	p__Firmicutes	8.75518744856e-07	f__Listeriaceae_Other
189	otu	0.000261780104711	p__Actinobacteria	0.000261780104711	Other_Other
658	otu	3.44276480026e-05	p__Firmicutes	3.44276480026e-05	f__Enterococcaceae_g__Vagococcus
653	otu	5.35541191151e-06	p__Firmicutes	5.35541191151e-06	f__Staphylococcaceae_g__Jeotgalicoccus
650	otu	0.0	p__Proteobacteria	0.0	Other_Other
651	otu	2.52469418686e-05	p__Proteobacteria	2.52469418686e-05	f__Phyllobacteriaceae_g__Chelativorans
11	otu	5.25311246914e-06	p__Proteobacteria	5.25311246914e-06	f__Desulfobulbaceae_g__
10	otu	1.05062249383e-05	p__Proteobacteria	1.05062249383e-05	f__Enterobacteriaceae_g__Edwardsiella
13	otu	0.0	p__Firmicutes	0.0	f__Veillonellaceae_g__Propionispora
12	otu	6.12863121399e-06	p__Firmicutes	6.12863121399e-06	f__Bacillaceae_g__Thalassobacillus
15	otu	4.29004184979e-05	p__Euryarchaeota	4.29004184979e-05	f__Methanobacteriaceae_Other
14	otu	0.0	p__Proteobacteria	0.0	Other_Other
17	otu	0.000119070549301	p__Proteobacteria	0.000119070549301	f___g__
16	otu	1.23112469138	p__Proteobacteria	1.23112469138	f__Moraxellaceae_g__
19	otu	7.44190933126e-05	p__Actinobacteria	7.44190933126e-05	Other_Other
18	otu	4.11493810083e-05	p__Firmicutes	4.11493810083e-05	f__Carnobacteriaceae_g__Carnobacterium
863	otu	5.17685619877e-06	p__Proteobacteria	5.17685619877e-06	Other_Other
862	otu	7.09968850116e-05	p__Proteobacteria	7.09968850116e-05	f__Xanthomonadaceae_g__
865	otu	0.00914676535232	p__Firmicutes	0.00914676535232	f__Enterococcaceae_g__
864	otu	2.21865265661e-06	p__Firmicutes	2.21865265661e-06	f__Carnobacteriaceae_g__Trichococcus
867	otu	1.40514668252e-05	p__Proteobacteria	1.40514668252e-05	Other_Other
866	otu	3.8456646048e-05	p__Proteobacteria	3.8456646048e-05	f__Alcanivoracaceae_g__Alcanivorax
354	otu	0.0818879393943	p__Firmicutes	0.0818879393943	Other_Other
659	otu	2.2951765335e-06	p__Proteobacteria	2.2951765335e-06	f__Phyllobacteriaceae_g__
44	otu	3.32697123045e-05	p__Firmicutes	3.32697123045e-05	f__Clostridiaceae_g__02d06
883	otu	0.644727756408	p__Proteobacteria	0.644727756408	f__Neisseriaceae_g__Neisseria
882	otu	1.55074610295	p__Firmicutes	1.55074610295	f__Streptococcaceae_g__Streptococcus
881	otu	0.000132379608511	p__Proteobacteria	0.000132379608511	f__Alteromonadaceae_g__Umboniibacter
880	otu	7.39550885538e-07	p__Proteobacteria	7.39550885538e-07	f__[Chromatiaceae]_Other
887	otu	4.43730531323e-06	p__WS3	4.43730531323e-06	f___g__
886	otu	1.23603492739	p__Bacteroidetes	1.23603492739	f__Bacteroidaceae_g__Bacteroides
885	otu	3.8456646048e-05	p__Actinobacteria	3.8456646048e-05	Other_Other
884	otu	0.0	p__Proteobacteria	0.0	f__Phyllobacteriaceae_Other
889	otu	0.000161222093048	p__Firmicutes	0.000161222093048	f___g__
888	otu	0.00141993770023	p__Proteobacteria	0.00141993770023	f__Neisseriaceae_Other
116	otu	7.00414995885e-06	p__Proteobacteria	7.00414995885e-06	Other_Other
45	otu	9.63070619341e-06	p__[Thermi]	9.63070619341e-06	Other_Other
657	otu	8.4156472895e-06	p__Proteobacteria	8.4156472895e-06	Other_Other
355	otu	0.0	p__Proteobacteria	0.0	Other_Other
322	otu	2.92875319722e-05	p__Proteobacteria	2.92875319722e-05	f__Helicobacteraceae_Other
323	otu	3.70975404981e-05	p__Firmicutes	3.70975404981e-05	f__Ruminococcaceae_g__Oscillospira
320	otu	5.20667235062e-06	p__Firmicutes	5.20667235062e-06	f__Planococcaceae_g__Planomicrobium
321	otu	1.04133447012e-05	p__Firmicutes	1.04133447012e-05	f__Lactobacillaceae_Other
326	otu	2.9938366016e-05	p__Proteobacteria	2.9938366016e-05	f__Rhodobacteraceae_g__Paracoccus
327	otu	4.23042128487e-05	p__Firmicutes	4.23042128487e-05	f__Ruminococcaceae_g__
324	otu	3.90500426295e-06	p__Firmicutes	3.90500426295e-06	f__Natranaerobiaceae_g__
325	otu	3.64467064543e-05	p__Euryarchaeota	3.64467064543e-05	f__Thermococcaceae_g__Pyrococcus
328	otu	0.000370975404981	p__Firmicutes	0.000370975404981	f___g__
329	otu	0.0097371281297	p__Firmicutes	0.0097371281297	f___g__
562	otu	5.6614354493e-05	p__Proteobacteria	5.6614354493e-05	f__Enterobacteriaceae_g__Brenneria
201	otu	0.0	p__Proteobacteria	0.0	f__Pasteurellaceae_g__Haemophilus
200	otu	1.13817436831e-05	p__Firmicutes	1.13817436831e-05	f__Aerococcaceae_g__Alkalibacterium
203	otu	0.409959901241	p__Proteobacteria	0.409959901241	f__Moraxellaceae_Other
202	otu	1.05062249383e-05	p__Firmicutes	1.05062249383e-05	f__Carnobacteriaceae_g__Desemzia
205	otu	0.113140660841	p__Firmicutes	0.113140660841	f__Bacillaceae_g__
204	otu	0.0	p__Proteobacteria	0.0	f__Hyphomicrobiaceae_g__Rhodobium
207	otu	2.62655623457e-05	p__Firmicutes	2.62655623457e-05	f__Planococcaceae_g__Planococcus
206	otu	7.00414995885e-06	p__Proteobacteria	7.00414995885e-06	f__Thiotrichaceae_g__
209	otu	0.000594477227757	p__Firmicutes	0.000594477227757	f__Staphylococcaceae_g__Salinicoccus
208	otu	0.0	p__Proteobacteria	0.0	f__Rhodobacteraceae_g__Thalassobius
779	otu	0.198822945482	p__Euryarchaeota	0.198822945482	f__Methanobacteriaceae_g__Methanobrevibacter
778	otu	0.0	p__Actinobacteria	0.0	f__Corynebacteriaceae_g__Corynebacterium
77	otu	1.75103748971e-05	p__Proteobacteria	1.75103748971e-05	f__Rhodobacteraceae_g__Paracoccus
76	otu	0.0	p__Euryarchaeota	0.0	f__Thermococcaceae_g__Pyrococcus
75	otu	0.0	p__Firmicutes	0.0	f__Natranaerobiaceae_g__
74	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_g__Oscillospira
73	otu	0.000316937785638	p__Proteobacteria	0.000316937785638	f__Helicobacteraceae_Other
72	otu	3.85228247737e-05	p__Firmicutes	3.85228247737e-05	f__Lactobacillaceae_Other
71	otu	1.8385893642e-05	p__Firmicutes	1.8385893642e-05	f__Planococcaceae_g__Planomicrobium
70	otu	0.000105062249383	p__Firmicutes	0.000105062249383	f__Ruminococcaceae_g__Faecalibacterium
655	otu	0.000703089078097	p__Firmicutes	0.000703089078097	f__Bacillaceae_Other
567	otu	1.3771059201e-05	p__Proteobacteria	1.3771059201e-05	f__Enterobacteriaceae_g__Trabulsiella
79	otu	0.0335069778844	p__Firmicutes	0.0335069778844	f___g__
78	otu	7.79211682924e-05	p__Firmicutes	7.79211682924e-05	f__Ruminococcaceae_g__
869	otu	0.0	p__Proteobacteria	0.0	f__Hyphomicrobiaceae_Other
359	otu	4.36058809364e-05	p__Firmicutes	4.36058809364e-05	f__Clostridiaceae_g__Caloramator
358	otu	5.46700596815e-05	p__Proteobacteria	5.46700596815e-05	f__Rhodobacteraceae_g__Nautella
868	otu	7.39550885538e-07	p__Proteobacteria	7.39550885538e-07	Other_Other
669	otu	0.0	p__Crenarchaeota	0.0	f__Thermoproteaceae_g__Vulcanisaeta
668	otu	2.06565888015e-05	p__Firmicutes	2.06565888015e-05	f__Clostridiaceae_g__Oxobacter
667	otu	0.0	p__Proteobacteria	0.0	f__Neisseriaceae_g__Eikenella
666	otu	0.0	p__Euryarchaeota	0.0	f__Methanocaldococcaceae_g__
665	otu	7.65058844501e-07	p__Bacteroidetes	7.65058844501e-07	f__Bacteroidaceae_Other
664	otu	0.000280011537088	p__Firmicutes	0.000280011537088	f__Planococcaceae_g__Viridibacillus
663	otu	3.13674126245e-05	p__Proteobacteria	3.13674126245e-05	f___g__
662	otu	3.060235378e-06	p__Firmicutes	3.060235378e-06	f__Ruminococcaceae_Other
661	otu	0.0	p__Firmicutes	0.0	f__Gemellaceae_g__
660	otu	0.0491168961594	p__Actinobacteria	0.0491168961594	f__Actinomycetaceae_g__Actinomyces
215	otu	8.75518744856e-07	p__Actinobacteria	8.75518744856e-07	f__Microbacteriaceae_Other
692	otu	2.60120007131e-05	p__Proteobacteria	2.60120007131e-05	f__HTCC2188_g__HTCC
693	otu	0.0	p__Firmicutes	0.0	f__Lachnospiraceae_Other
690	otu	8.03311786725e-05	p__Proteobacteria	8.03311786725e-05	f__Rhodobacteraceae_g__Phaeobacter
691	otu	2.21867064905e-05	p__Proteobacteria	2.21867064905e-05	f__Oxalobacteraceae_g__Ralstonia
696	otu	0.047593664	p__Proteobacteria	0.047593664	f__Enterobacteriaceae_g__Escherichia
697	otu	2.2951765335e-06	p__Proteobacteria	2.2951765335e-06	f__OM60_g__
694	otu	0.0	p__Proteobacteria	0.0	f__[Chromatiaceae]_g__Alishewanella
695	otu	5.81444721821e-05	Other	5.81444721821e-05	Other_Other
698	otu	1.6831294579e-05	p__Firmicutes	1.6831294579e-05	f__Aerococcaceae_g__Alkalibacterium
699	otu	0.0	p__Proteobacteria	0.0	f__Pasteurellaceae_g__Haemophilus
542	otu	0.0	p__Firmicutes	0.0	f__Clostridiaceae_g__02d06
543	otu	0.0	p__[Thermi]	0.0	Other_Other
540	otu	0.0169085655223	p__[Thermi]	0.0169085655223	f__Deinococcaceae_g__Deinococcus
541	otu	0.0782601643806	p__Firmicutes	0.0782601643806	Other_Other
546	otu	0.0672647386674	p__Firmicutes	0.0672647386674	Other_Other
547	otu	0.26549848915	p__Proteobacteria	0.26549848915	f__Moraxellaceae_g__Acinetobacter
544	otu	1.75963534235e-05	p__Proteobacteria	1.75963534235e-05	f__Phyllobacteriaceae_g__Aminobacter
545	otu	3.82529422251e-06	p__Firmicutes	3.82529422251e-06	f__Aerococcaceae_Other
8	otu	0.0	p__Actinobacteria	0.0	f__Nocardioidaceae_Other
548	otu	4.05481187585e-05	Other	4.05481187585e-05	Other_Other
549	otu	0.047593664	p__Thermi	0.047593664	f__Deinococcaceae_g__Deinococcus
598	otu	0.0	p__Proteobacteria	0.0	f__Alteromonadaceae_g__Microbulbifer
995	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Photorhabdus
994	otu	0.000420804453871	p__Proteobacteria	0.000420804453871	Other_Other
996	otu	0.000300997210414	p__Firmicutes	0.000300997210414	Other_Other
991	otu	0.0	p__	0.0	f___g__
990	otu	0.0	p__Proteobacteria	0.0	f__Oxalobacteraceae_Other
993	otu	8.13505974092e-06	p__Firmicutes	8.13505974092e-06	f__Aerococcaceae_g__Facklamia
992	otu	0.000122765446999	p__Firmicutes	0.000122765446999	f__Clostridiaceae_g__Sarcina
120	otu	1.13817436831e-05	p__Proteobacteria	1.13817436831e-05	Other_Other
121	otu	6.12863121399e-06	p__Proteobacteria	6.12863121399e-06	Other_Other
122	otu	0.0	p__Proteobacteria	0.0	f__Hyphomicrobiaceae_Other
123	otu	0.210102610797	p__Firmicutes	0.210102610797	f__Planococcaceae_g__
124	otu	2.88921185803e-05	p__Proteobacteria	2.88921185803e-05	f___g__
125	otu	0.0	p__Firmicutes	0.0	f__Planococcaceae_g__Lysinibacillus
126	otu	0.0116014988881	Other	0.0116014988881	Other_Other
127	otu	0.0	p__Proteobacteria	0.0	f__Enterobacteriaceae_g__Providencia
128	otu	2.97676373251e-05	p__Actinobacteria	2.97676373251e-05	f__Coriobacteriaceae_g__Coriobacterium
2	otu	0.00977166471137	p__Firmicutes	0.00977166471137	f__Carnobacteriaceae_g__Granulicatella
219	otu	0.0	p__Bacteroidetes	0.0	f__Chitinophagaceae_g__Sediminibacterium
176	otu	0.000971825806793	p__Firmicutes	0.000971825806793	f__Clostridiaceae_g__
214	otu	0.0707978408967	p__Firmicutes	0.0707978408967	f__Lactobacillaceae_g__Lactobacillus
777	otu	0.172305002618	p__Proteobacteria	0.172305002618	f__Pseudomonadaceae_Other
563	otu	0.0	p__Firmicutes	0.0	f__Paenibacillaceae_g__Brevibacillus
928	otu	6.65595796984e-06	p__Proteobacteria	6.65595796984e-06	f__Pelobacteraceae_g__Pelobacter
929	otu	3.40193407348e-05	p__Proteobacteria	3.40193407348e-05	f__Pseudomonadaceae_g__Azomonas
416	otu	1.95250213148e-06	p__Bacteroidetes	1.95250213148e-06	f__Bacteroidaceae_Other
417	otu	0.0	p__Euryarchaeota	0.0	f__Methanocaldococcaceae_g__
410	otu	6.50834043827e-07	p__Proteobacteria	6.50834043827e-07	f__Phyllobacteriaceae_g__
411	otu	0.00191689785865	p__Actinobacteria	0.00191689785865	f__Actinomycetaceae_g__Actinomyces
412	otu	0.0	p__Firmicutes	0.0	f__Gemellaceae_g__
413	otu	5.85750639444e-06	p__Firmicutes	5.85750639444e-06	f__Ruminococcaceae_Other
920	otu	0.0	p__AD3	0.0	f___g__
498	otu	0.000218680238726	p__Firmicutes	0.000218680238726	Other_Other
922	otu	5.17685619877e-06	p__Proteobacteria	5.17685619877e-06	f__Chromatiaceae_g__
923	otu	0.00165807308538	p__Firmicutes	0.00165807308538	f__Clostridiaceae_g__
924	otu	4.51126040178e-05	p__Firmicutes	4.51126040178e-05	Other_Other
925	otu	0.187420683168	p__Proteobacteria	0.187420683168	f__Enterobacteriaceae_g__
926	otu	9.61416151202e-06	p__Proteobacteria	9.61416151202e-06	f__Rhodobacteraceae_g__Loktanella
927	otu	1.62701194818e-05	p__Firmicutes	1.62701194818e-05	f___g__
319	otu	0.0	p__Firmicutes	0.0	f__Ruminococcaceae_g__Faecalibacterium
318	otu	1.56200170519e-05	p__Proteobacteria	1.56200170519e-05	f__Enterobacteriaceae_g__Trabulsiella
313	otu	2.66841957969e-05	p__Proteobacteria	2.66841957969e-05	f__Enterobacteriaceae_g__Brenneria
312	otu	2.9938366016e-05	p__Proteobacteria	2.9938366016e-05	f__Rhodobacteraceae_g__Rhodovulum
311	otu	0.0	p__Proteobacteria	0.0	f__Hyphomonadaceae_g__
310	otu	2.21283574901e-05	p__Proteobacteria	2.21283574901e-05	f___g__
317	otu	3.77483745419e-05	p__Actinobacteria	3.77483745419e-05	f__Nocardiaceae_g__Rhodococcus
316	otu	1.30166808765e-06	p__Proteobacteria	1.30166808765e-06	Other_Other
315	otu	0.0	p__Firmicutes	0.0	f__Syntrophomonadaceae_g__Syntrophomonas
314	otu	0.0	p__Firmicutes	0.0	f__Paenibacillaceae_g__Brevibacillus
921	otu	0.0	p__Proteobacteria	0.0	f__Thiotrichaceae_g__Thiothrix
496	otu	1.88741872709e-05	p__Proteobacteria	1.88741872709e-05	Other_Other
832	otu	2.73633827649e-05	p__OctSpA1-106	2.73633827649e-05	f___g__
833	otu	0.0598509803769	p__Firmicutes	0.0598509803769	f__Bacillaceae_g__Bacillus
