Precison-Recall Output 
Values: precision,recall,f-measure,true positive, false positive,false negative
Set	Level_Method	Level	Method	Sample	P	R	F	TP	FP	FN
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	HMPMockV1.2.Staggered2	0.666666666666667	0.857142857142857	0.75	6	3	1
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	HMPMockV1.2.Staggered1	0.666666666666667	0.857142857142857	0.75	6	3	1
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	HMPMockV1.1.Even2	0.666666666666667	0.857142857142857	0.75	6	3	1
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	HMPMockV1.1.Even1	0.666666666666667	0.857142857142857	0.75	6	3	1
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	HMPMockV1.2.Staggered2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	HMPMockV1.2.Staggered1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	HMPMockV1.1.Even2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	HMPMockV1.1.Even1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	HMPMockV1.2.Staggered2	0.666666666666667	0.857142857142857	0.75	6	3	1
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	HMPMockV1.2.Staggered1	0.666666666666667	0.857142857142857	0.75	6	3	1
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	HMPMockV1.1.Even2	0.666666666666667	0.857142857142857	0.75	6	3	1
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	HMPMockV1.1.Even1	0.666666666666667	0.857142857142857	0.75	6	3	1
2 blast_1.0	2 blast_1.0	2	blast_1.0	HMPMockV1.2.Staggered2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_1.0	2 blast_1.0	2	blast_1.0	HMPMockV1.2.Staggered1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_1.0	2 blast_1.0	2	blast_1.0	HMPMockV1.1.Even2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_1.0	2 blast_1.0	2	blast_1.0	HMPMockV1.1.Even1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	HMPMockV1.2.Staggered2	0.5	0.857142857142857	0.631578947368421	6	6	1
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	HMPMockV1.2.Staggered1	0.5	0.857142857142857	0.631578947368421	6	6	1
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	HMPMockV1.1.Even2	0.5	0.857142857142857	0.631578947368421	6	6	1
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	HMPMockV1.1.Even1	0.5	0.857142857142857	0.631578947368421	6	6	1
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	HMPMockV1.2.Staggered2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	HMPMockV1.2.Staggered1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	HMPMockV1.1.Even2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	HMPMockV1.1.Even1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	HMPMockV1.2.Staggered2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	HMPMockV1.2.Staggered1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	HMPMockV1.2.Staggered2	0.666666666666667	0.857142857142857	0.75	6	3	1
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	HMPMockV1.2.Staggered1	0.666666666666667	0.857142857142857	0.75	6	3	1
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	HMPMockV1.1.Even2	0.666666666666667	0.857142857142857	0.75	6	3	1
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	HMPMockV1.1.Even1	0.666666666666667	0.857142857142857	0.75	6	3	1
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	HMPMockV1.2.Staggered2	0.5	0.857142857142857	0.631578947368421	6	6	1
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	HMPMockV1.2.Staggered1	0.5	0.857142857142857	0.631578947368421	6	6	1
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	HMPMockV1.1.Even2	0.5	0.857142857142857	0.631578947368421	6	6	1
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	HMPMockV1.1.Even1	0.5	0.857142857142857	0.631578947368421	6	6	1
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	HMPMockV1.2.Staggered2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	HMPMockV1.2.Staggered1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 blast_100.0	2 blast_100.0	2	blast_100.0	HMPMockV1.2.Staggered2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_100.0	2 blast_100.0	2	blast_100.0	HMPMockV1.2.Staggered1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_100.0	2 blast_100.0	2	blast_100.0	HMPMockV1.1.Even2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_100.0	2 blast_100.0	2	blast_100.0	HMPMockV1.1.Even1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	HMPMockV1.2.Staggered2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	HMPMockV1.2.Staggered1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	HMPMockV1.2.Staggered2	0.545454545454545	0.857142857142857	0.666666666666667	6	5	1
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	HMPMockV1.2.Staggered1	0.545454545454545	0.857142857142857	0.666666666666667	6	5	1
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	HMPMockV1.1.Even2	0.545454545454545	0.857142857142857	0.666666666666667	6	5	1
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	HMPMockV1.1.Even1	0.545454545454545	0.857142857142857	0.666666666666667	6	5	1
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	HMPMockV1.2.Staggered2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	HMPMockV1.2.Staggered1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	HMPMockV1.2.Staggered2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	HMPMockV1.2.Staggered1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	HMPMockV1.1.Even2	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	HMPMockV1.1.Even1	0.461538461538462	0.857142857142857	0.6	6	7	1
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	HMPMockV1.2.Staggered2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	HMPMockV1.2.Staggered1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	HMPMockV1.2.Staggered2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	HMPMockV1.2.Staggered1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	HMPMockV1.1.Even2	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	HMPMockV1.1.Even1	0.857142857142857	0.857142857142857	0.857142857142857	6	1	1
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 rtax_single	2 rtax_single	2	rtax_single	HMPMockV1.2.Staggered2	0.75	0.857142857142857	0.8	6	2	1
2 rtax_single	2 rtax_single	2	rtax_single	HMPMockV1.2.Staggered1	0.75	0.857142857142857	0.8	6	2	1
2 rtax_single	2 rtax_single	2	rtax_single	HMPMockV1.1.Even2	0.75	0.857142857142857	0.8	6	2	1
2 rtax_single	2 rtax_single	2	rtax_single	HMPMockV1.1.Even1	0.75	0.857142857142857	0.8	6	2	1
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	Mock.2	0.333333333333333	1	0.5	1	2	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	Mock.3	0.2	1	0.333333333333333	1	4	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	Mock.1	0.2	1	0.333333333333333	1	4	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	Mock.2	0.2	1	0.333333333333333	1	4	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	Mock.3	0.333333333333333	1	0.5	1	2	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	Mock.1	0.333333333333333	1	0.5	1	2	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	Mock.2	0.333333333333333	1	0.5	1	2	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	Mock.3	0.25	1	0.4	1	3	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	Mock.1	0.25	1	0.4	1	3	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	Mock.2	0.25	1	0.4	1	3	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	Mock.3	0.333333333333333	1	0.5	1	2	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	Mock.1	0.333333333333333	1	0.5	1	2	0
2 mothur_0.4	2 mothur_0.4	2	mothur_0.4	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.7	2 mothur_0.7	2	mothur_0.7	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_1.0	2 mothur_1.0	2	mothur_1.0	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.2	2 rdp_0.2	2	rdp_0.2	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.5	2 rdp_0.5	2	rdp_0.5	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.8	2 rdp_0.8	2	rdp_0.8	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_100.0	2 blast_100.0	2	blast_100.0	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_100.0	2 blast_100.0	2	blast_100.0	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_100.0	2 blast_100.0	2	blast_100.0	Mock.2	0.333333333333333	1	0.5	1	2	0
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	Mock.3	0.333333333333333	1	0.5	1	2	0
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	Mock.1	0.333333333333333	1	0.5	1	2	0
2 blast_1e-30	2 blast_1e-30	2	blast_1e-30	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	Mock.3	0.333333333333333	1	0.5	1	2	0
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	Mock.1	0.333333333333333	1	0.5	1	2	0
2 mothur_0.2	2 mothur_0.2	2	mothur_0.2	Mock.2	0.333333333333333	1	0.5	1	2	0
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.5	2 mothur_0.5	2	mothur_0.5	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.8	2 mothur_0.8	2	mothur_0.8	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	Mock.3	0.2	1	0.333333333333333	1	4	0
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	Mock.1	0.2	1	0.333333333333333	1	4	0
2 rdp_0.0	2 rdp_0.0	2	rdp_0.0	Mock.2	0.2	1	0.333333333333333	1	4	0
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	Mock.3	0.333333333333333	1	0.5	1	2	0
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	Mock.1	0.333333333333333	1	0.5	1	2	0
2 rdp_0.3	2 rdp_0.3	2	rdp_0.3	Mock.2	0.333333333333333	1	0.5	1	2	0
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.6	2 rdp_0.6	2	rdp_0.6	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.9	2 rdp_0.9	2	rdp_0.9	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rtax_single	2 rtax_single	2	rtax_single	Mock.3	0.25	1	0.4	1	3	0
2 rtax_single	2 rtax_single	2	rtax_single	Mock.1	0.25	1	0.4	1	3	0
2 rtax_single	2 rtax_single	2	rtax_single	Mock.2	0.25	1	0.4	1	3	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	Mock.3	0.5	1	0.666666666666667	1	1	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_0.0001	2 blast_0.0001	2	blast_0.0001	Mock.1	0.5	1	0.666666666666667	1	1	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	Mock.3	0.5	1	0.666666666666667	1	1	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_1e-06	2 blast_1e-06	2	blast_1e-06	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.0	2 mothur_0.0	2	mothur_0.0	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.3	2 mothur_0.3	2	mothur_0.3	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.6	2 mothur_0.6	2	mothur_0.6	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.9	2 mothur_0.9	2	mothur_0.9	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.1	2 rdp_0.1	2	rdp_0.1	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.4	2 rdp_0.4	2	rdp_0.4	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_0.7	2 rdp_0.7	2	rdp_0.7	Mock.1	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	Mock.3	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	Mock.2	0.5	1	0.666666666666667	1	1	0
2 rdp_1.0	2 rdp_1.0	2	rdp_1.0	Mock.1	0.5	1	0.666666666666667	1	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	Mock.3	0.5	1	0.666666666666667	1	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_1.0	2 blast_1.0	2	blast_1.0	Mock.1	0.5	1	0.666666666666667	1	1	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	Mock.3	0.5	1	0.666666666666667	1	1	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	Mock.2	0.5	1	0.666666666666667	1	1	0
2 blast_1e-10	2 blast_1e-10	2	blast_1e-10	Mock.1	0.5	1	0.666666666666667	1	1	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	Mock.3	0.5	1	0.666666666666667	1	1	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	Mock.2	0.5	1	0.666666666666667	1	1	0
2 mothur_0.1	2 mothur_0.1	2	mothur_0.1	Mock.1	0.5	1	0.666666666666667	1	1	0
